day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,nan,nan
27,nan,nan
28,nan,nan
29,nan,nan
30,nan,nan
31,nan,nan
32,nan,nan
33,nan,nan
34,nan,nan
35,nan,nan
36,nan,nan
37,nan,nan
38,nan,nan
39,nan,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,nan,nan
52,1.40293,nan
53,1.39133,nan
54,nan,nan
55,nan,nan
56,nan,nan
57,nan,nan
58,nan,nan
59,nan,nan
60,nan,nan
61,nan,nan
62,nan,nan
63,nan,nan
64,nan,nan
65,nan,nan
66,nan,nan
67,nan,nan
68,nan,nan
69,nan,nan
70,nan,nan
71,nan,nan
72,nan,nan
73,1.28752,nan
74,1.27584,nan
75,1.30888,nan
76,1.33454,nan
77,1.38151,nan
78,1.41354,nan
79,1.4412,nan
80,1.44151,nan
81,1.42535,nan
82,1.40557,nan
83,1.39462,nan
84,1.39498,nan
85,1.40736,nan
86,1.40934,nan
87,1.41808,nan
88,1.47855,nan
89,1.4374,nan
90,1.42132,nan
91,1.40986,nan
92,1.418,nan
93,1.43557,nan
94,1.4694,nan
95,1.4761,nan
96,1.52967,nan
97,1.57735,nan
98,1.60569,nan
99,1.61962,nan
100,1.63372,nan
101,1.64304,nan
102,1.64057,nan
103,1.65011,nan
104,1.67969,nan
105,1.69613,nan
106,1.6815,nan
107,1.68727,nan
108,1.70019,nan
109,1.70509,nan
110,1.71651,nan
111,1.72924,nan
112,1.73092,nan
113,1.73237,nan
114,1.74151,nan
115,1.73718,nan
116,1.74156,nan
117,1.73323,nan
118,1.72776,nan
119,1.74568,nan
120,1.75058,nan
121,1.74339,nan
122,1.75066,nan
123,1.76754,nan
124,1.77856,nan
125,1.78449,nan
126,1.7784,nan
127,1.78366,nan
128,1.7935,nan
129,1.79775,nan
130,1.82052,nan
131,1.8403,nan
132,1.84254,nan
133,1.84076,nan
134,1.87574,nan
135,1.88403,nan
136,1.88417,nan
137,1.89206,nan
138,1.90413,nan
139,1.89591,nan
140,1.89529,nan
141,1.88942,nan
142,1.88514,nan
143,1.87858,nan
144,1.87879,nan
145,1.86179,nan
146,1.88058,nan
147,1.87186,nan
148,1.85648,nan
149,1.85622,nan
150,1.86086,nan
151,1.85825,nan
152,1.86531,nan
153,1.87959,nan
154,1.87595,nan
155,1.88414,nan
156,1.89693,nan
157,1.90952,nan
158,1.92488,nan
159,1.93222,nan
160,1.93238,nan
161,1.94345,nan
162,1.95758,nan
163,1.94767,nan
164,1.95122,nan
165,1.95888,nan
166,1.96678,nan
167,1.95416,nan
168,1.95383,nan
169,1.96562,nan
170,1.96087,nan
171,1.93123,nan
172,1.93607,nan
173,1.95783,nan
174,1.95148,nan
175,1.93378,nan
176,1.94207,nan
177,1.94376,nan
178,1.94164,nan
179,2.00269,nan
180,2.02133,nan
181,2.00822,nan
182,1.91376,nan
183,1.89933,nan
184,1.93674,nan
185,1.92384,nan
186,1.91932,nan
187,2.05386,nan
188,2.0372,nan
189,2.04332,nan
190,2.01025,nan
191,1.96493,nan
192,2.01443,nan
193,2.05429,nan
194,1.93484,nan
195,1.91847,nan
196,1.92048,nan
197,1.90327,nan
198,1.85218,nan
199,1.84483,nan
200,1.87112,nan
201,1.82353,nan
202,1.81332,nan
203,1.85964,nan
204,1.90361,nan
205,1.88245,nan
206,1.84351,nan
207,1.85534,nan
208,1.83627,nan
209,1.80461,nan
210,1.78234,nan
211,1.76526,nan
212,1.8276,nan
213,1.77435,nan
214,1.80444,nan
215,1.82324,nan
216,1.8408,nan
217,1.80409,nan
218,1.72502,nan
219,1.82785,nan
220,1.85002,nan
221,1.78049,nan
222,1.72642,nan
223,1.6863,nan
224,1.68969,nan
225,1.68355,nan
226,1.69949,nan
227,1.66187,nan
228,1.64313,nan
229,1.65863,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
