day,chau_z,chau_h
0,0,0
1,0.056,0
1,0,0
2,0,0
2.3,0.08,0
3,0.096,0
4,0.134,0
5,0.121,0
6,0.141,0
7,0.132,0
8,0.146,0
9,0.145,0
10,0.14,0
11,0.135,0
12,0.13,0
13,0.126,0
14,0.13,0
15,0.129,0
16,0.125,0
17,0.133,0
18,0.19,0
19,0.233,0
20,0.248,0
20,0.25,0
21,0.365,0
22,0.484,0
23,0.567,0
24,0.573,0
25,0.682,0
26,0.839,0
27,0.843,0
28,0.897,0
29,0.984,0
30,1.053,0
31,1.101,0
31.8,1.12,0
32,1.121,0
33,1.133,0
34,1.143,0
35,1.155,0
36,1.176,0.001
37,1.194,0.001
38,1.183,0.001
39,1.176,0.001
40,1.173,0.001
41,1.173,0.001
42,1.185,0.001
43,1.199,0.001
44,1.224,0.001
45,1.247,0.001
46,1.266,0.002
47,1.278,0.002
48,1.287,0.002
49,1.294,0.002
50,1.302,0.002
51,1.311,0.002
52,1.315,0.002
53,1.318,0.002
54,1.321,0.002
55,1.33,0.002
56,1.344,0.002
57,1.358,0.003
58,1.374,0.003
59,1.389,0.003
60,1.4,0.003
61,1.409,0.003
62,1.422,0.003
63,1.432,0.003
64,1.438,0.003
65,1.439,0.003
66,1.448,0.003
67,1.455,0.003
68,1.459,0.004
69,1.462,0.004
70,1.466,0.004
71,1.472,0.004
72,1.476,0.004
73,1.48,0.004
74,1.483,0.004
75,1.49,0.004
76,1.502,0.004
77,1.508,0.004
78,1.513,0.004
79,1.52,0.004
80,1.526,0.004
81,1.531,0.004
82,1.533,0.004
83,1.533,0.004
84,1.532,0.004
85,1.547,0.005
86,1.567,0.005
87,1.567,0.005
88,1.569,0.005
89,1.58,0.005
90,1.588,0.005
91,1.588,0.005
92,1.585,0.005
93,1.584,0.005
94,1.593,0.005
95,1.61,0.005
96,1.625,0.005
97,1.644,0.006
98,1.666,0.006
99,1.686,0.006
100,1.696,0.006
101,1.703,0.006
102,1.71,0.006
103,1.718,0.006
104,1.724,0.006
105,1.73,0.006
106,1.738,0.006
107,1.745,0.006
108,1.75,0.006
109,1.763,0.007
110,1.782,0.007
111,1.804,0.007
112,1.819,0.007
113,1.83,0.007
114,1.84,0.007
115,1.849,0.007
116,1.855,0.007
117,1.86,0.007
118,1.864,0.007
119,1.868,0.007
120,1.873,0.007
121,1.879,0.008
122,1.883,0.008
123,1.887,0.008
124,1.893,0.008
125,1.9,0.008
126,1.905,0.008
127,1.912,0.008
128,1.919,0.008
129,1.924,0.008
130,1.928,0.008
131,1.932,0.008
132,1.936,0.008
133,1.947,0.008
134,1.961,0.008
135,1.981,0.008
136,2.004,0.009
137,2.026,0.009
138,2.044,0.009
139,2.059,0.009
139,2.059,0.009
140,2.061,0.009
141,2.062,0.01
142,2.063,0.01
143,2.064,0.01
144,2.065,0.01
145,2.066,0.011
146,2.067,0.011
147,2.068,0.011
148,2.069,0.011
149,2.07,0.011
150,2.072,0.012
151,2.074,0.012
152,2.077,0.013
153,2.079,0.013
154,2.08,0.013
155,2.081,0.014
156,2.081,0.014
157,2.081,0.014
158,2.08,0.014
159,2.08,0.014
160,2.08,0.014
161,2.08,0.014
162,2.082,0.015
163,2.084,0.015
164,2.086,0.015
165,2.088,0.016
166,2.091,0.016
167,2.093,0.017
168,2.095,0.017
169,2.096,0.017
170,2.096,0.017
171,2.096,0.017
172,2.096,0.017
173,2.096,0.018
174,2.095,0.018
175,2.094,0.018
176,2.093,0.018
177,2.092,0.018
