day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,0.052685,nan
18,nan,nan
19,0.135382,nan
20,0.326695,nan
21,nan,nan
22,0.26317,nan
23,0.2809,nan
24,0.343381,nan
25,0.247498,nan
26,nan,nan
27,nan,nan
28,nan,nan
29,nan,nan
30,0.0930846,nan
31,0.113516,nan
32,nan,nan
33,0.091424,nan
34,0.430338,nan
35,0.561425,nan
36,nan,nan
37,nan,nan
38,0.610328,nan
39,0.655733,nan
40,0.630203,nan
41,0.659095,nan
42,0.754714,nan
43,nan,nan
44,0.815367,nan
45,0.839635,nan
46,1.09818,nan
47,1.18312,nan
48,1.21562,nan
49,1.25916,nan
50,1.28856,nan
51,1.33345,nan
52,1.40905,nan
53,1.45756,nan
54,nan,nan
55,nan,nan
56,nan,nan
57,nan,nan
58,nan,nan
59,nan,nan
60,1.5533,nan
61,1.57713,nan
62,1.60713,nan
63,1.61645,nan
64,1.63107,nan
65,1.63631,nan
66,1.64327,nan
67,1.65647,nan
68,1.64461,nan
69,1.65812,nan
70,1.67899,nan
71,1.72321,nan
72,1.69824,nan
73,1.71626,nan
74,1.7275,nan
75,1.7344,nan
76,1.73968,nan
77,1.75968,nan
78,1.79188,nan
79,1.79324,nan
80,1.80877,nan
81,1.82417,nan
82,1.83993,nan
83,1.84026,nan
84,1.84616,nan
85,1.84738,nan
86,1.85272,nan
87,1.8504,nan
88,1.84963,nan
89,1.85002,nan
90,1.85773,nan
91,1.8746,nan
92,1.87636,nan
93,1.86194,nan
94,1.87949,nan
95,1.89135,nan
96,1.88697,nan
97,1.89242,nan
98,nan,nan
99,nan,nan
100,nan,nan
101,nan,nan
102,nan,nan
103,nan,nan
104,nan,nan
105,nan,nan
106,nan,nan
107,nan,nan
108,nan,nan
109,nan,nan
110,2.04411,nan
111,2.08068,nan
112,2.06421,nan
113,2.0997,nan
114,2.10766,nan
115,2.08371,nan
116,2.05901,nan
117,2.07099,nan
118,2.11226,nan
119,2.14199,nan
120,2.14277,nan
121,2.14946,nan
122,2.17789,nan
123,2.16103,nan
124,2.16782,nan
125,2.24398,nan
126,2.24995,nan
127,2.24155,nan
128,2.20575,nan
129,2.2036,nan
130,2.21099,nan
131,2.23574,nan
132,2.21754,nan
133,2.22495,nan
134,2.23292,nan
135,2.23779,nan
136,2.2764,nan
137,2.25602,nan
138,2.25604,nan
139,2.25282,nan
140,2.2676,nan
141,2.2838,nan
142,2.2658,nan
143,2.28609,nan
144,2.27353,nan
145,2.27303,nan
146,2.26939,nan
147,2.27591,nan
148,2.30543,nan
149,2.3341,nan
150,2.34997,nan
151,2.34535,nan
152,2.34631,nan
153,2.3541,nan
154,2.32104,nan
155,2.31653,nan
156,2.31709,nan
157,2.31741,nan
158,2.30928,nan
159,2.32172,nan
160,2.33336,nan
161,2.3393,nan
162,2.36464,nan
163,2.34047,nan
164,2.3507,nan
165,2.37916,nan
166,2.40072,nan
167,2.41702,nan
168,2.41728,nan
169,2.39408,nan
170,2.39372,nan
171,2.38691,nan
172,2.3626,nan
173,2.35488,nan
174,2.3398,nan
175,2.34905,nan
176,2.37631,nan
177,2.40857,nan
178,2.42893,nan
179,2.41961,nan
180,2.42082,nan
181,2.43156,nan
182,2.43409,nan
183,2.42185,nan
184,2.40257,nan
185,2.38827,nan
186,2.37138,nan
187,2.37435,nan
188,2.43586,nan
189,2.39554,nan
190,2.38694,nan
191,2.40805,nan
192,2.4086,nan
193,2.41546,nan
194,2.42709,nan
195,2.40545,nan
196,2.41107,nan
197,2.40047,nan
198,2.39912,nan
199,2.40006,nan
200,2.39888,nan
201,2.38088,nan
202,2.39357,nan
203,2.44349,nan
204,2.38307,nan
205,2.37872,nan
206,2.36996,nan
207,2.41499,nan
208,2.38307,nan
209,2.38287,nan
210,2.3942,nan
211,2.40272,nan
212,2.36176,nan
213,2.37482,nan
214,2.35593,nan
215,2.36227,nan
216,2.38127,nan
217,2.36815,nan
218,2.3666,nan
219,2.38003,nan
220,2.38109,nan
221,2.3631,nan
222,2.36984,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
