day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,nan,nan
27,nan,nan
28,nan,nan
29,nan,nan
30,nan,nan
31,nan,nan
32,nan,nan
33,nan,nan
34,nan,nan
35,nan,nan
36,nan,nan
37,nan,nan
38,nan,nan
39,nan,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,nan,nan
52,1.21454,nan
53,1.21194,nan
54,nan,nan
55,nan,nan
56,nan,nan
57,nan,nan
58,nan,nan
59,nan,nan
60,nan,nan
61,nan,nan
62,nan,nan
63,nan,nan
64,nan,nan
65,nan,nan
66,nan,nan
67,nan,nan
68,nan,nan
69,nan,nan
70,nan,nan
71,nan,nan
72,nan,nan
73,0.93909,nan
74,0.998519,nan
75,1.06534,nan
76,1.14042,nan
77,1.21429,nan
78,1.26339,nan
79,1.3433,nan
80,1.39573,nan
81,1.40383,nan
82,1.39659,nan
83,1.39165,nan
84,1.3932,nan
85,1.40147,nan
86,1.41031,nan
87,1.41722,nan
88,1.41251,nan
89,1.42875,nan
90,1.42375,nan
91,1.41412,nan
92,1.40195,nan
93,1.39394,nan
94,1.42352,nan
95,1.43798,nan
96,1.44636,nan
97,1.46755,nan
98,1.50532,nan
99,1.5326,nan
100,1.55521,nan
101,1.56977,nan
102,1.57718,nan
103,1.58165,nan
104,1.58419,nan
105,1.58841,nan
106,1.60111,nan
107,1.61532,nan
108,1.63017,nan
109,1.64567,nan
110,1.66737,nan
111,1.68877,nan
112,1.7037,nan
113,1.71434,nan
114,1.71669,nan
115,1.70532,nan
116,1.70857,nan
117,1.70489,nan
118,1.70143,nan
119,1.70913,nan
120,1.70902,nan
121,1.70806,nan
122,1.71518,nan
123,1.72558,nan
124,1.73195,nan
125,1.73777,nan
126,1.74171,nan
127,1.74973,nan
128,1.75728,nan
129,1.75998,nan
130,1.76444,nan
131,1.76897,nan
132,1.76995,nan
133,1.78521,nan
134,1.81373,nan
135,1.8321,nan
136,1.83908,nan
137,1.85329,nan
138,1.86363,nan
139,1.86274,nan
140,1.86005,nan
141,1.85795,nan
142,1.84809,nan
143,1.84337,nan
144,1.83417,nan
145,1.81245,nan
146,1.7977,nan
147,1.79116,nan
148,1.80267,nan
149,1.80786,nan
150,1.81711,nan
151,1.82226,nan
152,1.82964,nan
153,1.83896,nan
154,1.83856,nan
155,1.84557,nan
156,1.85552,nan
157,1.86562,nan
158,1.87502,nan
159,1.88687,nan
160,1.89894,nan
161,1.91004,nan
162,1.92523,nan
163,1.92333,nan
164,1.9295,nan
165,1.93078,nan
166,1.91645,nan
167,1.92138,nan
168,1.91275,nan
169,1.90974,nan
170,1.9094,nan
171,1.89687,nan
172,1.89442,nan
173,1.89419,nan
174,1.89477,nan
175,1.89802,nan
176,1.88707,nan
177,1.88776,nan
178,1.8793,nan
179,1.69238,nan
180,1.73443,nan
181,1.73385,nan
182,1.71082,nan
183,1.69213,nan
184,1.13221,nan
185,1.19464,nan
186,1.11248,nan
187,0.977421,nan
188,1.15651,nan
189,1.18013,nan
190,1.22665,nan
191,1.15864,nan
192,0.938595,nan
193,1.00676,nan
194,1.25811,nan
195,1.26922,nan
196,1.2835,nan
197,1.33852,nan
198,1.30579,nan
199,1.32291,nan
200,1.40459,nan
201,1.30942,nan
202,1.14874,nan
203,0.995022,nan
204,0.828801,nan
205,0.997733,nan
206,1.29693,nan
207,1.03262,nan
208,1.18632,nan
209,1.31662,nan
210,1.32144,nan
211,1.28014,nan
212,1.08605,nan
213,1.27833,nan
214,1.17649,nan
215,1.22997,nan
216,1.27767,nan
217,1.08643,nan
218,1.13234,nan
219,0.969894,nan
220,1.02522,nan
221,1.2147,nan
222,1.25305,nan
223,1.21517,nan
224,1.24869,nan
225,1.29534,nan
226,1.22834,nan
227,1.0923,nan
228,1.13055,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
