day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,0.055575,nan
6,0.169523,nan
7,0.196687,nan
8,0.238831,nan
9,0.24808,nan
10,0.252817,nan
11,0.257054,nan
12,0.259652,nan
13,0.25982,nan
14,0.260038,nan
15,0.265182,nan
16,0.268687,nan
17,0.269852,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,0.083825,nan
27,0.192262,nan
28,0.235386,nan
29,0.251577,nan
30,0.261357,nan
31,0.266973,nan
32,0.274228,nan
33,0.299245,nan
34,0.439064,nan
35,0.520664,nan
36,0.699721,nan
37,0.842863,nan
38,0.90014,nan
39,0.945482,nan
40,0.967505,nan
41,0.976411,nan
42,0.981681,nan
43,0.986067,nan
44,0.980191,nan
45,0.969521,nan
46,0.976019,nan
47,0.981384,nan
48,0.981895,nan
49,0.975591,nan
50,0.96623,nan
51,0.943372,nan
52,0.950529,nan
53,0.960842,nan
54,0.934921,nan
55,0.916809,nan
56,0.911333,nan
57,0.906596,nan
58,0.905077,nan
59,0.910408,nan
60,0.91812,nan
61,0.935118,nan
62,0.956442,nan
63,0.966646,nan
64,0.974647,nan
65,0.973921,nan
66,0.972777,nan
67,0.975453,nan
68,0.976997,nan
69,0.987262,nan
70,0.997905,nan
71,1.00147,nan
72,1.00323,nan
73,0.994822,nan
74,0.986491,nan
75,0.981027,nan
76,0.974336,nan
77,0.972378,nan
78,0.99391,nan
79,1.0131,nan
80,1.03057,nan
81,1.04764,nan
82,1.04735,nan
83,1.03286,nan
84,1.02036,nan
85,1.02406,nan
86,1.03503,nan
87,1.03876,nan
88,1.03816,nan
89,1.0455,nan
90,1.0577,nan
91,1.05297,nan
92,1.03636,nan
93,1.02495,nan
94,1.01883,nan
95,0.996678,nan
96,0.978198,nan
97,0.979941,nan
98,0.979584,nan
99,0.984226,nan
100,0.988455,nan
101,0.976465,nan
102,1.00679,nan
103,1.05588,nan
104,1.06122,nan
105,1.05294,nan
106,1.05528,nan
107,1.04511,nan
108,1.03469,nan
109,1.03547,nan
110,1.02308,nan
111,1.01587,nan
112,1.01784,nan
113,0.992671,nan
114,0.971188,nan
115,0.986013,nan
116,1.00186,nan
117,1.0121,nan
118,1.01395,nan
119,1.01498,nan
120,1.01554,nan
121,1.01946,nan
122,1.02256,nan
123,1.02563,nan
124,1.02589,nan
125,1.01496,nan
126,1.00784,nan
127,1.02266,nan
128,1.04621,nan
129,1.04012,nan
130,1.01774,nan
131,1.00407,nan
132,1.00788,nan
133,0.994802,nan
134,0.985936,nan
135,1.02465,nan
136,1.05029,nan
137,1.0608,nan
138,1.06521,nan
139,1.06149,nan
140,1.03935,nan
141,1.01803,nan
142,1.0085,nan
143,1.00555,nan
144,1.00357,nan
145,0.995424,nan
146,0.986011,nan
147,0.991891,nan
148,1.00504,nan
149,1.0343,nan
150,1.06156,nan
151,1.08249,nan
152,1.0933,nan
153,1.0966,nan
154,1.09602,nan
155,1.09106,nan
156,1.08171,nan
157,1.07399,nan
158,1.06922,nan
159,1.07654,nan
160,1.08651,nan
161,1.07383,nan
162,1.05232,nan
163,1.03811,nan
164,1.0142,nan
165,0.995787,nan
166,0.985954,nan
167,0.995839,nan
168,0.996127,nan
169,0.992213,nan
170,0.979819,nan
171,0.969026,nan
172,0.963066,nan
173,0.964958,nan
174,0.977491,nan
175,1.00893,nan
176,1.013,nan
177,0.985916,nan
178,0.939478,nan
179,0.873357,nan
180,0.857407,nan
181,0.858968,nan
182,0.860778,nan
183,0.858363,nan
184,0.860387,nan
185,0.85878,nan
186,0.855326,nan
187,0.859334,nan
188,0.860361,nan
189,0.859263,nan
190,0.857962,nan
191,0.85978,nan
192,nan,nan
193,nan,nan
194,nan,nan
195,nan,nan
196,nan,nan
197,nan,nan
198,nan,nan
199,nan,nan
200,nan,nan
201,nan,nan
202,nan,nan
203,nan,nan
204,nan,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
