day,chau_z,chau_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,0.056,0
17,0,0
18,0,0
18.3,0.08,0
19,0.096,0
20,0.134,0
21,0.121,0
22,0.141,0
23,0.132,0
24,0.146,0
25,0.145,0
26,0.14,0
27,0.135,0
28,0.13,0
29,0.126,0
30,0.13,0
31,0.129,0
32,0.125,0
33,0.133,0
34,0.19,0
35,0.233,0
36,0.248,0
36.7,0.27,0
37,0.318,0
38,0.466,0
39,0.557,0
40,0.565,0
41,0.679,0
42,0.84,0
43,0.845,0
44,0.9,0
45,0.988,0
46,1.058,0
47,1.107,0
47.1,1.11,0
48,1.11,0
49,1.114,0
50,1.118,0
51,1.123,0.001
52,1.133,0.001
53,1.141,0.001
54,1.132,0.001
55,1.125,0.001
56,1.12,0.001
57,1.117,0.001
58,1.122,0.001
59,1.128,0.001
60,1.142,0.002
61,1.153,0.002
62,1.163,0.002
63,1.168,0.002
64,1.171,0.003
65,1.174,0.003
66,1.176,0.003
67,1.18,0.003
68,1.18,0.003
69,1.18,0.003
70,1.179,0.003
71,1.182,0.003
72,1.189,0.004
73,1.196,0.004
74,1.204,0.004
75,1.212,0.004
76,1.217,0.004
77,1.221,0.004
78,1.227,0.005
79,1.232,0.005
80,1.233,0.005
81,1.232,0.005
82,1.236,0.005
83,1.239,0.005
84,1.239,0.005
85,1.239,0.005
86,1.24,0.005
87,1.242,0.006
88,1.243,0.006
89,1.243,0.006
90,1.243,0.006
91,1.246,0.006
92,1.252,0.006
93,1.254,0.006
94,1.256,0.006
95,1.259,0.007
96,1.261,0.007
97,1.262,0.007
98,1.262,0.007
99,1.26,0.007
100,1.257,0.007
101,1.266,0.007
102,1.278,0.007
103,1.276,0.007
104,1.276,0.007
105,1.282,0.008
106,1.285,0.008
107,1.283,0.008
108,1.28,0.008
109,1.277,0.008
110,1.282,0.008
111,1.292,0.008
112,1.302,0.008
113,1.316,0.009
114,1.331,0.009
115,1.346,0.009
116,1.353,0.009
117,1.357,0.01
118,1.361,0.01
119,1.366,0.01
120,1.37,0.01
121,1.373,0.01
122,1.378,0.01
123,1.382,0.01
124,1.385,0.01
125,1.394,0.011
126,1.409,0.011
127,1.425,0.011
128,1.436,0.011
129,1.444,0.012
130,1.451,0.012
131,1.458,0.012
132,1.461,0.012
133,1.463,0.012
134,1.465,0.012
135,1.467,0.012
136,1.471,0.012
137,1.475,0.013
138,1.476,0.013
139,1.479,0.013
140,1.482,0.013
141,1.486,0.013
142,1.49,0.013
143,1.495,0.013
144,1.499,0.013
145,1.502,0.013
146,1.504,0.014
147,1.507,0.014
148,1.509,0.014
149,1.517,0.014
150,1.528,0.014
151,1.543,0.014
152,1.561,0.015
153,1.58,0.015
154,1.594,0.015
155,1.605,0.015
156,1.614,0.016
157,1.62,0.016
158,1.625,0.016
158.3,1.626,0.016
159,1.628,0.016
160,1.632,0.016
161,1.635,0.016
162,1.642,0.016
163,1.645,0.016
164,1.648,0.016
165,1.652,0.017
166,1.661,0.017
167,1.671,0.017
168,1.684,0.017
169,1.692,0.017
170,1.695,0.017
171,1.698,0.017
172,1.699,0.017
173,1.698,0.018
174,1.697,0.018
175,1.696,0.018
176,1.696,0.018
177,1.698,0.018
178,1.704,0.018
179,1.712,0.018
180,1.721,0.018
181,1.73,0.018
182,1.741,0.019
183,1.751,0.019
184,1.758,0.019
185,1.763,0.019
186,1.764,0.019
187,1.763,0.019
188,1.763,0.019
189,1.762,0.019
190,1.759,0.019
191,1.755,0.019
192,1.752,0.019
193,1.748,0.019
194,nan,nan
195,nan,nan
196,nan,nan
197,nan,nan
198,nan,nan
199,nan,nan
200,nan,nan
201,nan,nan
202,nan,nan
203,nan,nan
204,nan,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
214,nan,nan
215,nan,nan
216,nan,nan
217,nan,nan
218,nan,nan
219,nan,nan
220,nan,nan
221,nan,nan
222,nan,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
