day,chau_z,chau_h
0,0,0
1,0.056,0
1,0,0
2,0,0
2.3,0.08,0
3,0.096,0
4,0.134,0
5,0.121,0
6,0.141,0
7,0.132,0
8,0.146,0
9,0.145,0
10,0.14,0
11,0.135,0
12,0.13,0
13,0.126,0
14,0.13,0
15,0.129,0
16,0.125,0
17,0.133,0
18,0.19,0
19,0.233,0
20,0.248,0
20.7,0.27,0
21,0.318,0
22,0.466,0
23,0.557,0
24,0.565,0
25,0.679,0
26,0.84,0
27,0.845,0
28,0.9,0
29,0.988,0
30,1.058,0
31,1.107,0
31.1,1.11,0
32,1.11,0
33,1.114,0
34,1.118,0
35,1.123,0.001
36,1.133,0.001
37,1.141,0.001
38,1.132,0.001
39,1.125,0.001
40,1.12,0.001
41,1.117,0.001
42,1.122,0.001
43,1.128,0.001
44,1.142,0.002
45,1.153,0.002
46,1.163,0.002
47,1.168,0.002
48,1.171,0.003
49,1.174,0.003
50,1.176,0.003
51,1.18,0.003
52,1.18,0.003
53,1.18,0.003
54,1.179,0.003
55,1.182,0.003
56,1.189,0.004
57,1.196,0.004
58,1.204,0.004
59,1.212,0.004
60,1.217,0.004
61,1.221,0.004
62,1.227,0.005
63,1.232,0.005
64,1.233,0.005
65,1.232,0.005
66,1.236,0.005
67,1.239,0.005
68,1.239,0.005
69,1.239,0.005
70,1.24,0.005
71,1.242,0.006
72,1.243,0.006
73,1.243,0.006
74,1.243,0.006
75,1.246,0.006
76,1.252,0.006
77,1.254,0.006
78,1.256,0.006
79,1.259,0.007
80,1.261,0.007
81,1.262,0.007
82,1.262,0.007
83,1.26,0.007
84,1.257,0.007
85,1.266,0.007
86,1.278,0.007
87,1.276,0.007
88,1.276,0.007
89,1.282,0.008
90,1.285,0.008
91,1.283,0.008
92,1.28,0.008
93,1.277,0.008
94,1.282,0.008
95,1.292,0.008
96,1.302,0.008
97,1.316,0.009
98,1.331,0.009
99,1.346,0.009
100,1.353,0.009
101,1.357,0.01
102,1.361,0.01
103,1.366,0.01
104,1.37,0.01
105,1.373,0.01
106,1.378,0.01
107,1.382,0.01
108,1.385,0.01
109,1.394,0.011
110,1.409,0.011
111,1.425,0.011
112,1.436,0.011
113,1.444,0.012
114,1.451,0.012
115,1.458,0.012
116,1.461,0.012
117,1.463,0.012
118,1.465,0.012
119,1.467,0.012
120,1.471,0.012
121,1.475,0.013
122,1.476,0.013
123,1.479,0.013
124,1.482,0.013
125,1.486,0.013
126,1.49,0.013
127,1.495,0.013
128,1.499,0.013
129,1.502,0.013
130,1.504,0.014
131,1.507,0.014
132,1.509,0.014
133,1.517,0.014
134,1.528,0.014
135,1.543,0.014
136,1.561,0.015
137,1.58,0.015
138,1.594,0.015
139,1.605,0.015
140,1.614,0.016
141,1.62,0.016
142,1.625,0.016
142.3,1.626,0.016
143,1.628,0.016
144,1.632,0.016
145,1.635,0.016
146,1.642,0.016
147,1.645,0.016
148,1.648,0.016
149,1.652,0.017
150,1.661,0.017
151,1.671,0.017
152,1.684,0.017
153,1.692,0.017
154,1.695,0.017
155,1.698,0.017
156,1.699,0.017
157,1.698,0.018
158,1.697,0.018
159,1.696,0.018
160,1.696,0.018
161,1.698,0.018
162,1.704,0.018
163,1.712,0.018
164,1.721,0.018
165,1.73,0.018
166,1.741,0.019
167,1.751,0.019
168,1.758,0.019
169,1.763,0.019
170,1.764,0.019
171,1.763,0.019
172,1.763,0.019
173,1.762,0.019
174,1.759,0.019
175,1.755,0.019
176,1.752,0.019
177,1.748,0.019
