day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,nan,nan
27,nan,nan
28,nan,nan
29,nan,nan
30,nan,nan
31,nan,nan
32,0.21239,nan
33,0.266444,nan
34,0.450518,nan
35,0.489424,nan
36,0.53423,nan
37,0.599715,nan
38,0.646309,nan
39,0.709736,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,nan,nan
52,0.928209,nan
53,0.925274,nan
54,nan,nan
55,nan,nan
56,nan,nan
57,nan,nan
58,nan,nan
59,nan,nan
60,nan,nan
61,nan,nan
62,nan,nan
63,nan,nan
64,nan,nan
65,nan,nan
66,nan,nan
67,nan,nan
68,nan,nan
69,nan,nan
70,nan,nan
71,nan,nan
72,nan,nan
73,0.886512,nan
74,0.889539,nan
75,0.895777,nan
76,0.899006,nan
77,0.908562,nan
78,0.915316,nan
79,0.928253,nan
80,0.940086,nan
81,0.941556,nan
82,0.933848,nan
83,0.928933,nan
84,0.926126,nan
85,0.924708,nan
86,0.923384,nan
87,0.923616,nan
88,0.928618,nan
89,0.922179,nan
90,0.921242,nan
91,0.921527,nan
92,0.920932,nan
93,0.920912,nan
94,0.919264,nan
95,0.917269,nan
96,0.92129,nan
97,0.925064,nan
98,0.935986,nan
99,0.962973,nan
100,0.984762,nan
101,0.989579,nan
102,0.979546,nan
103,0.972691,nan
104,0.968722,nan
105,0.967244,nan
106,0.980685,nan
107,1.00356,nan
108,1.01759,nan
109,1.02757,nan
110,1.03264,nan
111,1.03378,nan
112,1.02836,nan
113,1.01712,nan
114,1.00753,nan
115,0.999641,nan
116,0.995771,nan
117,0.993478,nan
118,0.996028,nan
119,0.995945,nan
120,0.993227,nan
121,0.998046,nan
122,1.00702,nan
123,1.0139,nan
124,1.01859,nan
125,1.02591,nan
126,1.0354,nan
127,1.0428,nan
128,1.04374,nan
129,1.03694,nan
130,1.03026,nan
131,1.03179,nan
132,1.04125,nan
133,1.06251,nan
134,1.08562,nan
135,1.09762,nan
136,1.10897,nan
137,1.11657,nan
138,1.11672,nan
139,1.10784,nan
140,1.09927,nan
141,1.0878,nan
142,1.07523,nan
143,1.05231,nan
144,1.03587,nan
145,1.0223,nan
146,1.01535,nan
147,1.01072,nan
148,1.00979,nan
149,1.0177,nan
150,1.02474,nan
151,1.02723,nan
152,1.02942,nan
153,1.03284,nan
154,1.03721,nan
155,1.04456,nan
156,1.0461,nan
157,1.04869,nan
158,1.05894,nan
159,1.0772,nan
160,1.09723,nan
161,1.11067,nan
162,1.11441,nan
163,1.11658,nan
164,1.11446,nan
165,1.10843,nan
166,1.10398,nan
167,1.08121,nan
168,1.06828,nan
169,1.05577,nan
170,1.04442,nan
171,1.03783,nan
172,1.03974,nan
173,1.04011,nan
174,1.03846,nan
175,1.03919,nan
176,1.04159,nan
177,1.04324,nan
178,1.05258,nan
179,1.03211,nan
180,1.01357,nan
181,1.0036,nan
182,0.994055,nan
183,0.991529,nan
184,0.984739,nan
185,0.981265,nan
186,0.974773,nan
187,0.975991,nan
188,0.970153,nan
189,0.967594,nan
190,0.962955,nan
191,0.959088,nan
192,0.963504,nan
193,0.966648,nan
194,0.955719,nan
195,0.954448,nan
196,0.953474,nan
197,0.953685,nan
198,0.950088,nan
199,0.948403,nan
200,0.948687,nan
201,0.946664,nan
202,0.94327,nan
203,0.945673,nan
204,0.938346,nan
205,0.928196,nan
206,0.919622,nan
207,0.9196,nan
208,0.918476,nan
209,0.912872,nan
210,0.908597,nan
211,nan,nan
212,nan,nan
213,nan,nan
214,nan,nan
215,nan,nan
216,nan,nan
217,nan,nan
218,nan,nan
219,nan,nan
220,nan,nan
221,nan,nan
222,nan,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
