day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,0.0307023,nan
24,0.0573779,nan
25,0.0487822,nan
26,0.049722,nan
27,0.138478,nan
28,0.217687,nan
29,0.421546,nan
30,0.461382,nan
31,0.415646,nan
32,0.42172,nan
33,0.322438,nan
34,0.348909,nan
35,0.295494,nan
36,0.275484,nan
37,0.416436,nan
38,0.451773,nan
39,nan,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,0.566594,nan
52,0.630631,nan
53,0.667437,nan
54,0.726866,nan
55,0.817427,nan
56,0.828741,nan
57,0.816912,nan
58,0.810532,nan
59,0.840767,nan
60,0.873487,nan
61,0.852775,nan
62,0.799838,nan
63,0.77327,nan
64,0.777082,nan
65,0.75952,nan
66,0.764048,nan
67,0.806825,nan
68,0.860112,nan
69,0.88931,nan
70,0.895414,nan
71,0.891173,nan
72,0.884154,nan
73,0.876218,nan
74,0.91216,nan
75,0.963096,nan
76,1.00361,nan
77,1.04144,nan
78,1.06688,nan
79,1.07581,nan
80,1.07925,nan
81,1.08184,nan
82,1.08466,nan
83,1.0851,nan
84,1.08525,nan
85,1.08637,nan
86,1.08051,nan
87,1.08478,nan
88,1.08484,nan
89,1.08087,nan
90,1.07955,nan
91,1.0788,nan
92,1.07794,nan
93,1.07464,nan
94,1.08163,nan
95,1.0824,nan
96,1.07924,nan
97,1.07835,nan
98,1.06953,nan
99,1.05719,nan
100,1.04345,nan
101,1.04099,nan
102,1.03028,nan
103,1.00654,nan
104,1.01232,nan
105,1.01368,nan
106,1.01589,nan
107,1.03447,nan
108,1.04579,nan
109,1.05848,nan
110,1.07339,nan
111,1.08239,nan
112,1.09865,nan
113,1.10902,nan
114,1.11777,nan
115,1.12425,nan
116,1.13398,nan
117,1.15072,nan
118,1.16187,nan
119,1.18369,nan
120,1.19938,nan
121,1.21601,nan
122,1.22503,nan
123,1.23858,nan
124,1.25385,nan
125,1.26379,nan
126,1.27291,nan
127,1.27457,nan
128,1.27845,nan
129,1.28619,nan
130,1.29091,nan
131,1.29789,nan
132,1.30082,nan
133,1.30501,nan
134,1.29829,nan
135,1.30005,nan
136,1.29404,nan
137,1.29216,nan
138,1.28679,nan
139,1.27884,nan
140,1.27627,nan
141,1.26343,nan
142,1.26178,nan
143,nan,nan
144,nan,nan
145,1.26058,nan
146,1.26142,nan
147,1.25022,nan
148,1.2441,nan
149,1.25142,nan
150,1.24097,nan
151,1.22976,nan
152,1.24377,nan
153,1.23768,nan
154,1.24044,nan
155,1.24177,nan
156,1.2511,nan
157,1.26168,nan
158,1.26773,nan
159,1.28471,nan
160,1.30426,nan
161,1.30851,nan
162,1.31614,nan
163,1.32228,nan
164,1.32538,nan
165,1.33733,nan
166,1.34466,nan
167,1.34458,nan
168,1.33964,nan
169,1.32652,nan
170,1.33329,nan
171,1.33079,nan
172,1.28913,nan
173,1.16564,nan
174,1.15937,nan
175,1.19004,nan
176,1.18831,nan
177,1.20369,nan
178,1.21412,nan
179,1.19756,nan
180,1.15288,nan
181,1.15224,nan
182,1.13723,nan
183,1.15436,nan
184,1.14474,nan
185,1.14565,nan
186,1.14864,nan
187,1.15042,nan
188,1.1573,nan
189,1.14533,nan
190,1.16275,nan
191,1.17245,nan
192,1.18954,nan
193,1.19231,nan
194,1.18726,nan
195,1.18274,nan
196,1.17926,nan
197,1.17124,nan
198,1.16173,nan
199,1.14932,nan
200,1.14367,nan
201,1.14211,nan
202,1.13282,nan
203,1.10871,nan
204,1.11724,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
214,nan,nan
215,nan,nan
216,nan,nan
217,nan,nan
218,nan,nan
219,nan,nan
220,nan,nan
221,nan,nan
222,nan,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
