day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,0.0471745,nan
6,0.150038,nan
7,0.151511,nan
8,0.207314,nan
9,0.214739,nan
10,0.221045,nan
11,0.223437,nan
12,0.223339,nan
13,0.221801,nan
14,0.221851,nan
15,0.227955,nan
16,0.229432,nan
17,0.227773,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,0.0624143,nan
27,0.166798,nan
28,0.205229,nan
29,0.224401,nan
30,0.230832,nan
31,0.234735,nan
32,0.242336,nan
33,0.302963,nan
34,0.426451,nan
35,0.487704,nan
36,0.60101,nan
37,0.741529,nan
38,0.793787,nan
39,0.8265,nan
40,0.856307,nan
41,0.875782,nan
42,0.888011,nan
43,0.896679,nan
44,0.895229,nan
45,0.888915,nan
46,0.896682,nan
47,0.903473,nan
48,0.905741,nan
49,0.900995,nan
50,0.893915,nan
51,0.876856,nan
52,0.87715,nan
53,0.886367,nan
54,0.86832,nan
55,0.854542,nan
56,0.84892,nan
57,0.844619,nan
58,0.842535,nan
59,0.843673,nan
60,0.847379,nan
61,0.857531,nan
62,0.875071,nan
63,0.888267,nan
64,0.89874,nan
65,0.900768,nan
66,0.901313,nan
67,0.905253,nan
68,0.90804,nan
69,0.918899,nan
70,0.930972,nan
71,0.935906,nan
72,0.938124,nan
73,0.929245,nan
74,0.921915,nan
75,0.916799,nan
76,0.910624,nan
77,0.908337,nan
78,0.928994,nan
79,0.951237,nan
80,0.971119,nan
81,0.989409,nan
82,0.989375,nan
83,0.97405,nan
84,0.961419,nan
85,0.964553,nan
86,0.976653,nan
87,0.981416,nan
88,0.981338,nan
89,0.988129,nan
90,1.00143,nan
91,0.99727,nan
92,0.981644,nan
93,0.969185,nan
94,0.961606,nan
95,0.940816,nan
96,0.923901,nan
97,0.926192,nan
98,0.925649,nan
99,0.927945,nan
100,0.931722,nan
101,0.920417,nan
102,0.94658,nan
103,0.997049,nan
104,1.00756,nan
105,0.999525,nan
106,1.00175,nan
107,0.99261,nan
108,0.981095,nan
109,0.981486,nan
110,0.97029,nan
111,0.961575,nan
112,0.96312,nan
113,0.941487,nan
114,0.920427,nan
115,0.93036,nan
116,0.94466,nan
117,0.955421,nan
118,0.957749,nan
119,0.959061,nan
120,0.960527,nan
121,0.964064,nan
122,0.968979,nan
123,0.972082,nan
124,0.973765,nan
125,0.963669,nan
126,0.955668,nan
127,0.967867,nan
128,0.993637,nan
129,0.990864,nan
130,0.968248,nan
131,0.95297,nan
132,0.954929,nan
133,0.943937,nan
134,0.933871,nan
135,0.969952,nan
136,0.999001,nan
137,1.01253,nan
138,1.01733,nan
139,1.01348,nan
140,0.990358,nan
141,0.967949,nan
142,0.957151,nan
143,0.952357,nan
144,0.9512,nan
145,0.944054,nan
146,0.935319,nan
147,0.940157,nan
148,0.952987,nan
149,0.981724,nan
150,1.01108,nan
151,1.03506,nan
152,1.04712,nan
153,1.05084,nan
154,1.05021,nan
155,1.04551,nan
156,1.03577,nan
157,1.02721,nan
158,1.02205,nan
159,1.02921,nan
160,1.0394,nan
161,1.02815,nan
162,1.00407,nan
163,0.986849,nan
164,0.958201,nan
165,0.929097,nan
166,0.90733,nan
167,0.901426,nan
168,0.911125,nan
169,0.91637,nan
170,0.913475,nan
171,0.900682,nan
172,0.893932,nan
173,0.901602,nan
174,0.917852,nan
175,0.957418,nan
176,0.97092,nan
177,0.953852,nan
178,0.920763,nan
179,0.892881,nan
180,0.865913,nan
181,0.858321,nan
182,0.854401,nan
183,0.84836,nan
184,0.847382,nan
185,0.844474,nan
186,0.839455,nan
187,0.841866,nan
188,0.846773,nan
189,0.857686,nan
190,0.824279,nan
191,0.807081,nan
192,nan,nan
193,nan,nan
194,nan,nan
195,nan,nan
196,nan,nan
197,nan,nan
198,nan,nan
199,nan,nan
200,nan,nan
201,nan,nan
202,nan,nan
203,nan,nan
204,nan,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
