day,chau_z,chau_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,0.056,0
17,0,0
18,0,0
18.3,0.08,0
19,0.095,0
20,0.129,0
21,0.118,0
22,0.136,0
23,0.129,0
24,0.142,0
25,0.141,0
26,0.137,0
27,0.133,0
28,0.13,0
29,0.126,0
30,0.13,0
31,0.13,0
32,0.126,0
33,0.133,0
34,0.184,0
35,0.224,0
36,0.239,0
37,0.269,0
37.9,0.31,0
38,0.345,0
39,0.492,0
40,0.506,0
41,0.641,0
42,0.813,0
43,0.819,0
44,0.877,0
45,0.967,0
46,1.038,0
47,1.087,0
48,1.12,0
49,1.173,0
50,1.218,0
51,1.267,0
52,1.338,0
53,1.397,0
54,1.376,0
55,1.367,0
56,1.366,0
57,1.375,0
58,1.416,0
59,1.461,0
60,1.533,0
61,1.595,0
62,1.645,0
63,1.679,0
64,1.704,0
65,1.72,0
66,1.731,0
67,1.744,0
68,1.751,0
69,1.757,0
70,1.762,0
71,1.775,0
72,1.794,0
73,1.813,0
74,1.835,0
75,1.855,0
76,1.869,0
77,1.882,0
78,1.899,0
79,1.913,0
80,1.921,0
81,1.924,0
82,1.936,0
83,1.946,0
84,1.952,0
85,1.957,0
86,1.963,0
87,1.971,0
88,1.977,0
89,1.983,0
90,1.988,0
91,1.997,0
92,2.013,0
93,2.022,0
94,2.028,0
95,2.038,0
96,2.046,0
97,2.053,0
98,2.056,0
99,2.057,0
100,2.057,0
101,2.076,0
102,2.101,0
103,2.101,0
104,2.105,0
105,2.119,0
105.1,2.12,0
106,2.12,0
107,2.12,0
108,2.12,0
109,2.119,0
109.1,2.12,0
110,2.12,0
111,2.12,0
112,2.121,0.001
113,2.123,0.001
114,2.125,0.001
115,2.126,0.002
116,2.127,0.002
117,2.127,0.002
118,2.127,0.002
119,2.127,0.002
120,2.127,0.002
121,2.127,0.002
122,2.127,0.003
123,2.127,0.003
124,2.127,0.003
125,2.128,0.003
126,2.13,0.003
127,2.132,0.004
128,2.133,0.004
129,2.134,0.004
130,2.134,0.005
131,2.135,0.005
132,2.135,0.005
133,2.135,0.005
134,2.134,0.005
135,2.134,0.005
136,2.134,0.005
137,2.134,0.005
138,2.134,0.005
139,2.133,0.006
140,2.133,0.006
141,2.133,0.006
142,2.133,0.006
143,2.134,0.006
144,2.134,0.006
145,2.134,0.006
146,2.133,0.007
147,2.133,0.007
148,2.133,0.007
149,2.134,0.007
150,2.135,0.007
151,2.137,0.008
152,2.14,0.008
153,2.143,0.008
154,2.145,0.009
155,2.146,0.009
156,2.147,0.009
157,2.148,0.009
158,2.148,0.01
159,2.148,0.01
160,2.148,0.01
161,2.148,0.01
162,2.149,0.01
163,2.149,0.01
164,2.149,0.01
165,2.149,0.011
166,2.15,0.011
167,2.152,0.011
168,2.153,0.011
169,2.154,0.012
170,2.154,0.012
171,2.154,0.012
172,2.154,0.012
173,2.153,0.012
174,2.153,0.012
175,2.152,0.012
176,2.151,0.012
177,2.151,0.012
178,2.152,0.012
179,2.153,0.013
180,2.154,0.013
181,2.155,0.013
182,2.157,0.013
183,2.158,0.014
184,2.159,0.014
185,2.159,0.014
186,2.159,0.014
187,2.158,0.014
188,2.158,0.014
189,2.157,0.014
190,2.156,0.014
191,2.155,0.014
192,2.154,0.014
193,2.152,0.014
194,nan,nan
195,nan,nan
196,nan,nan
197,nan,nan
198,nan,nan
199,nan,nan
200,nan,nan
201,nan,nan
202,nan,nan
203,nan,nan
204,nan,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
214,nan,nan
215,nan,nan
216,nan,nan
217,nan,nan
218,nan,nan
219,nan,nan
220,nan,nan
221,nan,nan
222,nan,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
