day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,0.0438106,nan
6,0.123524,nan
7,0.0631616,nan
8,0.11368,nan
9,0.0883492,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,0.016854,nan
14,0.0723472,nan
15,0.133202,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,0.089091,nan
27,0.214483,nan
28,0.24294,nan
29,0.246216,nan
30,0.244896,nan
31,0.237481,nan
32,0.265165,nan
33,0.33327,nan
34,0.455614,nan
35,0.592066,nan
36,0.654495,nan
37,0.702156,nan
38,0.793427,nan
39,0.838966,nan
40,0.86075,nan
41,0.871449,nan
42,0.879079,nan
43,0.883515,nan
44,0.871915,nan
45,0.857089,nan
46,0.872406,nan
47,0.885934,nan
48,0.889433,nan
49,0.878327,nan
50,0.860224,nan
51,0.820523,nan
52,0.829987,nan
53,0.849707,nan
54,0.811886,nan
55,0.785468,nan
56,0.774846,nan
57,0.765964,nan
58,0.758525,nan
59,0.75788,nan
60,0.762647,nan
61,0.769511,nan
62,0.775381,nan
63,0.789449,nan
64,0.81411,nan
65,0.817309,nan
66,0.820121,nan
67,0.83665,nan
68,0.847583,nan
69,0.874309,nan
70,0.900208,nan
71,0.915242,nan
72,0.9299,nan
73,0.930907,nan
74,0.931313,nan
75,0.930992,nan
76,0.925014,nan
77,0.921989,nan
78,0.954188,nan
79,0.985214,nan
80,1.01642,nan
81,1.04561,nan
82,1.06723,nan
83,1.07461,nan
84,1.07725,nan
85,1.07705,nan
86,1.07927,nan
87,1.08379,nan
88,1.09006,nan
89,1.09353,nan
90,1.09512,nan
91,1.09651,nan
92,1.09697,nan
93,1.10207,nan
94,1.09671,nan
95,1.09779,nan
96,1.08279,nan
97,1.0959,nan
98,1.09636,nan
99,1.08875,nan
100,1.08646,nan
101,1.09365,nan
102,1.10335,nan
103,1.09655,nan
104,1.109,nan
105,1.11631,nan
106,1.11247,nan
107,1.12002,nan
108,1.12353,nan
109,1.12223,nan
110,1.12568,nan
111,1.1242,nan
112,1.12324,nan
113,1.11811,nan
114,1.11049,nan
115,1.12093,nan
116,1.11836,nan
117,1.11912,nan
118,1.11897,nan
119,1.12146,nan
120,1.12322,nan
121,1.1223,nan
122,1.12674,nan
123,1.12655,nan
124,1.12849,nan
125,1.12813,nan
126,1.13617,nan
127,1.13676,nan
128,1.13335,nan
129,1.13826,nan
130,1.13997,nan
131,1.13681,nan
132,1.12722,nan
133,1.13167,nan
134,1.13979,nan
135,1.13995,nan
136,1.14602,nan
137,1.15787,nan
138,1.16037,nan
139,1.15902,nan
140,1.15796,nan
141,1.1598,nan
142,1.15996,nan
143,1.15028,nan
144,1.14782,nan
145,1.14768,nan
146,1.14246,nan
147,1.15044,nan
148,1.16493,nan
149,1.17136,nan
150,1.17596,nan
151,1.20272,nan
152,1.21279,nan
153,1.22649,nan
154,1.2324,nan
155,1.23999,nan
156,1.23573,nan
157,1.22862,nan
158,1.22946,nan
159,1.23135,nan
160,1.22356,nan
161,1.24064,nan
162,1.23704,nan
163,1.22292,nan
164,1.21417,nan
165,1.19927,nan
166,1.20201,nan
167,1.18311,nan
168,1.18536,nan
169,1.17515,nan
170,1.18101,nan
171,1.17963,nan
172,1.18153,nan
173,1.18236,nan
174,1.18264,nan
175,1.17732,nan
176,1.17552,nan
177,1.18472,nan
178,1.18962,nan
179,1.18185,nan
180,1.12683,nan
181,1.12511,nan
182,1.13165,nan
183,1.12021,nan
184,1.1326,nan
185,1.13174,nan
186,1.11839,nan
187,1.14159,nan
188,1.14577,nan
189,1.13013,nan
190,1.12549,nan
191,1.11497,nan
192,nan,nan
193,nan,nan
194,nan,nan
195,nan,nan
196,nan,nan
197,nan,nan
198,nan,nan
199,nan,nan
200,nan,nan
201,nan,nan
202,nan,nan
203,nan,nan
204,nan,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
