day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,0.0757827,nan
24,0.174892,nan
25,0.171447,nan
26,0.205327,nan
27,0.386412,nan
28,0.544065,nan
29,0.638764,nan
30,0.753737,nan
31,0.756551,nan
32,0.757538,nan
33,0.621689,nan
34,0.697801,nan
35,0.597611,nan
36,0.639515,nan
37,0.775459,nan
38,0.834441,nan
39,nan,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,0.949625,nan
52,1.17717,nan
53,1.25372,nan
54,1.30631,nan
55,1.36695,nan
56,1.41029,nan
57,1.41997,nan
58,1.43739,nan
59,1.45258,nan
60,1.56246,nan
61,1.59595,nan
62,1.53839,nan
63,1.45876,nan
64,1.42593,nan
65,1.42886,nan
66,1.42187,nan
67,1.45982,nan
68,1.47167,nan
69,1.48299,nan
70,1.48359,nan
71,1.4904,nan
72,1.47548,nan
73,1.4876,nan
74,1.52756,nan
75,1.56002,nan
76,1.58135,nan
77,1.62869,nan
78,1.67792,nan
79,1.69575,nan
80,1.7048,nan
81,1.70914,nan
82,1.71382,nan
83,1.71599,nan
84,1.7151,nan
85,1.71672,nan
86,1.71999,nan
87,1.71909,nan
88,1.71817,nan
89,1.71651,nan
90,1.71599,nan
91,1.71318,nan
92,1.70863,nan
93,1.71836,nan
94,1.72204,nan
95,1.72497,nan
96,1.72599,nan
97,1.71683,nan
98,1.7097,nan
99,1.70594,nan
100,1.69812,nan
101,1.68495,nan
102,1.6676,nan
103,1.66633,nan
104,1.64668,nan
105,1.64348,nan
106,1.63912,nan
107,1.6426,nan
108,1.6497,nan
109,1.66549,nan
110,1.68947,nan
111,1.71714,nan
112,1.73932,nan
113,1.76088,nan
114,1.77556,nan
115,1.78821,nan
116,1.80939,nan
117,1.8447,nan
118,1.86907,nan
119,1.90469,nan
120,1.9231,nan
121,1.93874,nan
122,1.94687,nan
123,1.95252,nan
124,1.96148,nan
125,1.97028,nan
126,1.98052,nan
127,1.98745,nan
128,1.99451,nan
129,2.01484,nan
130,2.02476,nan
131,2.03879,nan
132,2.0481,nan
133,2.07623,nan
134,2.09299,nan
135,2.10639,nan
136,2.11765,nan
137,2.12252,nan
138,2.13048,nan
139,2.1405,nan
140,2.15308,nan
141,2.14471,nan
142,2.1495,nan
143,nan,nan
144,nan,nan
145,2.1591,nan
146,2.15979,nan
147,2.1618,nan
148,2.15906,nan
149,2.15562,nan
150,2.16313,nan
151,2.1743,nan
152,2.16133,nan
153,2.15604,nan
154,2.15616,nan
155,2.15756,nan
156,2.1762,nan
157,2.1813,nan
158,2.15394,nan
159,2.15629,nan
160,2.16677,nan
161,2.1678,nan
162,2.18534,nan
163,2.18545,nan
164,2.17953,nan
165,2.19285,nan
166,2.20174,nan
167,2.20105,nan
168,2.19877,nan
169,2.20922,nan
170,2.21427,nan
171,2.22263,nan
172,2.22647,nan
173,2.23076,nan
174,2.22817,nan
175,2.23818,nan
176,2.24151,nan
177,2.23976,nan
178,2.23444,nan
179,2.22628,nan
180,2.22162,nan
181,2.23134,nan
182,2.23691,nan
183,2.22553,nan
184,2.21242,nan
185,2.20767,nan
186,2.20729,nan
187,2.20051,nan
188,2.20185,nan
189,2.20488,nan
190,2.2008,nan
191,2.2054,nan
192,2.21254,nan
193,2.20786,nan
194,2.19363,nan
195,2.18719,nan
196,2.18305,nan
197,2.17937,nan
198,2.1664,nan
199,2.15728,nan
200,2.16103,nan
201,2.15025,nan
202,2.14479,nan
203,2.11723,nan
204,2.12926,nan
205,2.1288,nan
206,2.11315,nan
207,2.09864,nan
208,2.08032,nan
209,2.07,nan
210,2.07022,nan
211,2.0376,nan
212,2.02774,nan
213,2.04353,nan
214,2.05462,nan
215,2.04267,nan
216,2.03876,nan
217,2.0256,nan
218,2.01539,nan
219,2.01383,nan
220,1.9861,nan
221,1.97442,nan
222,1.96608,nan
223,1.98569,nan
224,2.00665,nan
225,1.9894,nan
226,1.95431,nan
227,1.92262,nan
228,1.95233,nan
229,1.96179,nan
230,1.90208,nan
231,1.91848,nan
232,1.92735,nan
233,1.85665,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
