day,site_z,site_h
0,0,0
1,0.0652093,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,0.307577,nan
6,0.396212,nan
7,0.396921,nan
8,0.477837,nan
9,0.412007,nan
10,0.305701,nan
11,0.340702,nan
12,nan,nan
13,0.257353,nan
14,0.402691,nan
15,0.455859,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,0.107905,nan
27,0.198989,nan
28,0.183081,nan
29,0.134492,nan
30,0.0974966,nan
31,0.0596476,nan
32,0.216321,nan
33,0.352531,nan
34,0.471026,nan
35,0.603482,nan
36,0.714693,nan
37,0.765726,nan
38,0.796366,nan
39,1.27538,nan
40,1.29986,nan
41,1.31162,nan
42,1.32001,nan
43,1.3062,nan
44,1.30639,nan
45,1.30705,nan
46,1.32145,nan
47,1.33352,nan
48,1.3319,nan
49,1.32287,nan
50,1.30302,nan
51,1.29789,nan
52,1.26709,nan
53,1.26328,nan
54,1.26378,nan
55,1.25633,nan
56,1.25231,nan
57,1.25364,nan
58,1.25758,nan
59,1.25718,nan
60,1.28589,nan
61,1.27314,nan
62,1.26973,nan
63,1.27216,nan
64,1.27065,nan
65,1.27129,nan
66,1.27005,nan
67,1.27624,nan
68,1.28649,nan
69,1.29787,nan
70,1.30563,nan
71,1.31904,nan
72,1.29929,nan
73,1.29848,nan
74,1.29536,nan
75,1.29076,nan
76,1.29311,nan
77,1.31445,nan
78,1.33167,nan
79,1.37455,nan
80,1.41938,nan
81,1.44398,nan
82,1.45719,nan
83,1.44838,nan
84,1.46935,nan
85,1.46196,nan
86,1.48028,nan
87,1.50211,nan
88,1.53763,nan
89,1.54616,nan
90,1.54409,nan
91,1.55195,nan
92,1.57086,nan
93,1.53257,nan
94,1.50175,nan
95,1.51996,nan
96,1.573,nan
97,1.4973,nan
98,1.50432,nan
99,1.47218,nan
100,1.47404,nan
101,1.52922,nan
102,1.63951,nan
103,1.56676,nan
104,1.59864,nan
105,1.61355,nan
106,1.59676,nan
107,1.60608,nan
108,1.61232,nan
109,1.59827,nan
110,1.62185,nan
111,1.62622,nan
112,1.59207,nan
113,1.63152,nan
114,1.66544,nan
115,1.55683,nan
116,1.58857,nan
117,1.58565,nan
118,1.59315,nan
119,1.60088,nan
120,1.61656,nan
121,1.5992,nan
122,1.6235,nan
123,1.62405,nan
124,1.61853,nan
125,1.63523,nan
126,1.66486,nan
127,1.66286,nan
128,1.64672,nan
129,1.64455,nan
130,1.65139,nan
131,1.66319,nan
132,1.65201,nan
133,1.66212,nan
134,1.69015,nan
135,1.68066,nan
136,1.68036,nan
137,1.70262,nan
138,1.67432,nan
139,1.68116,nan
140,1.6894,nan
141,1.69578,nan
142,1.70854,nan
143,1.70337,nan
144,1.69462,nan
145,1.69104,nan
146,1.71104,nan
147,1.70993,nan
148,1.7501,nan
149,1.7519,nan
150,1.75191,nan
151,1.76412,nan
152,1.74791,nan
153,1.75874,nan
154,1.77149,nan
155,1.79012,nan
156,1.79834,nan
157,1.79941,nan
158,1.81841,nan
159,1.82742,nan
160,1.81873,nan
161,1.83695,nan
162,1.84086,nan
163,1.82573,nan
164,1.83146,nan
165,1.84549,nan
166,1.82014,nan
167,1.80063,nan
168,1.80457,nan
169,1.79691,nan
170,1.80954,nan
171,1.81114,nan
172,1.81101,nan
173,1.81169,nan
174,1.81676,nan
175,1.81242,nan
176,1.8165,nan
177,1.83225,nan
178,1.81948,nan
179,1.80383,nan
180,1.81601,nan
181,1.7875,nan
182,1.76077,nan
183,1.77373,nan
184,1.74084,nan
185,1.7557,nan
186,1.79603,nan
187,1.77072,nan
188,1.75677,nan
189,1.71356,nan
190,1.73219,nan
191,1.72688,nan
192,nan,nan
193,nan,nan
194,nan,nan
195,nan,nan
196,nan,nan
197,nan,nan
198,nan,nan
199,nan,nan
200,nan,nan
201,nan,nan
202,nan,nan
203,nan,nan
204,nan,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
