day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,nan,nan
27,nan,nan
28,0.124741,nan
29,0.250696,nan
30,0.520919,nan
31,0.620085,nan
32,0.605489,nan
33,0.581146,nan
34,0.564516,nan
35,0.553303,nan
36,0.499637,nan
37,0.449216,nan
38,0.567103,nan
39,0.63382,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,nan,nan
52,0.741159,nan
53,0.790374,nan
54,0.820372,nan
55,0.860664,nan
56,0.993025,nan
57,1.00575,nan
58,0.990553,nan
59,0.985584,nan
60,1.02522,nan
61,1.07053,nan
62,1.07548,nan
63,0.986663,nan
64,0.931699,nan
65,0.919857,nan
66,0.903481,nan
67,0.911407,nan
68,0.950757,nan
69,1.01421,nan
70,1.06867,nan
71,1.09052,nan
72,1.08701,nan
73,1.08561,nan
74,1.08484,nan
75,1.13182,nan
76,1.18974,nan
77,1.22708,nan
78,1.28451,nan
79,1.36095,nan
80,1.39312,nan
81,1.404,nan
82,1.40981,nan
83,1.409,nan
84,1.40426,nan
85,1.40482,nan
86,1.40903,nan
87,1.40527,nan
88,1.40777,nan
89,1.39175,nan
90,1.37433,nan
91,1.36919,nan
92,1.38002,nan
93,1.39706,nan
94,1.3996,nan
95,1.41571,nan
96,1.40809,nan
97,1.39887,nan
98,1.31736,nan
99,1.28397,nan
100,1.27669,nan
101,1.26699,nan
102,1.2707,nan
103,1.26752,nan
104,1.24301,nan
105,1.26731,nan
106,1.26311,nan
107,1.25195,nan
108,1.30742,nan
109,1.34158,nan
110,1.38744,nan
111,1.43311,nan
112,1.44832,nan
113,1.45898,nan
114,1.46292,nan
115,1.47998,nan
116,1.52033,nan
117,1.55986,nan
118,1.58512,nan
119,1.60447,nan
120,1.62287,nan
121,1.64517,nan
122,1.69915,nan
123,1.73823,nan
124,1.76125,nan
125,1.78168,nan
126,1.79825,nan
127,1.81409,nan
128,1.82377,nan
129,1.83416,nan
130,1.84524,nan
131,1.85511,nan
132,1.86625,nan
133,1.87315,nan
134,1.88279,nan
135,1.88166,nan
136,1.88785,nan
137,1.88615,nan
138,1.88783,nan
139,1.88747,nan
140,1.88271,nan
141,1.88273,nan
142,1.87288,nan
143,1.86928,nan
144,nan,nan
145,nan,nan
146,1.86836,nan
147,1.86893,nan
148,1.85276,nan
149,1.84543,nan
150,1.85928,nan
151,1.84227,nan
152,1.82478,nan
153,1.8441,nan
154,1.8376,nan
155,1.84064,nan
156,1.84004,nan
157,1.84456,nan
158,1.84874,nan
159,1.85399,nan
160,1.866,nan
161,1.88562,nan
162,1.89348,nan
163,1.89897,nan
164,1.90506,nan
165,1.90817,nan
166,1.91858,nan
167,1.92454,nan
168,1.92742,nan
169,1.92644,nan
170,1.91591,nan
171,1.9269,nan
172,1.92817,nan
173,1.92077,nan
174,1.92692,nan
175,1.9146,nan
176,1.91444,nan
177,1.89608,nan
178,1.8966,nan
179,1.89225,nan
180,1.89688,nan
181,1.85034,nan
182,1.24182,nan
183,1.1487,nan
184,1.44124,nan
185,1.35443,nan
186,1.36796,nan
187,1.34414,nan
188,1.31238,nan
189,1.34711,nan
190,1.1481,nan
191,1.27917,nan
192,1.34625,nan
193,1.51481,nan
194,1.53382,nan
195,1.53278,nan
196,1.56639,nan
197,1.60506,nan
198,1.61692,nan
199,1.6098,nan
200,1.59939,nan
201,1.59183,nan
202,1.58599,nan
203,1.49126,nan
204,1.3033,nan
205,1.49213,nan
206,1.43022,nan
207,1.3509,nan
208,1.36604,nan
209,1.27362,nan
210,1.4348,nan
211,1.49134,nan
212,1.34477,nan
213,1.30754,nan
214,nan,nan
215,nan,nan
216,nan,nan
217,nan,nan
218,nan,nan
219,nan,nan
220,nan,nan
221,nan,nan
222,nan,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
