day,site_z,site_h
0,0,0
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,nan,nan
27,nan,nan
28,nan,nan
29,nan,nan
30,nan,nan
31,nan,nan
32,0.126875,nan
33,0.258115,nan
34,0.439513,nan
35,0.513144,nan
36,0.576522,nan
37,0.623857,nan
38,0.688833,nan
39,0.880301,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,nan,nan
52,1.38629,nan
53,1.38813,nan
54,nan,nan
55,nan,nan
56,nan,nan
57,nan,nan
58,nan,nan
59,nan,nan
60,nan,nan
61,nan,nan
62,nan,nan
63,nan,nan
64,nan,nan
65,nan,nan
66,nan,nan
67,nan,nan
68,nan,nan
69,nan,nan
70,nan,nan
71,nan,nan
72,nan,nan
73,1.36299,nan
74,1.35684,nan
75,1.37792,nan
76,1.39441,nan
77,1.41258,nan
78,1.42784,nan
79,1.4442,nan
80,1.45685,nan
81,1.46916,nan
82,1.48378,nan
83,1.49108,nan
84,1.50877,nan
85,1.53327,nan
86,1.55021,nan
87,1.56223,nan
88,1.57295,nan
89,1.57914,nan
90,1.58196,nan
91,1.58361,nan
92,1.58368,nan
93,1.57767,nan
94,1.57205,nan
95,1.56559,nan
96,1.57276,nan
97,1.58087,nan
98,1.58878,nan
99,1.60987,nan
100,1.65375,nan
101,1.70103,nan
102,1.73244,nan
103,1.75489,nan
104,1.76548,nan
105,1.76187,nan
106,1.75225,nan
107,1.76057,nan
108,1.7848,nan
109,1.80459,nan
110,1.82328,nan
111,1.83754,nan
112,1.84712,nan
113,1.85467,nan
114,1.85134,nan
115,1.84186,nan
116,1.83243,nan
117,1.8212,nan
118,1.816,nan
119,1.80987,nan
120,1.80479,nan
121,1.79578,nan
122,1.79397,nan
123,1.79979,nan
124,1.80586,nan
125,1.80879,nan
126,1.81175,nan
127,1.81841,nan
128,1.82629,nan
129,1.83148,nan
130,1.83706,nan
131,1.83831,nan
132,1.83349,nan
133,1.83668,nan
134,1.8651,nan
135,1.88533,nan
136,1.90314,nan
137,1.92057,nan
138,1.93418,nan
139,1.9377,nan
140,1.93857,nan
141,1.93587,nan
142,1.93041,nan
143,1.92378,nan
144,1.91129,nan
145,1.89393,nan
146,1.87743,nan
147,1.86084,nan
148,1.8519,nan
149,1.84701,nan
150,1.84279,nan
151,1.84185,nan
152,1.84649,nan
153,1.85077,nan
154,1.84904,nan
155,1.85119,nan
156,1.85528,nan
157,1.86167,nan
158,1.86906,nan
159,1.87049,nan
160,1.87556,nan
161,1.89052,nan
162,1.91129,nan
163,1.92347,nan
164,1.93069,nan
165,1.9341,nan
166,1.92896,nan
167,1.93467,nan
168,1.92469,nan
169,1.92048,nan
170,1.91063,nan
171,1.89777,nan
172,1.8878,nan
173,1.87883,nan
174,1.87421,nan
175,1.86801,nan
176,1.86385,nan
177,1.86191,nan
178,1.86163,nan
179,1.72656,nan
180,1.54127,nan
181,1.535,nan
182,1.52353,nan
183,1.53755,nan
184,1.54381,nan
185,1.54321,nan
186,1.52981,nan
187,1.52723,nan
188,1.53111,nan
189,1.53432,nan
190,1.53615,nan
191,1.5245,nan
192,1.51955,nan
193,1.50544,nan
194,nan,nan
195,nan,nan
196,nan,nan
197,nan,nan
198,nan,nan
199,nan,nan
200,nan,nan
201,nan,nan
202,nan,nan
203,nan,nan
204,nan,nan
205,nan,nan
206,nan,nan
207,nan,nan
208,nan,nan
209,nan,nan
210,nan,nan
211,nan,nan
212,nan,nan
213,nan,nan
214,nan,nan
215,nan,nan
216,nan,nan
217,nan,nan
218,nan,nan
219,nan,nan
220,nan,nan
221,nan,nan
222,nan,nan
223,nan,nan
224,nan,nan
225,nan,nan
226,nan,nan
227,nan,nan
228,nan,nan
229,nan,nan
230,nan,nan
231,nan,nan
232,nan,nan
233,nan,nan
234,nan,nan
235,nan,nan
236,nan,nan
237,nan,nan
238,nan,nan
239,nan,nan
240,nan,nan
241,nan,nan
242,nan,nan
243,nan,nan
