day,date,temps,S_vals
60,2002-12-27,-5.1,0.94
61,2002-12-28,-1.2,0.94
62,2002-12-29,-8.1,0.94
63,2002-12-30,-8.9,0.94
64,2002-12-31,2.0,0.94
65,2003-01-01,-9.2,0.88
66,2003-01-02,-9.9,0.88
67,2003-01-03,-5.4,0.88
68,2003-01-04,-5.6,0.88
69,2003-01-05,-4.4,0.88
70,2003-01-06,-8.0,0.88
71,2003-01-07,-9.5,0.88
72,2003-01-08,-11.5,0.88
73,2003-01-09,-19.0,0.88
74,2003-01-10,-16.9,0.88
75,2003-01-11,-14.3,0.88
76,2003-01-12,-10.3,0.88
77,2003-01-13,-10.3,0.88
78,2003-01-14,-23.0,0.88
79,2003-01-15,-20.8,0.88
80,2003-01-16,-16.0,0.88
81,2003-01-17,-24.7,0.88
82,2003-01-18,-17.5,0.88
83,2003-01-19,-10.1,0.88
84,2003-01-20,-14.4,0.88
85,2003-01-21,-22.9,0.88
86,2003-01-22,-21.2,0.88
87,2003-01-23,-18.2,0.88
88,2003-01-24,-20.3,0.88
89,2003-01-25,-6.8,0.88
90,2003-01-26,-11.9,0.88
91,2003-01-27,-25.7,0.88
92,2003-01-28,-16.4,0.88
93,2003-01-29,-15.7,0.88
94,2003-01-30,-14.3,0.88
95,2003-01-31,-4.2,0.88
96,2003-02-01,0.8,0.82
97,2003-02-02,0.3,0.82
98,2003-02-03,-4.5,0.82
99,2003-02-04,-3.4,0.82
100,2003-02-05,-15.5,0.82
101,2003-02-06,-10.8,0.82
102,2003-02-07,-15.2,0.82
103,2003-02-08,-5.5,0.82
104,2003-02-09,-10.3,0.82
105,2003-02-10,-10.1,0.82
106,2003-02-11,-22.5,0.82
107,2003-02-12,-19.6,0.82
108,2003-02-13,-26.1,0.82
109,2003-02-14,-25.5,0.82
110,2003-02-15,-25.4,0.82
111,2003-02-16,-26.8,0.82
112,2003-02-17,-15.0,0.82
113,2003-02-18,-7.4,0.82
114,2003-02-19,-0.2,0.82
115,2003-02-20,-0.5,0.82
116,2003-02-21,-4.7,0.82
117,2003-02-22,-5.2,0.82
118,2003-02-23,-8.5,0.82
119,2003-02-24,-13.3,0.82
120,2003-02-25,-23.1,0.82
121,2003-02-26,-20.8,0.82
122,2003-02-27,-16.1,0.82
123,2003-02-28,-12.8,0.82
124,2003-03-01,-3.5,0.76
125,2003-03-02,-9.1,0.76
126,2003-03-03,-22.4,0.76
127,2003-03-04,-10.5,0.76
128,2003-03-05,-9.4,0.76
129,2003-03-06,-19.3,0.76
130,2003-03-07,-7.2,0.76
131,2003-03-08,-2.5,0.76
132,2003-03-09,-15.9,0.76
133,2003-03-10,-13.8,0.76
134,2003-03-11,-3.9,0.76
135,2003-03-12,-7.9,0.76
136,2003-03-13,-18.2,0.76
137,2003-03-14,-10.5,0.76
138,2003-03-15,-4.9,0.76
139,2003-03-16,1.6,0.76
140,2003-03-17,0.9,0.76
141,2003-03-18,-5.0,0.76
142,2003-03-19,-5.4,0.76
143,2003-03-20,2.6,0.76
144,2003-03-21,3.5,0.76
145,2003-03-22,4.2,0.76
146,2003-03-23,3.5,0.76
147,2003-03-24,4.2,0.76
148,2003-03-25,5.4,0.76
149,2003-03-26,2.6,0.76
150,2003-03-27,1.0,0.76
151,2003-03-28,7.4,0.76
152,2003-03-29,6.4,0.76
153,2003-03-30,-3.1,0.76
154,2003-03-31,-5.8,0.76
155,2003-04-01,-3.6,0.7
156,2003-04-02,-1.5,0.7
157,2003-04-03,-4.9,0.7
158,2003-04-04,-5.6,0.7
159,2003-04-05,-3.6,0.7
160,2003-04-06,-5.0,0.7
161,2003-04-07,-4.1,0.7
162,2003-04-08,-0.7,0.7
163,2003-04-09,1.2,0.7
164,2003-04-10,4.2,0.7
165,2003-04-11,5.9,0.7
166,2003-04-12,4.9,0.7
167,2003-04-13,0.2,0.7
168,2003-04-14,8.7,0.7
169,2003-04-15,6.9,0.7
170,2003-04-16,-4.9,0.7
171,2003-04-17,-3.0,0.7
172,2003-04-18,5.4,0.7
173,2003-04-19,8.6,0.7
174,2003-04-20,11.6,0.7
175,2003-04-21,10.4,0.7
176,2003-04-22,9.0,0.7
177,2003-04-23,5.7,0.7
178,2003-04-24,2.4,0.7
179,2003-04-25,3.7,0.7
180,2003-04-26,3.8,0.7
181,2003-04-27,9.4,0.7
182,2003-04-28,13.8,0.7
183,2003-04-29,9.4,0.7
184,2003-04-30,5.9,0.7
185,2003-05-01,6.8,0.76
186,2003-05-02,6.8,0.76
187,2003-05-03,6.7,0.76
188,2003-05-04,11.6,0.76
189,2003-05-05,13.5,0.76
190,2003-05-06,10.9,0.76
191,2003-05-07,10.3,0.76
