day,date,temps,S_vals
1,2002-10-29,-1.7,1.0
2,2002-10-30,-2.7,1.0
3,2002-10-31,0.8,1.0
4,2002-11-01,-4.1,1.0
5,2002-11-02,-7.8,1.0
6,2002-11-03,-4.1,1.0
7,2002-11-04,-1.6,1.0
8,2002-11-05,0.0,1.0
9,2002-11-06,-0.8,1.0
10,2002-11-07,-7.6,1.0
11,2002-11-08,2.2,1.0
12,2002-11-09,3.0,1.0
13,2002-11-10,15.5,1.0
14,2002-11-11,8.8,1.0
15,2002-11-12,3.9,1.0
16,2002-11-13,2.0,1.0
17,2002-11-14,6.8,1.0
18,2002-11-15,-3.8,1.0
19,2002-11-16,-3.6,1.0
20,2002-11-17,-2.9,1.0
21,2002-11-18,-3.0,1.0
22,2002-11-19,0.6,1.0
23,2002-11-20,2.9,1.0
24,2002-11-21,5.5,1.0
25,2002-11-22,4.1,1.0
26,2002-11-23,-0.7,1.0
27,2002-11-24,-1.0,1.0
28,2002-11-25,-2.4,1.0
29,2002-11-26,-3.5,1.0
30,2002-11-27,-8.8,1.0
31,2002-11-28,-8.1,1.0
32,2002-11-29,-0.8,1.0
33,2002-11-30,1.1,1.0
34,2002-12-01,-10.5,0.94
35,2002-12-02,-10.7,0.94
36,2002-12-03,-13.0,0.94
37,2002-12-04,-11.4,0.94
38,2002-12-05,-5.0,0.94
39,2002-12-06,-2.1,0.94
40,2002-12-07,-0.3,0.94
41,2002-12-08,-12.9,0.94
42,2002-12-09,-8.1,0.94
43,2002-12-10,-1.4,0.94
44,2002-12-11,-2.3,0.94
45,2002-12-12,-0.3,0.94
46,2002-12-13,1.0,0.94
47,2002-12-14,2.3,0.94
48,2002-12-15,-1.1,0.94
49,2002-12-16,-8.1,0.94
50,2002-12-17,-12.4,0.94
51,2002-12-18,-10.9,0.94
52,2002-12-19,-0.7,0.94
53,2002-12-20,3.3,0.94
54,2002-12-21,2.6,0.94
55,2002-12-22,2.0,0.94
56,2002-12-23,-0.4,0.94
57,2002-12-24,-6.4,0.94
58,2002-12-25,-3.5,0.94
59,2002-12-26,-5.8,0.94
