day,date,temps,S_vals
1,,-0.3,1.0
2,,-0.5,1.0
3,,-0.8,1.0
4,,-0.8,1.0
5,,-1.1,1.0
6,,-1.3,1.0
7,,-1.6,1.0
8,,-1.8,1.0
9,,-2.1,1.0
10,,-2.3,1.0
11,,-2.6,1.0
12,,-2.8,1.0
13,,-3.1,1.0
14,,-3.3,1.0
15,,-3.5,1.0
16,,-3.8,1.0
17,,-4.0,1.0
18,,-4.2,1.0
19,,-4.4,1.0
20,,-4.7,1.0
21,,-4.7,1.0
22,,-4.9,1.0
23,,-5.1,1.0
24,,-5.3,1.0
25,,-5.5,1.0
26,,-5.7,1.0
27,,-5.9,1.0
28,,-6.1,1.0
29,,-6.3,1.0
30,,-6.5,1.0
31,,-6.7,0.94
32,,-6.9,0.94
33,,-7.1,0.94
34,,-7.2,0.94
35,,-7.4,0.94
36,,-7.4,0.94
37,,-7.6,0.94
38,,-7.7,0.94
39,,-7.9,0.94
40,,-8.1,0.94
41,,-8.2,0.94
42,,-8.4,0.94
43,,-8.5,0.94
44,,-8.6,0.94
45,,-8.8,0.94
46,,-8.9,0.94
47,,-9.0,0.94
48,,-9.2,0.94
49,,-9.3,0.94
50,,-9.4,0.94
51,,-9.5,0.94
52,,-9.6,0.94
53,,-9.7,0.94
54,,-9.8,0.94
55,,-9.9,0.94
56,,-10.0,0.94
57,,-10.1,0.94
58,,-10.1,0.94
59,,-10.2,0.94
60,,-10.3,0.94
61,,-10.3,0.88
62,,-10.4,0.88
63,,-10.4,0.88
64,,-10.5,0.88
65,,-10.5,0.88
66,,-10.6,0.88
67,,-10.6,0.88
68,,-10.6,0.88
69,,-10.6,0.88
70,,-10.7,0.88
71,,-10.7,0.88
72,,-10.7,0.88
73,,-10.7,0.88
74,,-10.7,0.88
75,,-10.7,0.88
76,,-10.7,0.88
77,,-10.7,0.88
78,,-10.6,0.88
79,,-10.6,0.88
80,,-10.6,0.88
81,,-10.5,0.88
82,,-10.5,0.88
83,,-10.5,0.88
84,,-10.4,0.88
85,,-10.3,0.88
86,,-10.3,0.88
87,,-10.2,0.88
88,,-10.1,0.88
89,,-10.1,0.88
90,,-10.0,0.88
91,,-9.9,0.82
92,,-9.8,0.82
93,,-9.7,0.82
94,,-9.6,0.82
95,,-9.5,0.82
96,,-9.4,0.82
97,,-9.3,0.82
98,,-9.2,0.82
99,,-9.1,0.82
100,,-8.9,0.82
101,,-8.8,0.82
102,,-8.7,0.82
103,,-8.5,0.82
104,,-8.4,0.82
105,,-8.3,0.82
106,,-8.1,0.82
107,,-7.9,0.82
108,,-7.8,0.82
109,,-7.6,0.82
110,,-7.5,0.82
111,,-7.3,0.82
112,,-7.1,0.82
113,,-6.9,0.82
114,,-6.8,0.82
115,,-6.6,0.82
116,,-6.4,0.82
117,,-6.2,0.82
118,,-6.0,0.82
119,,-5.8,0.82
120,,-5.6,0.82
121,,-5.4,0.76
122,,-5.2,0.76
123,,-4.9,0.76
124,,-4.7,0.76
125,,-4.5,0.76
126,,-4.3,0.76
127,,-4.1,0.76
128,,-3.8,0.76
129,,-3.6,0.76
130,,-3.4,0.76
131,,-3.1,0.76
132,,-2.9,0.76
133,,-2.6,0.76
134,,-2.4,0.76
135,,-2.1,0.76
136,,-1.9,0.76
137,,-1.6,0.76
138,,-1.4,0.76
139,,-1.1,0.76
140,,-0.9,0.76
141,,-0.6,0.76
142,,-0.3,0.76
143,,0.0,0.76
