day,date,temps,S_vals
1,,-0.3,1.0
2,,-0.5,1.0
3,,-0.8,1.0
4,,-1.1,1.0
5,,-1.4,1.0
6,,-1.6,1.0
7,,-1.9,1.0
8,,-2.2,1.0
9,,-2.4,1.0
10,,-2.7,1.0
11,,-2.9,1.0
12,,-3.2,1.0
13,,-3.4,1.0
14,,-3.7,1.0
15,,-3.9,1.0
16,,-4.2,1.0
17,,-4.4,1.0
18,,-4.7,1.0
19,,-4.9,1.0
20,,-5.1,1.0
21,,-5.4,1.0
22,,-5.6,1.0
23,,-5.8,1.0
24,,-6.1,1.0
25,,-6.3,1.0
26,,-6.5,1.0
27,,-6.7,1.0
28,,-6.9,1.0
29,,-7.1,1.0
30,,-7.3,1.0
31,,-7.6,0.94
32,,-7.8,0.94
33,,-7.9,0.94
34,,-8.1,0.94
35,,-8.3,0.94
36,,-8.5,0.94
37,,-8.7,0.94
38,,-8.9,0.94
39,,-9.0,0.94
40,,-9.2,0.94
41,,-9.4,0.94
42,,-9.5,0.94
43,,-9.7,0.94
44,,-9.9,0.94
45,,-10.0,0.94
46,,-10.2,0.94
47,,-10.3,0.94
48,,-10.4,0.94
49,,-10.6,0.94
50,,-10.7,0.94
51,,-10.8,0.94
52,,-10.9,0.94
53,,-11.1,0.94
54,,-11.2,0.94
55,,-11.3,0.94
56,,-11.4,0.94
57,,-11.5,0.94
58,,-11.6,0.94
59,,-11.7,0.94
60,,-11.7,0.94
61,,-11.8,0.88
62,,-11.9,0.88
63,,-12.0,0.88
64,,-12.0,0.88
65,,-12.1,0.88
66,,-12.1,0.88
67,,-12.2,0.88
68,,-12.2,0.88
69,,-12.3,0.88
70,,-12.3,0.88
71,,-12.3,0.88
72,,-12.4,0.88
73,,-12.4,0.88
74,,-12.4,0.88
75,,-12.4,0.88
76,,-12.4,0.88
77,,-12.4,0.88
78,,-12.4,0.88
79,,-12.4,0.88
80,,-12.4,0.88
81,,-12.4,0.88
82,,-12.4,0.88
83,,-12.3,0.88
84,,-12.3,0.88
85,,-12.3,0.88
86,,-12.2,0.88
87,,-12.2,0.88
88,,-12.1,0.88
89,,-12.1,0.88
90,,-12.0,0.88
91,,-12.0,0.82
92,,-11.9,0.82
93,,-11.8,0.82
94,,-11.7,0.82
95,,-11.6,0.82
96,,-11.6,0.82
97,,-11.5,0.82
98,,-11.4,0.82
99,,-11.3,0.82
100,,-11.2,0.82
101,,-11.0,0.82
102,,-10.9,0.82
103,,-10.8,0.82
104,,-10.7,0.82
105,,-10.6,0.82
106,,-10.4,0.82
107,,-10.3,0.82
108,,-10.1,0.82
109,,-10.0,0.82
110,,-9.8,0.82
111,,-9.7,0.82
112,,-9.5,0.82
113,,-9.4,0.82
114,,-9.2,0.82
115,,-9.0,0.82
116,,-8.9,0.82
117,,-8.7,0.82
118,,-8.5,0.82
119,,-8.3,0.82
120,,-8.1,0.82
121,,-7.9,0.76
122,,-7.7,0.76
123,,-7.5,0.76
124,,-7.3,0.76
125,,-7.1,0.76
126,,-6.9,0.76
127,,-6.7,0.76
128,,-6.5,0.76
129,,-6.3,0.76
130,,-6.0,0.76
131,,-5.8,0.76
132,,-5.6,0.76
133,,-5.4,0.76
134,,-5.1,0.76
135,,-4.9,0.76
136,,-4.7,0.76
137,,-4.4,0.76
138,,-4.2,0.76
139,,-3.9,0.76
140,,-3.7,0.76
141,,-3.4,0.76
142,,-3.2,0.76
143,,-2.9,0.76
144,,-2.7,0.76
145,,-2.4,0.76
146,,-2.1,0.76
147,,-1.9,0.76
148,,-1.6,0.76
149,,-1.3,0.76
150,,-1.1,0.76
151,,-0.8,0.7
152,,-0.5,0.7
