,height,ku,kf,SP,a,Sr,Ls,w_vol,rhod
1,0.06,1.66,1.66,0.0,0,0,1250,0.0,2.41
2,0.24,0.92,0.92,0.0,0,47,4197,2.0,2.42
3,0.33,1.77,1.85,0.0,0,49,7064,3.5,2.26
4,0.11,2.76,2.96,0.0,0,56,9667,5.0,2.14
5,0.05,0.03,0.03,0.0,0,1,649,14.0,0.05
6,0.36,2.48,2.67,0.0,0,49,10182,5.5,2.044
7,0.45,1.88,2.64,1.8,13,80,27769,18.0,1.675
8,,1.44,2.05,1.8,12,87,25694,22.0,1.625
