,height,ku,kf,SP,a,Sr,Ls,w_vol,rhod
1,0.13,1.48,1.48,0.0,0,0,1250,0.0,2.35
2,0.31,2.19,2.29,0.0,0,44,9071,4.9,2.05
3,0.1,1.48,1.48,0.0,0,0,1250,0.0,2.35
4,1.5,1.77,1.52,2.0,15,36,7549,4.1,2.05
5,,1.93,2.15,0.5,15,65,9938,5.0,2.2
