,height,ku,kf,SP,a,Sr,Ls,w_vol,rhod
1,0.1,1.48,1.48,0,0,0,1250,0.0,2.35
2,0.31,1.8,1.95,0,0,56,8510,4.3,2.2
3,0.038,0.03,0.03,0,0,1,649,14.0,0.05
4,0.1,1.48,1.48,0,0,0,1250,0.0,2.35
5,0.7,1.82,2.02,0,0,61,9326,4.7,2.2
6,0.35,0.88,0.98,8,7,39,9480,12.5,1.45
7,,1.15,1.53,8,7,66,20915,21.0,1.45
