day,date,temps,S_vals
1,2004-11-08,-0.6,1.0
2,2004-11-09,-3.0,1.0
3,2004-11-10,-3.8,1.0
4,2004-11-11,0.6,1.0
5,2004-11-12,-6.4,1.0
6,2004-11-13,-6.8,1.0
7,2004-11-14,-5.9,1.0
8,2004-11-15,-1.2,1.0
9,2004-11-16,0.2,1.0
10,2004-11-17,0.0,1.0
11,2004-11-18,2.5,1.0
12,2004-11-19,3.9,1.0
13,2004-11-20,0.7,1.0
14,2004-11-21,3.2,1.0
15,2004-11-22,3.4,1.0
16,2004-11-23,2.4,1.0
17,2004-11-24,6.5,1.0
18,2004-11-25,6.7,1.0
19,2004-11-26,-4.0,1.0
20,2004-11-27,-4.3,1.0
21,2004-11-28,4.9,1.0
22,2004-11-29,0.9,1.0
23,2004-11-30,-0.5,1.0
24,2004-12-01,0.2,0.94
25,2004-12-02,-3.6,0.94
26,2004-12-03,-9.8,0.94
27,2004-12-04,-8.3,0.94
28,2004-12-05,-5.5,0.94
29,2004-12-06,-12.9,0.94
30,2004-12-07,-9.3,0.94
31,2004-12-08,-2.6,0.94
32,2004-12-09,-4.8,0.94
33,2004-12-10,-3.7,0.94
34,2004-12-11,-2.6,0.94
35,2004-12-12,-4.1,0.94
36,2004-12-13,-5.0,0.94
37,2004-12-14,-9.0,0.94
38,2004-12-15,-15.9,0.94
39,2004-12-16,-5.3,0.94
40,2004-12-17,-5.1,0.94
41,2004-12-18,-16.1,0.94
42,2004-12-19,-2.8,0.94
43,2004-12-20,-21.2,0.94
44,2004-12-21,-24.2,0.94
45,2004-12-22,-11.8,0.94
46,2004-12-23,1.3,0.94
47,2004-12-24,-11.8,0.94
48,2004-12-25,-17.9,0.94
49,2004-12-26,-15.9,0.94
50,2004-12-27,-15.5,0.94
51,2004-12-28,-12.7,0.94
52,2004-12-29,-4.3,0.94
53,2004-12-30,-13.7,0.94
54,2004-12-31,-1.1,0.94
55,2005-01-01,-0.3,0.88
56,2005-01-02,-13.7,0.88
57,2005-01-03,-3.2,0.88
58,2005-01-04,-8.3,0.88
59,2005-01-05,-13.5,0.88
60,2005-01-06,-16.3,0.88
61,2005-01-07,-6.6,0.88
62,2005-01-08,-5.3,0.88
63,2005-01-09,-11.2,0.88
64,2005-01-10,-2.9,0.88
65,2005-01-11,-13.3,0.88
66,2005-01-12,-12.6,0.88
67,2005-01-13,3.1,0.88
68,2005-01-14,1.1,0.88
69,2005-01-15,-11.2,0.88
70,2005-01-16,-11.2,0.88
71,2005-01-17,-15.0,0.88
72,2005-01-18,-22.0,0.88
73,2005-01-19,-18.5,0.88
74,2005-01-20,-14.4,0.88
75,2005-01-21,-25.0,0.88
76,2005-01-22,-25.3,0.88
77,2005-01-23,-19.0,0.88
78,2005-01-24,-18.6,0.88
79,2005-01-25,-16.0,0.88
80,2005-01-26,-18.1,0.88
81,2005-01-27,-21.8,0.88
82,2005-01-28,-22.2,0.88
83,2005-01-29,-12.9,0.88
84,2005-01-30,-9.2,0.88
85,2005-01-31,-13.4,0.88
86,2005-02-01,-13.1,0.82
87,2005-02-02,-9.1,0.82
88,2005-02-03,-8.7,0.82
89,2005-02-04,-5.9,0.82
90,2005-02-05,-6.4,0.82
91,2005-02-06,-4.6,0.82
92,2005-02-07,0.6,0.82
93,2005-02-08,1.6,0.82
94,2005-02-09,-1.3,0.82
95,2005-02-10,-5.6,0.82
96,2005-02-11,-5.3,0.82
97,2005-02-12,-4.5,0.82
98,2005-02-13,-10.2,0.82
99,2005-02-14,-9.7,0.82
100,2005-02-15,1.7,0.82
101,2005-02-16,0.4,0.82
102,2005-02-17,-9.9,0.82
103,2005-02-18,-13.4,0.82
104,2005-02-19,-16.0,0.82
105,2005-02-20,-17.2,0.82
106,2005-02-21,-13.3,0.82
107,2005-02-22,-6.6,0.82
108,2005-02-23,-10.1,0.82
109,2005-02-24,-15.6,0.82
110,2005-02-25,-12.1,0.82
111,2005-02-26,-15.7,0.82
112,2005-02-27,-10.7,0.82
113,2005-02-28,-11.6,0.82
114,2005-03-01,-5.2,0.76
115,2005-03-02,-5.6,0.76
116,2005-03-03,-11.5,0.76
117,2005-03-04,-9.8,0.76
118,2005-03-05,-7.1,0.76
119,2005-03-06,-3.8,0.76
120,2005-03-07,-12.3,0.76
121,2005-03-08,-8.9,0.76
122,2005-03-09,-14.1,0.76
123,2005-03-10,-15.4,0.76
124,2005-03-11,-9.0,0.76
125,2005-03-12,-3.1,0.76
126,2005-03-13,-3.7,0.76
127,2005-03-14,-5.1,0.76
128,2005-03-15,-0.9,0.76
129,2005-03-16,-2.4,0.76
130,2005-03-17,-4.9,0.76
131,2005-03-18,-6.8,0.76
132,2005-03-19,-2.5,0.76
133,2005-03-20,-1.6,0.76
134,2005-03-21,-4.4,0.76
135,2005-03-22,-2.8,0.76
136,2005-03-23,-2.5,0.76
137,2005-03-24,-0.4,0.76
138,2005-03-25,0.7,0.76
139,2005-03-26,-5.4,0.76
140,2005-03-27,-2.7,0.76
141,2005-03-28,1.6,0.76
142,2005-03-29,4.4,0.76
143,2005-03-30,3.0,0.76
144,2005-03-31,6.2,0.76
145,2005-04-01,4.2,0.7
146,2005-04-02,2.8,0.7
147,2005-04-03,5.1,0.7
148,2005-04-04,3.8,0.7
149,2005-04-05,4.9,0.7
150,2005-04-06,6.7,0.7
151,2005-04-07,3.1,0.7
152,2005-04-08,3.6,0.7
153,2005-04-09,3.2,0.7
154,2005-04-10,5.4,0.7
155,2005-04-11,1.2,0.7
156,2005-04-12,1.2,0.7
157,2005-04-13,3.0,0.7
158,2005-04-14,4.6,0.7
159,2005-04-15,4.3,0.7
160,2005-04-16,6.6,0.7
161,2005-04-17,12.0,0.7
162,2005-04-18,9.7,0.7
163,2005-04-19,10.2,0.7
164,2005-04-20,9.2,0.7
165,2005-04-21,3.8,0.7
