day,date,temps,S_vals
1,1993-11-01,-0.5,1.0
2,1993-11-02,-1.3,1.0
3,1993-11-03,-3.3,1.0
4,1993-11-04,1.8,1.0
5,1993-11-05,4.0,1.0
6,1993-11-06,4.5,1.0
7,1993-11-07,-3.5,1.0
8,1993-11-08,0.3,1.0
9,1993-11-09,2.8,1.0
10,1993-11-10,1.0,1.0
11,1993-11-11,-1.0,1.0
12,1993-11-12,-0.3,1.0
13,1993-11-13,-4.5,1.0
14,1993-11-14,1.0,1.0
15,1993-11-15,0.0,1.0
16,1993-11-16,1.5,1.0
17,1993-11-17,0.5,1.0
18,1993-11-18,-0.5,1.0
19,1993-11-19,0.5,1.0
20,1993-11-20,2.0,1.0
21,1993-11-21,-1.5,1.0
22,1993-11-22,2.0,1.0
23,1993-11-23,-6.0,1.0
24,1993-11-24,-9.5,1.0
25,1993-11-25,-13.5,1.0
26,1993-11-26,-9.8,1.0
27,1993-11-27,-3.3,1.0
28,1993-11-28,4.8,1.0
29,1993-11-29,0.0,1.0
30,1993-11-30,-4.8,1.0
31,1993-12-01,-6.8,0.94
32,1993-12-02,-4.3,0.94
33,1993-12-03,0.8,0.94
34,1993-12-04,-0.5,0.94
35,1993-12-05,-1.0,0.94
36,1993-12-06,-0.5,0.94
37,1993-12-07,-1.0,0.94
38,1993-12-08,-2.5,0.94
39,1993-12-09,-6.3,0.94
40,1993-12-10,0.0,0.94
41,1993-12-11,-6.0,0.94
42,1993-12-12,-9.3,0.94
43,1993-12-13,-6.5,0.94
44,1993-12-14,-4.0,0.94
45,1993-12-15,-1.0,0.94
46,1993-12-16,-5.5,0.94
47,1993-12-17,-7.3,0.94
48,1993-12-18,-6.8,0.94
49,1993-12-19,-3.8,0.94
50,1993-12-20,-3.5,0.94
51,1993-12-21,0.8,0.94
52,1993-12-22,-6.0,0.94
53,1993-12-23,-18.3,0.94
54,1993-12-24,-18.0,0.94
55,1993-12-25,-10.5,0.94
56,1993-12-26,-19.0,0.94
57,1993-12-27,-29.8,0.94
58,1993-12-28,-28.0,0.94
59,1993-12-29,-22.8,0.94
60,1993-12-30,-20.0,0.94
61,1993-12-31,-18.0,0.94
62,1994-01-01,-10.8,0.88
63,1994-01-02,-12.0,0.88
64,1994-01-03,-22.0,0.88
65,1994-01-04,-16.0,0.88
66,1994-01-05,-15.5,0.88
67,1994-01-06,-26.8,0.88
68,1994-01-07,-25.0,0.88
69,1994-01-08,-20.3,0.88
70,1994-01-09,-19.5,0.88
71,1994-01-10,-21.0,0.88
72,1994-01-11,-17.5,0.88
73,1994-01-12,-15.8,0.88
74,1994-01-13,-11.5,0.88
75,1994-01-14,-13.0,0.88
76,1994-01-15,-22.5,0.88
77,1994-01-16,-27.5,0.88
78,1994-01-17,-20.8,0.88
79,1994-01-18,-16.0,0.88
80,1994-01-19,-29.3,0.88
