day,date,temps,S_vals
81,1994-01-20,-25.5,0.88
82,1994-01-21,-19.3,0.88
83,1994-01-22,-16.5,0.88
84,1994-01-23,-22.5,0.88
85,1994-01-24,-18.8,0.88
86,1994-01-25,-24.5,0.88
87,1994-01-26,-29.0,0.88
88,1994-01-27,-20.8,0.88
89,1994-01-28,-10.5,0.88
90,1994-01-29,-11.0,0.88
91,1994-01-30,-22.0,0.88
92,1994-01-31,-24.5,0.88
93,1994-02-01,-23.0,0.82
94,1994-02-02,-20.3,0.82
95,1994-02-03,-17.0,0.82
96,1994-02-04,-17.3,0.82
97,1994-02-05,-13.0,0.82
98,1994-02-06,-14.5,0.82
99,1994-02-07,-20.8,0.82
100,1994-02-08,-27.5,0.82
101,1994-02-09,-23.0,0.82
102,1994-02-10,-22.0,0.82
103,1994-02-11,-21.5,0.82
104,1994-02-12,-18.0,0.82
105,1994-02-13,-10.8,0.82
106,1994-02-14,-10.8,0.82
107,1994-02-15,-18.0,0.82
108,1994-02-16,-6.3,0.82
109,1994-02-17,-13.0,0.82
110,1994-02-18,-9.0,0.82
111,1994-02-19,-3.0,0.82
112,1994-02-20,5.3,0.82
113,1994-02-21,3.0,0.82
114,1994-02-22,-9.3,0.82
115,1994-02-23,-15.5,0.82
116,1994-02-24,-10.8,0.82
117,1994-02-25,-15.0,0.82
118,1994-02-26,-15.5,0.82
119,1994-02-27,-14.0,0.82
120,1994-02-28,-12.5,0.82
121,1994-03-01,-16.5,0.76
122,1994-03-02,-14.0,0.76
123,1994-03-03,-10.5,0.76
124,1994-03-04,-3.0,0.76
125,1994-03-05,0.0,0.76
126,1994-03-06,-7.0,0.76
127,1994-03-07,-3.3,0.76
128,1994-03-08,0.3,0.76
129,1994-03-09,-8.3,0.76
130,1994-03-10,-4.5,0.76
131,1994-03-11,-9.8,0.76
132,1994-03-12,-11.0,0.76
133,1994-03-13,-9.5,0.76
134,1994-03-14,-1.3,0.76
135,1994-03-15,-1.8,0.76
136,1994-03-16,-0.8,0.76
137,1994-03-17,-7.0,0.76
138,1994-03-18,-4.5,0.76
139,1994-03-19,-2.8,0.76
140,1994-03-20,-1.5,0.76
141,1994-03-21,3.0,0.76
142,1994-03-22,1.3,0.76
143,1994-03-23,4.5,0.76
144,1994-03-24,0.8,0.76
145,1994-03-25,1.5,0.76
146,1994-03-26,2.3,0.76
147,1994-03-27,-3.8,0.76
148,1994-03-28,2.3,0.76
149,1994-03-29,2.3,0.76
150,1994-03-30,-3.3,0.76
151,1994-03-31,-1.5,0.76
152,1994-04-01,-1.5,0.7
153,1994-04-02,-5.3,0.7
154,1994-04-03,1.3,0.7
155,1994-04-04,-0.8,0.7
156,1994-04-05,3.0,0.7
157,1994-04-06,-1.3,0.7
158,1994-04-07,-2.5,0.7
159,1994-04-08,-3.0,0.7
160,1994-04-09,2.0,0.7
161,1994-04-10,5.8,0.7
162,1994-04-11,3.8,0.7
163,1994-04-12,1.8,0.7
164,1994-04-13,3.5,0.7
