day,date,temps,S_vals
1,,-0.3,1.0
2,,-0.6,1.0
3,,-0.9,1.0
4,,-1.2,1.0
5,,-1.5,1.0
6,,-1.8,1.0
7,,-2.1,1.0
8,,-2.3,1.0
9,,-2.6,1.0
10,,-2.9,1.0
11,,-3.2,1.0
12,,-3.5,1.0
13,,-3.8,1.0
14,,-4.0,1.0
15,,-4.3,1.0
16,,-4.6,1.0
17,,-4.8,1.0
18,,-5.1,1.0
19,,-5.4,1.0
20,,-5.6,1.0
21,,-5.9,1.0
22,,-6.2,1.0
23,,-6.4,1.0
24,,-6.7,1.0
25,,-6.9,1.0
26,,-7.2,1.0
27,,-7.4,1.0
28,,-7.6,1.0
29,,-7.9,1.0
30,,-8.1,1.0
31,,-8.3,0.94
32,,-8.6,0.94
33,,-8.8,0.94
34,,-9.0,0.94
35,,-9.2,0.94
36,,-9.4,0.94
37,,-9.7,0.94
38,,-9.9,0.94
39,,-10.1,0.94
40,,-10.3,0.94
41,,-10.4,0.94
42,,-10.6,0.94
43,,-10.8,0.94
44,,-11.0,0.94
45,,-11.2,0.94
46,,-11.4,0.94
47,,-11.5,0.94
48,,-11.7,0.94
49,,-11.8,0.94
50,,-12.0,0.94
51,,-12.2,0.94
52,,-12.3,0.94
53,,-12.4,0.94
54,,-12.6,0.94
55,,-12.7,0.94
56,,-12.8,0.94
57,,-13.0,0.94
58,,-13.1,0.94
59,,-13.2,0.94
60,,-13.3,0.94
61,,-13.4,0.88
62,,-13.5,0.88
63,,-13.6,0.88
64,,-13.7,0.88
65,,-13.8,0.88
66,,-13.9,0.88
67,,-13.9,0.88
68,,-14.0,0.88
69,,-14.1,0.88
70,,-14.1,0.88
71,,-14.2,0.88
72,,-14.2,0.88
73,,-14.3,0.88
74,,-14.3,0.88
75,,-14.3,0.88
76,,-14.4,0.88
77,,-14.4,0.88
78,,-14.4,0.88
79,,-14.4,0.88
80,,-14.4,0.88
81,,-14.4,0.88
82,,-14.4,0.88
83,,-14.4,0.88
84,,-14.4,0.88
85,,-14.4,0.88
86,,-14.4,0.88
87,,-14.3,0.88
88,,-14.3,0.88
89,,-14.3,0.88
90,,-14.2,0.88
91,,-14.2,0.82
92,,-14.1,0.82
93,,-14.1,0.82
94,,-14.0,0.82
95,,-13.9,0.82
96,,-13.8,0.82
97,,-13.8,0.82
98,,-13.7,0.82
99,,-13.6,0.82
100,,-13.5,0.82
101,,-13.4,0.82
102,,-13.3,0.82
103,,-13.2,0.82
104,,-13.1,0.82
105,,-13.0,0.82
106,,-12.8,0.82
107,,-12.7,0.82
108,,-12.6,0.82
109,,-12.4,0.82
110,,-12.3,0.82
111,,-12.1,0.82
112,,-12.0,0.82
113,,-11.8,0.82
114,,-11.7,0.82
115,,-11.5,0.82
116,,-11.3,0.82
117,,-11.2,0.82
118,,-11.0,0.82
119,,-10.8,0.82
120,,-10.6,0.82
121,,-10.4,0.76
122,,-10.2,0.76
123,,-10.0,0.76
124,,-9.8,0.76
125,,-9.6,0.76
126,,-9.4,0.76
127,,-9.2,0.76
128,,-9.0,0.76
129,,-8.8,0.76
130,,-8.5,0.76
131,,-8.3,0.76
132,,-8.1,0.76
133,,-7.9,0.76
134,,-7.6,0.76
135,,-7.4,0.76
136,,-7.1,0.76
137,,-6.9,0.76
138,,-6.6,0.76
139,,-6.4,0.76
140,,-6.1,0.76
141,,-5.9,0.76
142,,-5.6,0.76
143,,-5.4,0.76
144,,-5.1,0.76
145,,-4.8,0.76
146,,-4.5,0.76
147,,-4.3,0.76
148,,-4.0,0.76
149,,-3.7,0.76
150,,-3.4,0.76
151,,-3.2,0.7
152,,-2.9,0.7
153,,-2.6,0.7
154,,-2.3,0.7
155,,-2.0,0.7
156,,-1.7,0.7
157,,-1.4,0.7
158,,-1.2,0.7
159,,-0.9,0.7
160,,-0.6,0.7
