day,dt,temp,site_z,site_h
0.3000000000000007,6.5,-4.9,,
1.0,17.5,-4.9,,
2.0,24.0,-0.9,,
3.0,24.0,0.3,,
4.0,24.0,-0.9,,
4.0,1.01,0.4,,
4.699999999999999,15.51,0.4,,
5.0,7.48,0.4,,
6.0,24.0,1.0,,
7.0,24.0,-1.1,,
8.0,24.0,2.6,0.0,0.0
8.5,12.02,0.7,,
9.0,11.98,0.7,,
9.7,17.66,-1.6,,
10.0,6.34,-1.6,,
11.0,24.0,-7.6,,
12.0,24.0,-6.2,,
13.0,24.0,-7.0,,
14.0,24.0,-4.2,,
14.2,4.51,-6.0,,
15.0,19.49,-6.0,0.33,0.01
16.0,24.0,-11.2,,
17.0,24.0,-7.6,,
18.0,24.0,-8.7,,
19.0,24.0,-4.3,,
20.0,24.0,-5.6,,
21.0,24.0,-1.3,,
22.0,24.0,-5.5,,
23.0,24.0,-12.6,,
24.0,24.0,-23.8,,
24.3,8.33,-21.7,,
25.0,15.67,-21.7,,
26.0,24.0,-19.4,,
27.0,24.0,-9.6,,
28.0,24.0,-7.6,,
29.0,24.0,-16.8,0.895,0.015
30.0,24.0,-12.6,,
31.0,24.0,-15.5,,
32.0,24.0,-16.6,,
33.0,24.0,-9.1,,
34.0,24.0,-16.5,,
35.0,24.0,-17.2,,
36.0,24.0,-18.3,,
37.0,24.0,-20.4,,
38.0,24.0,-22.1,,
39.0,24.0,-12.3,,
40.0,24.0,-5.0,,
41.0,24.0,-0.5,,
42.0,24.0,-0.1,,
43.0,24.0,3.2,1.16,0.02
44.0,24.0,-2.8,,
45.0,24.0,-6.4,,
46.0,24.0,-6.5,,
47.0,24.0,-0.1,,
48.0,24.0,3.6,,
49.0,24.0,-6.7,1.18,0.01
50.0,24.0,-9.1,,
51.0,24.0,-7.9,,
52.0,24.0,-13.5,,
53.0,24.0,-13.9,,
54.0,24.0,-15.1,,
55.0,24.0,-16.3,,
56.0,24.0,-8.4,,
57.0,24.0,-3.1,,
58.0,24.0,2.8,,
59.0,24.0,2.2,1.22,0.01
60.0,24.0,-6.5,,
61.0,24.0,-10.2,,
62.0,24.0,-10.5,,
63.0,24.0,-12.4,,
64.0,24.0,-9.0,,
65.0,24.0,-3.3,,
66.0,24.0,-8.4,,
67.0,24.0,1.0,,
68.0,24.0,-3.2,,
69.0,24.0,-11.2,,
70.0,24.0,-10.3,1.25,0.01
71.0,24.0,-6.8,,
72.0,24.0,-2.9,,
73.0,24.0,0.8,,
74.0,24.0,-2.8,,
75.0,24.0,-4.1,,
76.0,24.0,-10.5,,
77.0,24.0,-16.5,,
78.0,24.0,-15.9,,
79.0,24.0,-12.7,,
80.0,24.0,-6.0,1.248,
81.0,24.0,0.0,,
82.0,24.0,-2.0,,
83.0,24.0,-0.7,1.272,0.008
84.0,24.0,2.1,,
85.0,24.0,-0.8,,
86.0,24.0,-1.9,,0.008
87.0,24.0,3.3,,
88.0,24.0,-7.8,,
89.0,24.0,-12.5,,
90.0,24.0,-11.2,1.27,0.01
91.0,24.0,-9.1,1.277,
92.0,24.0,-7.5,1.277,
93.0,24.0,-6.7,,
94.0,24.0,-6.3,,
95.0,24.0,-2.6,,
96.0,24.0,-1.9,,
97.0,24.0,-3.0,,
98.0,24.0,-2.8,,
99.0,24.0,0.2,1.29,0.01
100.0,24.0,1.8,,
101.0,24.0,1.6,,
102.0,24.0,1.6,,
103.0,24.0,-0.8,,
104.0,24.0,0.3,,
105.0,24.0,5.1,,
106.0,24.0,1.2,1.257,
107.0,24.0,2.9,1.257,
108.0,24.0,-1.5,,
109.0,24.0,1.1,,
110.0,24.0,3.3,,
111.0,24.0,5.4,,
112.0,24.0,5.0,1.237,
113.0,24.0,5.2,,
114.0,24.0,1.8,,
115.0,24.0,1.1,,
116.0,24.0,3.8,,
117.0,24.0,2.6,,
118.0,24.0,0.6,,
119.0,24.0,4.2,1.088,
120.0,24.0,6.5,,
