day,date,temps,S_vals
1,2017-10-01,7.0,1.0
2,2017-10-02,7.5,1.0
3,2017-10-03,6.3,1.0
4,2017-10-04,5.4,1.0
5,2017-10-05,4.4,1.0
6,2017-10-06,4.3,1.0
7,2017-10-07,0.2,1.0
8,2017-10-08,2.2,1.0
9,2017-10-09,0.4,1.0
10,2017-10-10,2.1,1.0
11,2017-10-11,1.1,1.0
12,2017-10-12,1.5,1.0
13,2017-10-13,2.7,1.0
14,2017-10-14,3.4,1.0
15,2017-10-15,2.0,1.0
16,2017-10-16,3.9,1.0
17,2017-10-17,-0.1,1.0
18,2017-10-18,2.6,1.0
19,2017-10-19,-1.7,1.0
20,2017-10-20,-0.3,1.0
21,2017-10-21,1.9,1.0
22,2017-10-22,0.2,1.0
23,2017-10-23,0.3,1.0
24,2017-10-24,0.0,1.0
25,2017-10-25,0.4,1.0
26,2017-10-26,0.5,1.0
27,2017-10-27,2.5,1.0
28,2017-10-28,1.2,1.0
29,2017-10-29,-1.4,1.0
30,2017-10-30,-1.9,1.0
31,2017-10-31,2.6,1.0
32,2017-11-01,1.3,1.0
33,2017-11-02,-0.1,1.0
34,2017-11-03,-4.9,1.0
35,2017-11-04,-2.5,1.0
36,2017-11-05,-0.9,1.0
37,2017-11-06,-4.0,1.0
38,2017-11-07,-5.4,1.0
39,2017-11-08,-2.0,1.0
40,2017-11-09,2.3,1.0
41,2017-11-10,-5.6,1.0
42,2017-11-11,-12.2,1.0
43,2017-11-12,-2.7,1.0
44,2017-11-13,-3.0,1.0
45,2017-11-14,-9.4,1.0
46,2017-11-15,-4.1,1.0
47,2017-11-16,-2.4,1.0
48,2017-11-17,-5.0,1.0
49,2017-11-18,-13.9,1.0
50,2017-11-19,-9.2,1.0
51,2017-11-20,-15.3,1.0
52,2017-11-21,-19.3,1.0
53,2017-11-22,-9.1,1.0
54,2017-11-23,2.4,1.0
55,2017-11-24,-0.9,1.0
56,2017-11-25,-3.2,1.0
57,2017-11-26,-5.8,1.0
58,2017-11-27,-15.2,1.0
59,2017-11-28,-17.0,1.0
60,2017-11-29,-20.8,1.0
61,2017-11-30,-14.6,1.0
62,2017-12-01,-11.6,0.94
63,2017-12-02,-3.7,0.94
64,2017-12-03,-2.9,0.94
65,2017-12-04,-3.9,0.94
66,2017-12-05,-4.4,0.94
67,2017-12-06,-8.5,0.94
68,2017-12-07,0.6,0.94
69,2017-12-08,-2.5,0.94
70,2017-12-09,-5.3,0.94
71,2017-12-10,-24.1,0.94
72,2017-12-11,-12.2,0.94
73,2017-12-12,-15.3,0.94
74,2017-12-13,-16.3,0.94
75,2017-12-14,-12.9,0.94
76,2017-12-15,-8.7,0.94
77,2017-12-16,-9.3,0.94
78,2017-12-17,-13.1,0.94
79,2017-12-18,-8.3,0.94
80,2017-12-19,-5.6,0.94
81,2017-12-20,-2.7,0.94
82,2017-12-21,-6.7,0.94
83,2017-12-22,-3.5,0.94
84,2017-12-23,-0.8,0.94
85,2017-12-24,-3.6,0.94
86,2017-12-25,-8.0,0.94
87,2017-12-26,-8.3,0.94
88,2017-12-27,-6.9,0.94
89,2017-12-28,-5.4,0.94
90,2017-12-29,-7.0,0.94
91,2017-12-30,-16.5,0.94
