,height,ku,kf,SP,a,Sr,Ls,w_vol,rhod
1,0.08,1.63,1.63,0.0,0,0,1250,0.0,2.4
2,0.19,1.46,1.5,0.0,0,27,7108,4.0,1.98
3,0.84,0.56,0.52,0.0,0,4,1339,1.0,1.66
4,0.5,1.88,2.11,3.2,15,49,10560,5.5,2.12
5,0.4,1.88,2.11,3.2,15,49,10560,5.5,2.12
6,,1.56,2.28,8.1,15,98,26861,23.0,1.65
