,height,ku,kf,SP,a,Sr,Ls,w_vol,rhod
1,0.8,1.63,1.63,0.0,0,0,1250,0.0,2.4
2,0.17,1.46,1.5,0.0,0,27,7108,4.0,1.98
3,0.87,0.56,0.52,0.0,0,4,1339,1.0,1.66
4,0.5,1.13,1.14,0.0,0,20,6390,4.0,1.78
5,0.4,1.18,1.22,0.0,0,22,7215,4.5,1.78
6,,1.46,2.25,8.1,10,98,30740,23.0,1.65
