,height,ku,kf,SP,a,Sr,Ls,w_vol,rhod
1,0.05,1.45,1.25,0.0,0,17,1110,0.5,2.4
2,0.18,1.46,1.46,0.0,0,27,7326,4.0,1.98
3,0.31,0.51,0.46,0.0,0,4,1501,1.0,1.623
4,0.64,0.18,0.18,0.0,0,20,5846,20.0,0.316
5,0.57,0.85,0.77,0.0,0,10,3293,2.0,1.78
6,,1.5,2.14,8.1,12,100,38924,26.3,2.116
