day,date,temps,S_vals
80,2018-12-19,-5.1,0.94
81,2018-12-20,-2.3,0.94
82,2018-12-21,-5.4,0.94
83,2018-12-22,-7.8,0.94
84,2018-12-23,-6.3,0.94
85,2018-12-24,-4.7,0.94
86,2018-12-25,2.0,0.94
87,2018-12-26,1.6,0.94
88,2018-12-27,-2.3,0.94
89,2018-12-28,-3.1,0.94
90,2018-12-29,-5.8,0.94
91,2018-12-30,-5.3,0.94
92,2018-12-31,-2.1,0.94
93,2019-01-01,-2.1,0.88
94,2019-01-02,-2.7,0.88
95,2019-01-03,1.8,0.88
96,2019-01-04,3.6,0.88
97,2019-01-05,2.1,0.88
98,2019-01-06,1.7,0.88
99,2019-01-07,-1.9,0.88
100,2019-01-08,-2.6,0.88
101,2019-01-09,-3.7,0.88
102,2019-01-10,-1.1,0.88
103,2019-01-11,-1.8,0.88
104,2019-01-12,-3.4,0.88
105,2019-01-13,-7.2,0.88
106,2019-01-14,-5.2,0.88
107,2019-01-15,-11.8,0.88
108,2019-01-16,-14.5,0.88
109,2019-01-17,-8.3,0.88
110,2019-01-18,-6.4,0.88
111,2019-01-19,-7.0,0.88
112,2019-01-20,-11.7,0.88
113,2019-01-21,-22.1,0.88
114,2019-01-22,-22.9,0.88
115,2019-01-23,-22.4,0.88
116,2019-01-24,-17.5,0.88
117,2019-01-25,-18.1,0.88
118,2019-01-26,-9.1,0.88
119,2019-01-27,-10.7,0.88
120,2019-01-28,-12.0,0.88
121,2019-01-29,-20.9,0.88
122,2019-01-30,-22.0,0.88
123,2019-01-31,-11.3,0.88
124,2019-02-01,-7.4,0.82
125,2019-02-02,-11.7,0.82
126,2019-02-03,-13.2,0.82
127,2019-02-04,-12.8,0.82
128,2019-02-05,-12.2,0.82
129,2019-02-06,-17.1,0.82
130,2019-02-07,-12.2,0.82
131,2019-02-08,-8.8,0.82
132,2019-02-09,-2.5,0.82
133,2019-02-10,-5.4,0.82
134,2019-02-11,-4.9,0.82
135,2019-02-12,-4.5,0.82
136,2019-02-13,-1.0,0.82
137,2019-02-14,1.8,0.82
138,2019-02-15,2.5,0.82
139,2019-02-16,0.3,0.82
140,2019-02-17,-4.3,0.82
141,2019-02-18,1.8,0.82
142,2019-02-19,0.6,0.82
143,2019-02-20,-3.3,0.82
144,2019-02-21,-5.0,0.82
145,2019-02-22,-2.9,0.82
146,2019-02-23,-3.5,0.82
147,2019-02-24,0.2,0.82
148,2019-02-25,2.6,0.82
149,2019-02-26,1.0,0.82
150,2019-02-27,2.2,0.82
151,2019-02-28,-1.3,0.82
152,2019-03-01,-2.9,0.76
153,2019-03-02,-1.3,0.76
154,2019-03-03,-4.1,0.76
155,2019-03-04,-4.7,0.76
156,2019-03-05,-11.6,0.76
157,2019-03-06,-13.0,0.76
158,2019-03-07,-4.7,0.76
159,2019-03-08,-5.3,0.76
160,2019-03-09,-8.6,0.76
161,2019-03-10,-8.7,0.76
162,2019-03-11,-9.2,0.76
163,2019-03-12,-9.1,0.76
164,2019-03-13,-6.9,0.76
165,2019-03-14,-7.9,0.76
166,2019-03-15,-9.3,0.76
167,2019-03-16,-5.6,0.76
168,2019-03-17,-3.6,0.76
169,2019-03-18,-3.4,0.76
170,2019-03-19,-0.7,0.76
171,2019-03-20,0.4,0.76
172,2019-03-21,0.5,0.76
173,2019-03-22,-1.7,0.76
174,2019-03-23,0.7,0.76
175,2019-03-24,0.1,0.76
176,2019-03-25,-2.7,0.76
177,2019-03-26,-2.7,0.76
178,2019-03-27,1.3,0.76
179,2019-03-28,5.3,0.76
180,2019-03-29,3.3,0.76
181,2019-03-30,-0.9,0.76
182,2019-03-31,-4.4,0.76
183,2019-04-01,-2.7,0.7
184,2019-04-02,-0.7,0.7
185,2019-04-03,0.8,0.7
186,2019-04-04,-0.9,0.7
187,2019-04-05,-0.4,0.7
188,2019-04-06,-0.9,0.7
189,2019-04-07,-1.0,0.7
190,2019-04-08,-3.1,0.7
191,2019-04-09,-5.9,0.7
192,2019-04-10,-9.4,0.7
193,2019-04-11,-8.9,0.7
194,2019-04-12,-6.6,0.7
195,2019-04-13,-5.8,0.7
196,2019-04-14,-4.2,0.7
197,2019-04-15,-2.8,0.7
198,2019-04-16,-0.3,0.7
199,2019-04-17,2.5,0.7
200,2019-04-18,2.0,0.7
201,2019-04-19,4.3,0.7
202,2019-04-20,4.8,0.7
203,2019-04-21,5.9,0.7
204,2019-04-22,7.8,0.7
205,2019-04-23,7.9,0.7
206,2019-04-24,8.1,0.7
207,2019-04-25,8.4,0.7
208,2019-04-26,7.9,0.7
209,2019-04-27,9.4,0.7
210,2019-04-28,8.5,0.7
211,2019-04-29,8.2,0.7
212,2019-04-30,7.8,0.7
213,2019-05-01,3.1,0.76
214,2019-05-02,-1.5,0.76
215,2019-05-03,-3.2,0.76
216,2019-05-04,-0.7,0.76
217,2019-05-05,-0.1,0.76
218,2019-05-06,-1.6,0.76
219,2019-05-07,-0.8,0.76
220,2019-05-08,-0.4,0.76
221,2019-05-09,0.6,0.76
222,2019-05-10,4.0,0.76
223,2019-05-11,1.6,0.76
224,2019-05-12,0.2,0.76
225,2019-05-13,0.4,0.76
226,2019-05-14,4.4,0.76
227,2019-05-15,7.7,0.76
228,2019-05-16,8.9,0.76
229,2019-05-17,10.7,0.76
230,2019-05-18,11.1,0.76
231,2019-05-19,8.4,0.76
232,2019-05-20,12.3,0.76
233,2019-05-21,14.3,0.76
234,2019-05-22,13.9,0.76
235,2019-05-23,12.5,0.76
236,2019-05-24,8.3,0.76
237,2019-05-25,6.0,0.76
238,2019-05-26,3.5,0.76
239,2019-05-27,2.9,0.76
240,2019-05-28,1.7,0.76
241,2019-05-29,3.5,0.76
242,2019-05-30,3.5,0.76
243,2019-05-31,3.5,0.76
