day,date,temps,S_vals
1,2018-10-01,0.9,1.0
2,2018-10-02,-0.2,1.0
3,2018-10-03,0.4,1.0
4,2018-10-04,0.1,1.0
5,2018-10-05,3.9,1.0
6,2018-10-06,0.8,1.0
7,2018-10-07,0.9,1.0
8,2018-10-08,4.7,1.0
9,2018-10-09,5.7,1.0
10,2018-10-10,4.7,1.0
11,2018-10-11,6.2,1.0
12,2018-10-12,10.3,1.0
13,2018-10-13,14.2,1.0
14,2018-10-14,14.6,1.0
15,2018-10-15,2.9,1.0
16,2018-10-16,1.7,1.0
17,2018-10-17,5.7,1.0
18,2018-10-18,1.6,1.0
19,2018-10-19,2.0,1.0
20,2018-10-20,2.5,1.0
21,2018-10-21,4.7,1.0
22,2018-10-22,1.0,1.0
23,2018-10-23,-0.3,1.0
24,2018-10-24,0.2,1.0
25,2018-10-25,-0.5,1.0
26,2018-10-26,-2.2,1.0
27,2018-10-27,-6.3,1.0
28,2018-10-28,-8.6,1.0
29,2018-10-29,-9.9,1.0
30,2018-10-30,-2.7,1.0
31,2018-10-31,1.9,1.0
32,2018-11-01,-0.3,1.0
33,2018-11-02,1.6,1.0
34,2018-11-03,-1.3,1.0
35,2018-11-04,4.3,1.0
36,2018-11-05,-1.2,1.0
37,2018-11-06,-3.3,1.0
38,2018-11-07,-0.7,1.0
39,2018-11-08,1.7,1.0
40,2018-11-09,-1.3,1.0
41,2018-11-10,2.5,1.0
42,2018-11-11,4.6,1.0
43,2018-11-12,4.2,1.0
44,2018-11-13,-1.4,1.0
45,2018-11-14,-3.2,1.0
46,2018-11-15,-1.1,1.0
47,2018-11-16,1.4,1.0
48,2018-11-17,1.2,1.0
49,2018-11-18,-2.7,1.0
50,2018-11-19,-8.7,1.0
51,2018-11-20,-8.7,1.0
52,2018-11-21,-9.0,1.0
53,2018-11-22,-14.2,1.0
54,2018-11-23,-10.8,1.0
55,2018-11-24,-2.6,1.0
56,2018-11-25,-1.5,1.0
57,2018-11-26,-2.9,1.0
58,2018-11-27,-13.5,1.0
59,2018-11-28,-14.3,1.0
60,2018-11-29,-0.4,1.0
61,2018-11-30,3.0,1.0
62,2018-12-01,1.9,0.94
63,2018-12-02,-0.4,0.94
64,2018-12-03,0.1,0.94
65,2018-12-04,-2.0,0.94
66,2018-12-05,-5.1,0.94
67,2018-12-06,-13.3,0.94
68,2018-12-07,-6.5,0.94
69,2018-12-08,-3.7,0.94
70,2018-12-09,-2.8,0.94
71,2018-12-10,-0.8,0.94
72,2018-12-11,-1.8,0.94
73,2018-12-12,-12.5,0.94
74,2018-12-13,-22.1,0.94
75,2018-12-14,-26.3,0.94
76,2018-12-15,-23.1,0.94
77,2018-12-16,-4.6,0.94
78,2018-12-17,-6.1,0.94
79,2018-12-18,-8.3,0.94
