day,dt,temp,chau_z,chau_h
59.0,24.0,-11.5,1.199,0.001
60.0,24.0,-18.0,1.224,0.001
61.0,24.0,-16.5,1.247,0.001
62.0,24.0,-14.4,1.266,0.002
63.0,24.0,-10.8,1.278,0.002
64.0,24.0,-8.9,1.287,0.002
65.0,24.0,-8.2,1.294,0.002
66.0,24.0,-7.9,1.302,0.002
67.0,24.0,-9.3,1.311,0.002
68.0,24.0,-6.3,1.315,0.002
69.0,24.0,-5.7,1.318,0.002
70.0,24.0,-5.5,1.321,0.002
71.0,24.0,-8.9,1.33,0.002
72.0,24.0,-12.1,1.344,0.002
73.0,24.0,-11.9,1.358,0.003
74.0,24.0,-13.5,1.374,0.003
75.0,24.0,-12.8,1.389,0.003
76.0,24.0,-10.2,1.4,0.003
77.0,24.0,-9.7,1.409,0.003
78.0,24.0,-11.3,1.422,0.003
79.0,24.0,-10.2,1.432,0.003
80.0,24.0,-7.4,1.438,0.003
81.0,24.0,-4.9,1.439,0.003
82.0,24.0,-9.3,1.448,0.003
83.0,24.0,-8.1,1.455,0.003
84.0,24.0,-6.2,1.459,0.004
85.0,24.0,-5.8,1.462,0.004
86.0,24.0,-6.4,1.466,0.004
87.0,24.0,-7.5,1.472,0.004
88.0,24.0,-6.6,1.476,0.004
89.0,24.0,-6.1,1.48,0.004
90.0,24.0,-6.0,1.483,0.004
91.0,24.0,-8.1,1.49,0.004
92.0,24.0,-11.6,1.502,0.004
93.0,24.0,-7.6,1.508,0.004
94.0,24.0,-6.8,1.513,0.004
95.0,24.0,-8.5,1.52,0.004
96.0,24.0,-7.3,1.526,0.004
97.0,24.0,-7.1,1.531,0.004
98.0,24.0,-5.1,1.533,0.004
99.0,24.0,-4.1,1.533,0.004
100.0,24.0,-3.3,1.532,0.004
101.0,24.0,-13.3,1.547,0.005
102.0,24.0,-16.5,1.567,0.005
103.0,24.0,-3.8,1.567,0.005
104.0,24.0,-5.4,1.569,0.005
105.0,24.0,-10.9,1.58,0.005
106.0,24.0,-8.6,1.588,0.005
107.0,24.0,-3.7,1.588,0.005
108.0,24.0,-2.5,1.585,0.005
109.0,24.0,-2.9,1.584,0.005
110.0,24.0,-9.8,1.593,0.005
111.0,24.0,-14.6,1.61,0.005
112.0,24.0,-15.1,1.625,0.005
113.0,24.0,-17.6,1.644,0.006
114.0,24.0,-20.0,1.666,0.006
115.0,24.0,-18.9,1.686,0.006
116.0,24.0,-12.2,1.696,0.006
117.0,24.0,-8.6,1.703,0.006
118.0,24.0,-9.5,1.71,0.006
119.0,24.0,-10.4,1.718,0.006
120.0,24.0,-8.6,1.724,0.006
121.0,24.0,-8.6,1.73,0.006
122.0,24.0,-10.0,1.738,0.006
123.0,24.0,-9.0,1.745,0.006
124.0,24.0,-7.6,1.75,0.006
125.0,24.0,-14.5,1.763,0.007
126.0,24.0,-18.8,1.782,0.007
127.0,24.0,-20.4,1.804,0.007
128.0,24.0,-16.1,1.819,0.007
129.0,24.0,-12.8,1.83,0.007
130.0,24.0,-11.4,1.84,0.007
131.0,24.0,-11.7,1.849,0.007
132.0,24.0,-8.8,1.855,0.007
133.0,24.0,-7.4,1.86,0.007
134.0,24.0,-7.1,1.864,0.007
135.0,24.0,-7.2,1.868,0.007
136.0,24.0,-8.5,1.873,0.007
137.0,24.0,-8.9,1.879,0.008
138.0,24.0,-6.8,1.883,0.008
139.0,24.0,-7.4,1.887,0.008
140.0,24.0,-8.4,1.893,0.008
141.0,24.0,-9.4,1.9,0.008
142.0,24.0,-8.5,1.905,0.008
143.0,24.0,-9.7,1.912,0.008
144.0,24.0,-9.2,1.919,0.008
145.0,24.0,-7.8,1.924,0.008
146.0,24.0,-7.6,1.928,0.008
147.0,24.0,-7.3,1.932,0.008
148.0,24.0,-7.4,1.936,0.008
149.0,24.0,-12.4,1.947,0.008
150.0,24.0,-15.5,1.961,0.008
151.0,24.0,-20.0,1.981,0.008
152.0,24.0,-22.7,2.004,0.009
153.0,24.0,-22.9,2.026,0.009
154.0,24.0,-18.9,2.044,0.009
155.0,24.0,-15.8,2.059,0.009
155.0,1.11,-13.5,2.059,0.009
156.0,22.89,-13.5,2.061,0.009
157.0,24.0,-11.3,2.062,0.01
158.0,24.0,-9.5,2.063,0.01
159.0,24.0,-8.7,2.064,0.01
160.0,24.0,-8.4,2.065,0.01
161.0,24.0,-8.0,2.066,0.011
162.0,24.0,-11.6,2.067,0.011
163.0,24.0,-8.6,2.068,0.011
164.0,24.0,-7.8,2.069,0.011
165.0,24.0,-8.7,2.07,0.011
166.0,24.0,-13.4,2.072,0.012
167.0,24.0,-15.2,2.074,0.012
168.0,24.0,-17.6,2.077,0.013
169.0,24.0,-13.2,2.079,0.013
170.0,24.0,-7.8,2.08,0.013
171.0,24.0,-7.9,2.081,0.014
172.0,24.0,-5.4,2.081,0.014
173.0,24.0,-4.4,2.081,0.014
174.0,24.0,-4.1,2.08,0.014
175.0,24.0,-3.4,2.08,0.014
176.0,24.0,-4.6,2.08,0.014
177.0,24.0,-6.6,2.08,0.014
178.0,24.0,-11.3,2.082,0.015
179.0,24.0,-12.9,2.084,0.015
180.0,24.0,-13.3,2.086,0.015
181.0,24.0,-14.2,2.088,0.016
182.0,24.0,-15.3,2.091,0.016
183.0,24.0,-14.8,2.093,0.017
184.0,24.0,-11.3,2.095,0.017
185.0,24.0,-9.6,2.096,0.017
186.0,24.0,-6.0,2.096,0.017
187.0,24.0,-4.3,2.096,0.017
188.0,24.0,-3.9,2.096,0.017
189.0,24.0,-3.6,2.096,0.018
190.0,24.0,-1.7,2.095,0.018
191.0,24.0,-0.5,2.094,0.018
192.0,24.0,-2.0,2.093,0.018
193.0,24.0,-0.9,2.092,0.018
194.0,,,,
195.0,,,,
196.0,,,,
197.0,,,,
198.0,,,,
199.0,,,,
200.0,,,,
201.0,,,,
202.0,,,,
203.0,,,,
204.0,,,,
205.0,,,,
206.0,,,,
207.0,,,,
208.0,,,,
209.0,,,,
210.0,,,,
211.0,,,,
212.0,,,,
213.0,,,,
214.0,,,,
215.0,,,,
216.0,,,,
217.0,,,,
218.0,,,,
219.0,,,,
220.0,,,,
221.0,,,,
222.0,,,,
223.0,,,,
224.0,,,,
225.0,,,,
226.0,,,,
227.0,,,,
228.0,,,,
229.0,,,,
230.0,,,,
231.0,,,,
232.0,,,,
233.0,,,,
234.0,,,,
235.0,,,,
236.0,,,,
237.0,,,,
238.0,,,,
239.0,,,,
240.0,,,,
241.0,,,,
242.0,,,,
243.0,,,,
