day,date,temps,S_vals
1,01/10/19,2.8,1
2,02/10/19,6.9,1
3,03/10/19,5.7,1
4,04/10/19,3.3,1
5,05/10/19,-0.4,1
6,06/10/19,-0.1,1
7,07/10/19,3.5,1
8,08/10/19,2.3,1
9,09/10/19,4.9,1
10,10/10/19,2.6,1
11,11/10/19,5.2,1
12,12/10/19,3.9,1
13,13/10/19,3.4,1
14,14/10/19,0.1,1
15,15/10/19,1.4,1
16,16/10/19,7.2,1
17,17/10/19,6.9,1
18,18/10/19,6.7,1
19,19/10/19,4.4,1
20,20/10/19,4.7,1
21,21/10/19,4.5,1
22,22/10/19,8.3,1
23,23/10/19,5.5,1
24,24/10/19,8.9,1
25,25/10/19,4.8,1
26,26/10/19,0.3,1
27,27/10/19,-0.1,1
28,28/10/19,2.1,1
29,29/10/19,3.1,1
30,30/10/19,4.1,1
31,31/10/19,3.7,1
32,01/11/19,2.4,1
33,02/11/19,0.5,1
34,03/11/19,-3.9,1
35,04/11/19,-4,1
36,05/11/19,-8,1
37,06/11/19,-6.5,1
38,07/11/19,-6,1
39,08/11/19,-6.3,1
40,09/11/19,-10.2,1
41,10/11/19,-6.9,1
42,11/11/19,-5.3,1
43,12/11/19,-2.5,1
44,13/11/19,0,1
45,14/11/19,-4.3,1
46,15/11/19,-4.4,1
47,16/11/19,-3.3,1
48,17/11/19,2.4,1
49,18/11/19,1.7,1
50,19/11/19,0.6,1
51,20/11/19,-2.5,1
52,21/11/19,1.4,1
53,22/11/19,4.9,1
54,23/11/19,3.7,1
55,24/11/19,-1.6,1
56,25/11/19,-0.6,1
57,26/11/19,0.1,1
58,27/11/19,1.2,1
59,28/11/19,-1,1
60,29/11/19,0.4,1
61,30/11/19,-1.1,1
62,01/12/19,-0.2,0.94
63,02/12/19,-0.8,0.94
64,03/12/19,3.9,0.94
65,04/12/19,2.5,0.94
66,05/12/19,1.7,0.94
67,06/12/19,2.3,0.94
68,07/12/19,0.7,0.94
69,08/12/19,-1,0.94
70,09/12/19,-2.8,0.94
71,10/12/19,-1.9,0.94
72,11/12/19,4.6,0.94
73,12/12/19,5.3,0.94
74,13/12/19,2.3,0.94
75,14/12/19,3.9,0.94
76,15/12/19,2.4,0.94
77,16/12/19,-1.7,0.94
78,17/12/19,-3.2,0.94
79,18/12/19,-3.3,0.94
80,19/12/19,-2.2,0.94
81,20/12/19,1.3,0.94
82,21/12/19,5.4,0.94
83,22/12/19,1.2,0.94
84,23/12/19,-4.2,0.94
85,24/12/19,-8.3,0.94
86,25/12/19,-4.8,0.94
87,26/12/19,-0.7,0.94
88,27/12/19,-4.2,0.94
89,28/12/19,1.2,0.94
90,29/12/19,4.8,0.94
91,30/12/19,4.9,0.94
92,31/12/19,2.6,0.94
93,01/01/20,7.1,0.88
94,02/01/20,4.9,0.88
95,03/01/20,0.3,0.88
96,04/01/20,0.9,0.88
97,05/01/20,1.4,0.88
98,06/01/20,3.9,0.88
99,07/01/20,5.6,0.88
100,08/01/20,4,0.88
101,09/01/20,1.4,0.88
102,10/01/20,-1,0.88
103,11/01/20,4.7,0.88
104,12/01/20,1.3,0.88
105,13/01/20,0.8,0.88
106,14/01/20,4.6,0.88
107,15/01/20,3,0.88
108,16/01/20,4.2,0.88
109,17/01/20,4.8,0.88
110,18/01/20,0.3,0.88
111,19/01/20,3.4,0.88
112,20/01/20,8.1,0.88
113,21/01/20,2.6,0.88
114,22/01/20,1.9,0.88
115,23/01/20,3.8,0.88
116,24/01/20,1.2,0.88
117,25/01/20,0.9,0.88
118,26/01/20,2.9,0.88
119,27/01/20,-0.5,0.88
120,28/01/20,-0.8,0.88
121,29/01/20,1.6,0.88
122,30/01/20,-1.9,0.88
123,31/01/20,3.3,0.88
124,01/02/20,3,0.82
125,02/02/20,2,0.82
126,03/02/20,-1.5,0.82
127,04/02/20,-2,0.82
128,05/02/20,1.7,0.82
129,06/02/20,0.3,0.82
130,07/02/20,1.2,0.82
131,08/02/20,1.6,0.82
132,09/02/20,5.6,0.82
133,10/02/20,3.2,0.82
134,11/02/20,-0.1,0.82
135,12/02/20,-0.2,0.82
136,13/02/20,0.3,0.82
137,14/02/20,-2,0.82
138,15/02/20,4.2,0.82
139,16/02/20,4.8,0.82
140,17/02/20,5.4,0.82
141,18/02/20,2.4,0.82
142,19/02/20,0.4,0.82
143,20/02/20,3.1,0.82
144,21/02/20,3.3,0.82
145,22/02/20,2.4,0.82
146,23/02/20,1.2,0.82
147,24/02/20,-1,0.82
148,25/02/20,-4.8,0.82
149,26/02/20,-7.4,0.82
150,27/02/20,-4.9,0.82
151,28/02/20,-4.2,0.82
152,29/02/20,-2.4,0.76
153,01/03/20,-2.6,0.76
154,02/03/20,-0.5,0.76
155,03/03/20,0.2,0.76
156,04/03/20,0.8,0.76
157,05/03/20,0.2,0.76
158,06/03/20,1.5,0.76
159,07/03/20,0.5,0.76
160,08/03/20,5.9,0.76
161,09/03/20,3.5,0.76
162,10/03/20,3.4,0.76
163,11/03/20,4.4,0.76
164,12/03/20,1.8,0.76
165,13/03/20,-2.8,0.76
166,14/03/20,-2.2,0.76
167,15/03/20,4.1,0.76
168,16/03/20,2.4,0.76
169,17/03/20,4.7,0.76
170,18/03/20,2.4,0.76
171,19/03/20,1.9,0.76
172,20/03/20,-0.6,0.76
173,21/03/20,-0.9,0.76
174,22/03/20,-0.2,0.76
175,23/03/20,5.8,0.76
176,24/03/20,5.2,0.76
177,25/03/20,3.8,0.76
178,26/03/20,4.2,0.76
179,27/03/20,3.9,0.76
180,28/03/20,-0.9,0.76
181,29/03/20,-0.6,0.76
182,30/03/20,0.4,0.76
183,31/03/20,3.8,0.7
184,01/04/20,2.8,0.7
185,02/04/20,0.9,0.7
186,03/04/20,-1.3,0.7
187,04/04/20,-1.9,0.7
188,05/04/20,-1.3,0.7
189,06/04/20,9.1,0.7
190,07/04/20,7.5,0.7
191,08/04/20,5.1,0.7
192,09/04/20,2.5,0.7
193,10/04/20,1.1,0.7
194,11/04/20,4.3,0.7
195,12/04/20,3.1,0.7
196,13/04/20,0.6,0.7
197,14/04/20,2.9,0.7
198,15/04/20,3.9,0.7
199,16/04/20,2.2,0.7
200,17/04/20,3.2,0.7
201,18/04/20,3.5,0.7
202,19/04/20,5.5,0.7
203,20/04/20,6.2,0.7
204,21/04/20,6.2,0.7
205,22/04/20,7.5,0.7
206,23/04/20,4.1,0.7
207,24/04/20,5.1,0.7
208,25/04/20,4.6,0.7
209,26/04/20,4.3,0.7
210,27/04/20,5.2,0.7
211,28/04/20,6.3,0.7
212,29/04/20,6.4,0.7
213,30/04/20,7,0.76
