day,chau_z,chau_h
0,0,0
1,0.06,0
2,0.142,0
3,0.205,0
4,0.142,0
5,0.24,0
5.7,0.3,0
6,0.324,0
7,0.349,0
8,0.347,0
9,0.329,0
10,0.32,0
11,0.382,0
12,0.342,0
12.8,0.3,0
13,0.285,0
13.4,0.06,0
13.4,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
18,0.06,0
19,0.212,0
20,0.274,0
20.9,0.3,0
21,0.301,0
22,0.32,0
22.9,0.3,0
23,0.298,0
24,0.205,0
24.5,0.06,0
24.5,0,0
25,0,0
26,0,0
26.1,0.06,0
27,0.101,0
28,0.135,0
29,0.202,0
30,0.268,0
30.3,0.3,0
31,0.357,0
32,0.423,0
33,0.418,0
34,0.395,0
35,0.478,0
36,0.554,0
37,0.63,0
38,0.68,0
39,0.696,0
40,0.698,0
41,0.691,0
42,0.74,0
43,0.74,0
44,0.739,0
44.5,0.74,0
45,0.74,0
46,0.734,0
47,0.721,0
48,0.702,0
49,0.699,0
50,0.732,0
50.2,0.74,0
51,0.758,0
52,0.773,0
53,0.743,0
53,0.74,0
54,0.717,0
55,0.697,0
56,0.68,0
57,0.675,0
58,0.7,0
59,0.711,0
60,0.732,0
60.5,0.74,0
61,0.74,0
62,0.739,0
62,0.74,0
63,0.747,0
64,0.758,0
64.1,0.74,0
65,0.726,0
65.4,0.74,0
66,0.747,0
67,0.763,0
68,0.759,0
69,0.756,0
70,0.749,0
71,0.757,0
72,0.773,0
72.5,0.79,0
73,0.79,0
74,0.799,0
75,0.806,0
76,0.81,0
77,0.81,0
78,0.81,0
79,0.824,0
80,0.835,0
81,0.841,0
82,0.857,0
83,0.865,0
84,0.865,0
85,0.87,0
86,0.884,0
87,0.896,0
88,0.905,0
89,0.916,0
90,0.913,0
91,0.915,0
92,0.932,0
93,0.939,0
94,0.946,0
95,0.951,0
96,0.945,0
97,0.935,0
98,0.925,0
99,0.92,0
100,0.914,0
101,0.921,0
102,0.923,0
103,0.929,0
104,0.926,0
105,0.927,0
106,0.928,0
107,0.943,0
108,0.954,0
109,0.973,0
110,0.99,0
111,1.008,0
112,1.027,0
113,1.033,0
114,1.032,0
115,1.024,0
116,1.015,0
117,1.012,0
118,1.008,0
119,1.009,0
120,1.014,0
121,1.029,0
122,1.043,0
123,1.051,0
124,1.056,0
125,1.051,0
126,1.052,0
127,1.067,0
128,1.07,0
129,1.071,0
130,1.083,0
131,1.082,0
132,1.077,0
133,1.085,0
134,1.092,0
135,1.088,0
136,1.088,0
137,1.099,0
138,1.102,0
139,1.099,0
140,1.09,0
141,1.081,0
142,1.079,0
143,1.077,0
144,1.066,0
145,1.055,0
146,1.043,0
147,1.032,0
148,1.021,0
149,1.008,0
150,0.998,0
151,0.989,0
152,0.974,0
153,0.96,0
154,0.956,0
155,0.955,0
156,0.952,0
157,0.946,0
158,0.945,0
159,0.943,0
160,0.94,0
161,0.938,0
162,0.936,0
163,0.93,0
164,0.922,0
165,0.91,0
166,0.897,0
167,0.885,0
168,0.878,0
169,0.862,0
170,0.848,0
171,0.847,0
172,0.843,0
173,0.831,0
174,0.815,0
175,0.795,0
175.3,0.79,0
176,0.752,0
176,0.74,0
177,0.694,0
178,0.663,0
179,0.648,0
179.8,0.63,0
180,0.624,0
181,0.593,0
182,0.517,0
183,0.39,0
183.9,0.3,0
184,0.278,0
185,0.06,0
185,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
