day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108927,2.61425,2.61425,0.1,4.70565,-1.8,1.48,1.48,0,0,1250,1,0,0,0.1,1,0.1,0,0,0,0,0,0,0.1,0.1,0,2.32073,5.46513,0.468941,0.271649,-0.37658,5.46513,53.28,47.8149,0,0.038
1,21.3858,24,0.41,43.2,-1.8,1.8,1.95,0,0,8510,1,56,0.0675676,0.0436914,1,0.143691,0,0,0,0,0,0,0.0436914,0.143691,1,2.32073,5.46513,0.468941,0.0436914,-0.320939,5.46513,22.8512,17.3861,0,0.038
2,24,48,0.41,146.4,-4.3,1.8,1.95,0,0,8510,1,56,0.0899734,0.0917354,1,0.235427,0,0,0,0,0,0,0.0917354,0.235427,1,2.32073,5.35919,0.468941,0.0917354,-0.457746,5.35919,37.887,32.5278,0,0.038
3,24,72,0.41,297.6,-6.3,1.8,1.95,0,0,8510,1,56,0.137017,0.0952325,1,0.330659,0,0,0,0,0,0,0.0952325,0.330659,1,2.32073,5.25693,0.468941,0.0952325,-0.644425,5.25693,39.0248,33.7679,0,0.038
4,24,96,0.41,376.8,-3.3,1.8,1.95,0,0,8510,1,56,0.185854,0.0333269,1,0.363986,0,0,0,0,0,0,0.0333269,0.363986,1,2.32073,5.15815,0.468941,0.0333269,-0.772706,5.15815,16.9753,11.8172,0,0.038
4.74344,17.8425,113.843,0.41,480.287,-5.8,1.8,1.95,0,0,8510,1,56,0.202945,0.0460137,1,0.41,0,0,0,0,0,0,0.0460137,0.41,1,2.32073,5.06269,0.468941,0.0605901,-0.866354,5.06269,27.009,21.9463,0,0.038
5,6.15748,120,0.448,516,-5.8,0.03,0.03,0,0,649,1,1,0.226542,0.0291725,1,0.439173,0,0,0,0,0,0,0.0291725,0.439173,2,2.32073,5.06269,0.468941,0.0291725,-0.0907981,5.06269,8.13748,3.07479,0,0.038
6,24,144,0.448,576,-2.5,0.03,0.03,0,0,649,1,1,1.19896,-0.0528589,1,0.386314,0,0,0,0,0,0,-0.0528589,0.386314,2,2.32073,9.29158,0.876634,-0.0528589,-0.362681,9.29158,7.86218,-1.42939,0,0.038
7,24,168,0.41,576,3,1.8,1.95,0,0,8510,1,56,0.214395,-0.0560647,1,0.330249,0,0,0,0,0,0,-0.0560647,0.330249,1,2.32073,4.88107,0.468941,-0.0560647,-0.793842,4.88107,-14.9985,-19.8796,-0,0.038
8,24,192,0.41,576,5.3,1.8,1.95,0,0,8510,1,56,0.185644,-0.108181,1,0.222068,0,0,0,0,0,0,-0.108181,0.222068,1,2.32073,4.79461,0.468941,-0.108181,-0.629353,4.79461,-33.5644,-38.359,-0,0.038
