day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03886,0.932639,0.932639,0.06,1.58549,-1.7,1.65,1.65,0,0,1250,1,0,0,0.06,1,0.06,0,0,0,0,0,0,0.06,0.06,0,4.10366,13.0831,1,0.225809,-0.477004,13.0831,93.5,80.4169,0,0
1,23.0674,24,0.32,40.8,-1.7,0.92,0.92,0,0,4075,1,36,0.0363636,0.0626302,1,0.12263,0,0,0,0,0,0,0.0626302,0.12263,1,4.10366,13.0831,1,0.0626302,-0.203599,13.0831,24.1471,11.064,0,0
2,24,48,0.32,105.6,-2.7,0.92,0.92,0,0,4075,1,36,0.10444,0.0465944,1,0.169225,0,0,0,0,0,0,0.0465944,0.169225,1,4.10366,12.8958,1,0.0465944,-0.314715,12.8958,20.8072,7.91134,0,0
3,24,72,0.32,105.6,0.8,0.92,0.92,0,0,4075,1,36,0.155086,-0.13106,1,0.0381645,0,0,0,0,0,0,-0.13106,0.0381645,1,4.10366,12.7129,1,-0.13106,-0.229172,12.7129,-9.53997,-22.2529,-0,0
3.00908,0.21784,72.2178,0.06,106.493,-4.1,1.65,1.65,0,0,1250,1,0,0.02313,0.0218355,1,0.06,0,0,0,0,0,0,0.0218355,0.06,0,4.10366,12.5343,1,0.357769,-0.674756,12.5343,137.83,125.296,0,0
4,23.7822,96,0.32,204,-4.1,0.92,0.92,0,0,4075,1,36,0.0363636,0.139821,1,0.199821,0,0,0,0,0,0,0.139821,0.199821,1,4.10366,12.5343,1,0.139821,-0.279881,12.5343,36.4921,23.9578,0,0
5,24,120,0.32,391.2,-7.8,0.92,0.92,0,0,4075,1,36,0.188343,0.111674,1,0.311494,0,0,0,0,0,0,0.111674,0.311494,1,4.10366,12.3597,1,0.111674,-0.531017,12.3597,31.3209,18.9613,0,0
6,24,144,0.32,489.6,-4.1,0.92,0.92,0,0,4075,1,36,0.309727,0.00543808,1,0.316932,0,0,0,0,0,0,0.00543808,0.316932,1,4.10366,12.189,1,0.00543808,-0.647124,12.189,13.1123,0.923341,0,0
7,24,168,0.32,528,-1.6,0.92,0.92,0,0,4075,1,36,0.315638,-0.0388123,1,0.27812,0,0,0,0,0,0,-0.0388123,0.27812,1,4.10366,12.0221,1,-0.0388123,-0.612767,12.0221,5.43212,-6.59001,0,0
8,24,192,0.32,528,0,0.92,0.92,0,0,4075,1,36,0.273451,-0.0698441,1,0.208276,0,0,0,0,0,0,-0.0698441,0.208276,1,4.10366,11.8589,1,-0.0698441,-0.503149,11.8589,0,-11.8589,0,0
9,24,216,0.32,547.2,-0.8,0.92,0.92,0,0,4075,1,36,0.197533,-0.04194,1,0.166336,0,0,0,0,0,0,-0.04194,0.166336,1,4.10366,11.6993,1,-0.04194,-0.390425,11.6993,4.57824,-7.12106,0,0
10,24,240,0.32,729.6,-7.6,0.92,0.92,0,0,4075,1,36,0.151946,0.132082,1,0.298418,0,0,0,0,0,0,0.132082,0.298418,1,4.10366,11.5431,1,0.132082,-0.479647,11.5431,33.9695,22.4264,0,0
11,24,264,0.32,729.6,2.2,0.92,0.92,0,0,4075,1,36,0.295514,-0.123864,1,0.174554,0,0,0,0,0,0,-0.123864,0.174554,1,4.10366,11.3902,1,-0.123864,-0.486965,11.3902,-9.64082,-21.031,-0,0
12,24,288,0.32,729.6,3,0.92,0.92,0,0,4075,1,36,0.160879,-0.176028,0,0.01,0,0,0,0,0,0,-0.176028,0,1,4.10366,11.2406,1,-0.176028,nan,11.2406,-46.0042,-29.8881,-0,0
13,24,312,0.06,729.6,15.5,1.65,1.65,0,0,1250,1,0,0.00606061,-49.317,0,0.01,0,0,0,0,0,0,-49.317,0,0,4.10366,11.0941,1,-49.317,nan,11.0941,1.03759,-2568.59,0,0
14,24,336,0.06,729.6,8.8,1.65,1.65,0,0,1250,1,0,0.00606061,-28.0887,0,0.01,0,0,0,0,0,0,-28.0887,0,0,4.10366,10.9506,1,-28.0887,nan,10.9506,1.03461,-1462.95,0,0
15,24,360,0.06,729.6,3.9,1.65,1.65,0,0,1250,1,0,0.00606061,-12.5628,0,0.01,0,0,0,0,0,0,-12.5628,0,0,4.10366,10.81,1,-12.5628,nan,10.81,1.02609,-654.31,0,0
16,24,384,0.06,729.6,2,1.65,1.65,0,0,1250,1,0,0.00606061,-6.54091,0,0.01,0,0,0,0,0,0,-6.54091,0,0,4.10366,10.6723,1,-6.54091,nan,10.6723,1.01213,-340.672,0,0
17,24,408,0.06,729.6,6.8,1.65,1.65,0,0,1250,1,0,0.00606061,-21.7447,0,0.01,0,0,0,0,0,0,-21.7447,0,0,4.10366,10.5373,1,-21.7447,nan,10.5373,1.03292,-1132.54,0,0
17.0154,0.370397,408.37,0.06,731.008,-3.8,1.65,1.65,0,0,1250,1,0,0.00606061,0.05,1,0.06,0,0,0,0,0,0,0.05,0.05,0,4.10366,10.405,1,0.388958,-0.608735,10.405,179.143,168.738,0,0
18,23.6296,432,0.32,820.8,-3.8,0.92,0.92,0,0,4075,1,36,0.0363636,0.137761,1,0.197761,0,0,0,0,0,0,0.137761,0.187761,1,4.10366,10.405,1,0.137761,-0.265005,10.405,34.1623,23.7573,0,0
19,24,456,0.32,907.2,-3.6,0.92,0.92,0,0,4075,1,36,0.186104,0.0411806,1,0.238941,0,0,0,0,0,0,0.0411806,0.228941,1,4.10366,10.2753,1,0.0411806,-0.444129,10.2753,17.2675,6.99213,0,0
