day,chau_z,chau_h
0,0,0
0.3,0.18,0
1,0.246,0
2,0.232,0
3,0.19,0
4,0.182,0
4,0.18,0
4.7,0,0
5,0,0
6,0,0
7,0.18,0
8,0.18,0
8.5,0,0
9,0,0
9.7,0.18,0
10,0.184,0
11,0.32,0
12,0.388,0
13,0.452,0
14,0.473,0
14.2,0.48,0
15,0.505,0
16,0.575,0
17,0.612,0
18,0.655,0
19,0.664,0
20,0.682,0
21,0.67,0
22,0.688,0
23,0.752,0
24,0.877,0
24.3,0.9,0
25,0.921,0
26,0.948,0.001
27,0.958,0.001
28,0.965,0.001
29,0.987,0.002
30,1.002,0.002
31,1.021,0.003
32,1.042,0.003
33,1.05,0.003
34,1.07,0.004
35,1.091,0.004
36,1.114,0.005
37,1.139,0.005
38,1.166,0.006
39,1.178,0.006
40,1.18,0.006
41,1.175,0.006
42,1.17,0.006
43,1.159,0.006
44,1.158,0.006
45,1.162,0.006
46,1.166,0.006
47,1.161,0.006
48,1.151,0.006
49,1.156,0.006
50,1.164,0.007
51,1.17,0.007
52,1.185,0.007
53,1.2,0.007
54,1.217,0.008
55,1.235,0.008
56,1.242,0.008
57,1.242,0.008
58,1.233,0.008
59,1.225,0.008
60,1.23,0.008
61,1.24,0.009
62,1.25,0.009
63,1.263,0.009
64,1.271,0.009
65,1.271,0.009
66,1.278,0.01
67,1.272,0.01
68,1.272,0.01
69,1.283,0.01
70,1.293,0.01
71,1.298,0.01
72,1.298,0.01
73,1.293,0.01
74,1.292,0.01
75,1.294,0.01
76,1.304,0.011
77,1.322,0.011
78,1.339,0.011
79,1.352,0.012
80,1.356,0.012
81,1.352,0.012
82,1.351,0.012
83,1.348,0.012
84,1.342,0.012
85,1.339,0.012
86,1.338,0.012
87,1.33,0.012
88,1.337,0.012
89,1.35,0.012
90,1.361,0.012
91,1.369,0.013
92,1.375,0.013
93,1.381,0.013
94,1.385,0.013
95,1.385,0.013
96,1.384,0.013
97,1.385,0.013
98,1.385,0.013
99,1.381,0.013
100,1.376,0.013
101,1.371,0.013
102,1.365,0.013
103,1.363,0.013
104,1.36,0.013
105,1.35,0.013
106,1.345,0.013
107,1.338,0.013
108,1.337,0.013
109,1.333,0.013
110,1.325,0.013
111,1.315,0.013
112,1.305,0.013
113,1.295,0.012
114,1.29,0.012
115,1.286,0.012
116,1.278,0.012
117,1.271,0.012
118,1.268,0.012
119,1.259,0.012
120,1.247,0.012
