day,chau_z,chau_h
0,0,0
1,0.096,0
2,0.15,0
3,0.164,0
4,0.183,0
5,0.207,0
6,0.235,0
7,0.264,0
8,0.295,0
9,0.327,0
10,0.359,0
11,0.393,0
12,0.426,0
13,0.461,0
14,0.495,0
15,0.53,0
16,0.565,0
17,0.6,0
17,0.6,0
18,0.6,0
19,0.6,0
20,0.6,0
21,0.6,0
22,0.601,0
23,0.605,0
24,0.609,0
25,0.616,0
26,0.623,0
26,0.625,0
27,0.627,0
28,0.629,0
29,0.631,0
30,0.634,0
31,0.638,0
32,0.642,0
33,0.646,0
34,0.651,0
35,0.656,0
36,0.661,0
37,0.667,0
38,0.673,0
39,0.679,0
40,0.686,0
41,0.693,0
42,0.7,0
43,0.708,0
44,0.715,0
45,0.724,0
46,0.732,0
47,0.741,0
48,0.75,0
49,0.759,0
50,0.768,0
51,0.778,0
52,0.788,0
53,0.798,0
54,0.808,0
55,0.818,0
56,0.829,0
57,0.84,0
58,0.85,0
59,0.861,0
60,0.873,0
61,0.884,0
62,0.895,0
63,0.907,0
64,0.918,0
65,0.93,0
66,0.942,0
67,0.954,0
68,0.966,0
69,0.978,0
70,0.99,0
71,1.002,0
72,1.014,0
73,1.026,0
74,1.038,0
75,1.05,0
76,1.063,0
77,1.075,0
78,1.087,0
79,1.099,0
80,1.111,0
81,1.124,0
82,1.136,0
83,1.148,0
84,1.16,0
85,1.172,0
86,1.184,0
87,1.196,0
88,1.207,0
89,1.219,0
90,1.231,0
91,1.242,0
92,1.254,0
93,1.265,0
94,1.277,0
95,1.288,0
96,1.299,0
97,1.31,0
98,1.321,0
99,1.331,0
100,1.342,0
101,1.352,0
102,1.363,0
103,1.373,0
104,1.383,0
105,1.393,0
106,1.402,0
107,1.412,0
108,1.421,0
109,1.431,0
110,1.44,0
111,1.449,0
112,1.457,0
113,1.466,0
114,1.474,0
115,1.482,0
116,1.49,0
117,1.498,0
118,1.505,0
119,1.513,0
120,1.52,0
121,1.527,0
122,1.534,0
123,1.54,0
124,1.546,0
125,1.552,0
126,1.558,0
127,1.564,0
128,1.569,0
129,1.574,0
130,1.579,0
131,1.584,0
132,1.588,0
133,1.592,0
134,1.596,0
135,1.6,0
136,1.603,0
137,1.606,0
138,1.609,0
139,1.612,0
140,1.614,0
141,1.616,0
142,1.618,0
143,1.62,0
144,1.621,0
145,1.622,0
146,1.623,0
147,1.623,0
148,1.623,0
149,1.623,0
150,1.623,0
151,1.622,0
152,1.621,0
153,1.62,0
154,1.618,0
155,1.616,0
156,1.614,0
157,1.611,0
158,1.609,0
159,1.605,0
160,1.602,0
