day,chau_z,chau_h
0,0,0
1,0.098,0
1.9,0.15,0
2,0.15,0
3,0.165,0
4,0.185,0
5,0.21,0
6,0.237,0
7,0.267,0
8,0.299,0
9,0.331,0
10,0.364,0
11,0.398,0
12,0.433,0
13,0.467,0
14,0.502,0
15,0.538,0
16,0.573,0
16.9,0.6,0
17,0.6,0
18,0.6,0
19,0.6,0
20,0.6,0
21,0.603,0
22,0.609,0
23,0.615,0
24,0.623,0
24,0.625,0
25,0.627,0
26,0.629,0
27,0.632,0
28,0.635,0
29,0.638,0
30,0.642,0
31,0.647,0
32,0.652,0
33,0.657,0
34,0.662,0
35,0.668,0
36,0.675,0
37,0.681,0
38,0.688,0
39,0.696,0
40,0.704,0
41,0.712,0
42,0.72,0
43,0.729,0
44,0.738,0
45,0.747,0
46,0.756,0
47,0.766,0
48,0.776,0
49,0.786,0
50,0.797,0
51,0.808,0
52,0.819,0
53,0.83,0
54,0.841,0
55,0.853,0
56,0.864,0
57,0.876,0
58,0.888,0
59,0.901,0
60,0.913,0
61,0.925,0
62,0.938,0
63,0.951,0
64,0.964,0
65,0.977,0
66,0.99,0
67,1.003,0
68,1.016,0
69,1.029,0
70,1.043,0
71,1.056,0
72,1.069,0
73,1.083,0
74,1.097,0
75,1.11,0
76,1.124,0
77,1.137,0
78,1.151,0
79,1.165,0
80,1.178,0
81,1.192,0
82,1.205,0
83,1.219,0
84,1.232,0
85,1.246,0
86,1.259,0
87,1.273,0
88,1.286,0
89,1.299,0
90,1.313,0
91,1.326,0
92,1.339,0
93,1.352,0
94,1.365,0
95,1.378,0
96,1.39,0
97,1.403,0
98,1.415,0
99,1.428,0
100,1.44,0
101,1.452,0
102,1.464,0
103,1.476,0
104,1.488,0
105,1.5,0
106,1.511,0
107,1.523,0
108,1.534,0
109,1.545,0
110,1.556,0
111,1.567,0
112,1.577,0
113,1.588,0
114,1.598,0
115,1.608,0
116,1.618,0
117,1.628,0
118,1.637,0
119,1.646,0
120,1.656,0
121,1.665,0
122,1.673,0
123,1.682,0
124,1.69,0
125,1.698,0
126,1.706,0
127,1.714,0
128,1.722,0
129,1.729,0
130,1.736,0
131,1.743,0
132,1.75,0
133,1.756,0
134,1.762,0
135,1.768,0
136,1.774,0
137,1.779,0
138,1.784,0
139,1.789,0
140,1.794,0
141,1.798,0
142,1.803,0
143,1.806,0
144,1.81,0
145,1.813,0
146,1.816,0
147,1.819,0
148,1.822,0
149,1.824,0
150,1.826,0
151,1.828,0
152,1.829,0
153,1.83,0
154,1.831,0
155,1.832,0
156,1.832,0
157,1.832,0
158,1.832,0
159,1.831,0
160,1.83,0
161,1.829,0
162,1.828,0
163,1.826,0
164,1.824,0
165,1.821,0
166,1.819,0
167,1.816,0
168,1.812,0
169,1.809,0
