day,chau_z,chau_h
0,0,0
0.1,0.06,0
1,0.109,0
2,0.147,0
2.6,0.06,0
2.6,0,0
3,0,0
3,0.06,0
4,0.185,0
5,0.287,0
6,0.276,0
7,0.218,0
8,0.123,0
9,0.086,0
10,0.268,0
11,0.102,0
11.1,0.06,0
11.1,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
17,0.06,0
18,0.187,0
19,0.218,0
20,0.221,0
21,0.226,0
22,0.128,0
22.2,0.06,0
22.2,0,0
23,0,0
24,0,0
25,0,0
25.1,0.06,0
26,0.076,0
27,0.096,0
28,0.156,0
29,0.209,0
30,0.32,0
31,0.365,0
32,0.334,0
32.3,0.32,0
33,0.256,0
33.7,0.32,0
34,0.342,0
35,0.41,0
36,0.488,0
37,0.542,0
38,0.545,0
39,0.525,0
40,0.492,0
41,0.559,0
42,0.585,0
43,0.561,0
44,0.545,0
45,0.513,0
46,0.472,0
47,0.419,0
48,0.397,0
49,0.44,0
50,0.514,0
51,0.567,0
52,0.542,0
53,0.485,0
54,0.432,0
55,0.383,0
56,0.358,0
57,0.392,0
58,0.397,0
59,0.423,0
60,0.441,0
61,0.424,0
62,0.468,0
63,0.515,0
64,0.471,0
65,0.521,0
66,0.571,0
67,0.585,0
68,0.6,0
69,0.606,0
70,0.637,0
71,0.676,0
72,0.725,0
72.5,0.75,0
73,0.776,0
74,0.816,0
75,0.847,0
76,0.866,0
77,0.884,0
78,0.939,0
79,0.987,0
80,1.02,0
80.8,1.05,0
81,1.055,0
82,1.072,0
83,1.079,0.001
84,1.091,0.001
85,1.113,0.001
86,1.133,0.002
87,1.15,0.002
88,1.169,0.002
89,1.171,0.003
90,1.18,0.003
91,1.205,0.003
92,1.219,0.004
93,1.232,0.004
94,1.243,0.004
95,1.243,0.004
96,1.237,0.004
97,1.232,0.004
98,1.232,0.004
99,1.231,0.004
100,1.244,0.005
101,1.252,0.005
102,1.264,0.005
103,1.266,0.005
104,1.273,0.005
105,1.28,0.005
106,1.3,0.006
107,1.317,0.006
107.7,1.331,0.006
108,1.338,0.007
109,1.363,0.007
110,1.387,0.008
111,1.412,0.009
112,1.424,0.009
113,1.428,0.009
114,1.424,0.009
115,1.42,0.009
116,1.42,0.01
117,1.422,0.01
118,1.427,0.01
119,1.437,0.01
120,1.458,0.011
121,1.476,0.011
122,1.489,0.012
123,1.498,0.012
124,1.498,0.012
125,1.503,0.012
126,1.523,0.013
127,1.529,0.013
128,1.535,0.014
129,1.551,0.014
130,1.555,0.014
131,1.553,0.014
132,1.566,0.015
133,1.576,0.015
134,1.576,0.015
135,1.58,0.015
136,1.595,0.016
137,1.602,0.016
138,1.603,0.016
139,1.598,0.016
140,1.593,0.016
141,1.595,0.016
142,1.596,0.016
143,1.59,0.016
144,1.583,0.016
145,1.576,0.016
146,1.569,0.016
147,1.561,0.016
148,1.553,0.015
149,1.547,0.015
150,1.542,0.015
151,1.531,0.015
152,1.522,0.015
153,1.522,0.015
154,1.525,0.015
155,1.525,0.015
156,1.524,0.015
157,1.526,0.015
158,1.528,0.015
159,1.529,0.015
160,1.531,0.016
161,1.532,0.016
162,1.53,0.016
163,1.526,0.016
164,1.519,0.015
165,1.51,0.015
166,1.502,0.015
167,1.499,0.015
168,1.487,0.015
169,1.477,0.015
170,1.479,0.015
171,1.48,0.015
172,1.471,0.015
173,1.459,0.014
174,1.444,0.014
175,1.43,0.014
176,1.418,0.013
177,1.409,0.013
178,1.404,0.013
179,1.397,0.013
180,1.39,0.013
181,1.377,0.013
182,1.359,0.012
183,1.346,0.012
184,1.336,0.012
184.5,1.331,0.012
185,1.326,0.012
186,1.317,0.011
187,1.307,0.011
188,1.292,0.011
189,1.275,0.011
190,1.261,0.011
191,1.247,0.011
