day,chau_z,chau_h
0,0,0
0.2,0.1,0
1,0.143,0
2,0.237,0
3,0.333,0
4,0.367,0
4.8,0.41,0
5,0.41,0
6,0.41,0
7,0.41,0
8,0.325,0
9,0.329,0
10,0.375,0
10.4,0.41,0
11,0.424,0
11.4,0.448,0
12,0.448,0
13,0.448,0
14,0.448,0
14.2,0.41,0
15,0.372,0
16,0.318,0
17,0.324,0
18,0.398,0
18.1,0.41,0
19,0.443,0
19.1,0.448,0
20,0.467,0
21,0.515,0
22,0.548,0
23,0.55,0
23.2,0.548,0
24,0.492,0
24.3,0.448,0
25,0.414,0
26,0.41,0
27,0.41,0
28,0.41,0
29,0.406,0
30,0.368,0
31,0.38,0
32,0.396,0
32.5,0.41,0
33,0.41,0
34,0.41,0
35,0.412,0
36,0.41,0
37,0.41,0
37.4,0.448,0
38,0.483,0
39,0.517,0
40,0.547,0
40,0.548,0
41,0.555,0
42,0.564,0
43,0.574,0
44,0.581,0
45,0.578,0
46,0.575,0
47,0.575,0
48,0.568,0
49,0.554,0
49.5,0.548,0
50,0.494,0
51,0.51,0
52,0.532,0
53,0.495,0
54,0.548,0
55,0.555,0
56,0.555,0
57,0.576,0
58,0.598,0
59,0.614,0
60,0.639,0
61,0.645,0
62,0.649,0
63,0.656,0
64,0.661,0
65,0.681,0
66,0.703,0
67,0.718,0
68,0.715,0
69,0.715,0
70,0.728,0
71,0.737,0
72,0.75,0
73,0.777,0
74,0.808,0
75,0.83,0
76,0.848,0
77,0.867,0
78,0.888,0
79,0.908,0
80,0.917,0
81,0.917,0
82,0.932,0
83,0.951,0
84,0.96,0
85,0.968,0
86,0.971,0
87,0.966,0
88,0.965,0
89,0.977,0
90,0.995,0
91,1.001,0
92,1.015,0
93,1.028,0
94,1.064,0
95,1.097,0
96,1.116,0
97,1.137,0
98,1.144,0
99,1.156,0
100,1.17,0
101,1.203,0
102,1.229,0
103,1.245,0
103.2,1.248,0
104,1.252,0.001
105,1.252,0.002
106,1.258,0.004
107,1.264,0.006
108,1.265,0.007
109,1.265,0.008
110,1.269,0.009
111,1.273,0.011
112,1.273,0.012
113,1.281,0.014
114,1.289,0.016
115,1.298,0.018
116,1.31,0.021
117,1.316,0.023
118,1.319,0.024
119,1.322,0.025
120,1.329,0.027
121,1.334,0.028
122,1.34,0.03
123,1.344,0.031
124,1.348,0.033
125,1.349,0.034
126,1.348,0.034
127,1.347,0.035
128,1.347,0.036
129,1.347,0.037
130,1.347,0.037
131,1.348,0.038
132,1.348,0.039
133,1.349,0.04
134,1.349,0.041
135,1.355,0.042
136,1.36,0.044
137,1.362,0.045
138,1.368,0.046
139,1.369,0.047
140,1.367,0.048
141,1.375,0.05
142,1.379,0.051
143,1.379,0.052
144,1.377,0.052
145,1.375,0.052
146,1.376,0.053
147,1.375,0.054
148,1.369,0.054
149,1.363,0.053
150,1.357,0.053
151,1.35,0.053
152,1.344,0.052
153,1.339,0.052
154,1.338,0.053
155,1.337,0.053
156,1.335,0.054
157,1.331,0.054
158,1.329,0.054
159,1.326,0.054
160,1.321,0.054
161,1.315,0.054
162,1.307,0.053
163,1.3,0.053
164,1.292,0.052
165,1.285,0.052
166,1.28,0.052
167,1.274,0.051
168,1.269,0.051
169,1.265,0.051
170,1.26,0.051
171,1.252,0.05
171.8,1.247,0.05
172,1.245,0.05
173,1.238,0.05
174,1.237,0.05
175,1.231,0.05
176,1.225,0.05
177,1.219,0.05
178,1.208,0.05
179,1.199,0.05
180,1.191,0.05
181,1.189,0.05
182,1.18,0.05
183,1.162,0.05
184,1.146,0.05
