day,chau_z,chau_h
0,0,0
0.2,0.1,0
1,0.153,0
2,0.26,0
3,0.366,0
4,0.403,0
4.5,0.43,0
5,0.43,0
6,0.43,0
7,0.43,0
8,0.328,0
9,0.331,0
10,0.385,0
10.5,0.43,0
11,0.441,0
11.4,0.468,0
12,0.468,0
13,0.468,0
14,0.468,0
14.2,0.43,0
15,0.384,0
16,0.318,0
17,0.324,0
18,0.412,0
18.2,0.43,0
19,0.458,0
19.2,0.468,0
20,0.484,0
21,0.528,0
22,0.571,0
23,0.59,0
24,0.516,0
24.4,0.468,0
25,0.436,0
26,0.43,0
27,0.43,0
28,0.43,0
29,0.424,0
30,0.378,0
31,0.392,0
32,0.409,0
32.7,0.43,0
33,0.43,0
34,0.43,0
35,0.43,0
36,0.43,0
37,0.43,0
37.4,0.468,0
38,0.501,0
39,0.532,0
40,0.561,0
41,0.598,0
42,0.614,0
43,0.632,0
44,0.643,0
45,0.638,0
46,0.633,0
47,0.633,0
48,0.621,0
48.9,0.598,0
49,0.588,0
50,0.486,0
51,0.502,0
52,0.523,0
53,0.486,0
54,0.598,0
55,0.61,0
56,0.61,0
57,0.648,0
58,0.687,0
59,0.715,0
60,0.756,0
61,0.768,0
62,0.773,0
63,0.785,0
64,0.793,0
65,0.826,0
66,0.864,0
67,0.888,0
68,0.883,0
69,0.88,0
70,0.903,0
71,0.916,0
72,0.938,0
73,0.982,0
73.7,0.998,0
74,1.005,0
75,1.019,0
76,1.031,0
77,1.043,0
78,1.058,0
79,1.071,0
80,1.077,0
81,1.075,0
82,1.085,0
83,1.098,0
84,1.104,0
85,1.109,0
86,1.11,0
87,1.105,0
88,1.104,0
89,1.111,0
90,1.124,0
91,1.127,0
92,1.137,0
93,1.145,0
94,1.171,0
95,1.195,0
96,1.209,0
97,1.223,0
98,1.228,0
99,1.236,0
100,1.246,0
101,1.27,0
102,1.29,0
103,1.301,0
104,1.315,0
105,1.319,0
106,1.333,0
107,1.347,0
108,1.353,0
109,1.355,0
110,1.366,0
111,1.377,0
112,1.379,0
113,1.397,0
113,1.398,0
114,1.407,0
115,1.417,0.001
116,1.429,0.001
117,1.437,0.002
118,1.442,0.002
119,1.446,0.002
120,1.454,0.002
121,1.461,0.003
122,1.468,0.003
123,1.473,0.003
124,1.479,0.004
125,1.481,0.004
126,1.482,0.004
127,1.483,0.004
128,1.485,0.004
129,1.487,0.004
130,1.488,0.004
131,1.491,0.004
132,1.493,0.005
133,1.495,0.005
134,1.496,0.005
135,1.503,0.005
136,1.509,0.005
137,1.513,0.006
138,1.52,0.006
139,1.523,0.006
140,1.523,0.006
141,1.531,0.007
142,1.536,0.007
143,1.538,0.007
144,1.537,0.007
145,1.536,0.007
146,1.539,0.007
147,1.54,0.007
148,1.536,0.007
149,1.532,0.007
150,1.527,0.007
151,1.522,0.007
152,1.518,0.007
153,1.515,0.007
154,1.515,0.007
155,1.515,0.007
156,1.515,0.007
157,1.513,0.007
158,1.512,0.007
159,1.51,0.007
160,1.507,0.007
161,1.503,0.007
162,1.497,0.007
163,1.492,0.007
164,1.486,0.007
165,1.48,0.007
166,1.477,0.007
167,1.473,0.007
168,1.469,0.007
169,1.466,0.007
170,1.463,0.007
171,1.457,0.007
172,1.453,0.007
173,1.45,0.007
174,1.449,0.007
175,1.446,0.007
176,1.444,0.007
177,1.441,0.007
178,1.436,0.007
179,1.432,0.007
180,1.429,0.007
181,1.427,0.007
182,1.424,0.007
183,1.416,0.006
184,1.41,0.006
