day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,24,24,0.109,12,-0.5,1.48,1.48,0,0,1250,1,0,0,0.0861948,1,0.0861948,0,0,0,0,0,0,0.0861948,0.0861948,0,3.42195,12.6811,1,0.0861948,-0.329672,12.6811,17.1704,4.48931,0,0
1.16423,3.94148,27.9415,0.109,17.1239,-1.3,1.48,1.48,0,0,1250,1,0,0.0582397,0.0228052,1,0.109,0,0,0,0,0,0,0.0228052,0.109,0,3.42195,12.4812,1,0.0678693,-0.479898,12.4812,19.7136,7.23244,0,0
2,20.0585,48,0.492,43.2,-1.3,1.77,1.89,0,0,7897,1,52,0.0736486,0.0113727,1,0.120373,0,0,0,0,0,0,0.0113727,0.120373,1,3.42195,12.4812,1,0.0113727,-0.321467,12.4812,16.9586,4.47739,0,0
3,24,72,0.492,122.4,-3.3,1.77,1.89,0,0,7897,1,52,0.0796659,0.065936,1,0.186309,0,0,0,0,0,0,0.065936,0.186309,1,3.42195,12.2866,1,0.065936,-0.404414,12.2866,33.9823,21.6957,0,0
4,24,96,0.492,122.4,1.8,1.77,1.89,0,0,7897,1,52,0.114553,-0.0985997,1,0.087709,0,0,0,0,0,0,-0.0985997,0.087709,1,3.42195,12.0971,1,-0.0985997,-0.371174,12.0971,-20.3463,-32.4434,-0,0
5,24,120,0.109,122.4,4,1.48,1.48,0,0,1250,1,0,0.0592628,-1.52464,0,0.01,0,0,0,0,0,0,-1.52464,0,0,3.42195,11.9125,1,-1.52464,nan,11.9125,8.77541,-79.4085,0,0
6,24,144,0.109,122.4,4.5,1.48,1.48,0,0,1250,1,0,0.00675676,-13.0125,0,0.01,0,0,0,0,0,0,-13.0125,0,0,3.42195,11.7326,1,-13.0125,nan,11.7326,1.02521,-677.733,0,0
6.06829,1.63904,145.639,0.109,128.137,-3.5,1.48,1.48,0,0,1250,1,0,0.00675676,0.099,1,0.109,0,0,0,0,0,0,0.099,0.099,0,3.42195,11.5573,1,0.336328,-0.578228,11.5573,87.0588,75.5015,0,0
7,22.361,168,0.492,206.4,-3.5,1.77,1.89,0,0,7897,1,52,0.0736486,0.0736788,1,0.182679,0,0,0,0,0,0,0.0736788,0.172679,1,3.42195,11.5573,1,0.0736788,-0.384796,11.5573,37.5777,26.0204,0,0
8,24,192,0.492,206.4,0.3,1.77,1.89,0,0,7897,1,52,0.112632,-0.0436234,1,0.139055,0,0,0,0,0,0,-0.0436234,0.129055,1,3.42195,11.3863,1,-0.0436234,-0.41673,11.3863,-2.96761,-14.3539,-0,0
