day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,24,24,0.15,7.2,-0.3,1.48,1.48,0,0,1250,1,0,0,0.0762625,1,0.0762625,0,0,0,0,0,0,0.0762625,0.0762625,0,4.31341,7.672,0.581743,0.0762625,-0.223565,7.672,11.644,3.972,0,0.025
2,24,48,0.15,19.2,-0.5,1.48,1.48,0,0,1250,1,0,0.0515287,0.0197221,1,0.0959845,0,0,0,0,0,0,0.0197221,0.0959845,0,4.31341,7.56512,0.581743,0.0197221,-0.317497,7.56512,8.59231,1.02719,0,0.025
3,24,72,0.15,38.4,-0.8,1.48,1.48,0,0,1250,1,0,0.0648544,0.0470072,1,0.142992,0,0,0,0,0,0,0.0470072,0.142992,0,4.31341,7.46065,0.581743,0.0470072,-0.382221,7.46065,9.90894,2.44829,0,0.025
3.50441,12.1058,84.1058,0.15,48.0847,-0.8,1.48,1.48,0,0,1250,1,0,0.096616,0.00700831,1,0.15,0,0,0,0,0,0,0.00700831,0.15,0,4.31341,7.35849,0.581743,0.0115337,-0.4388,7.35849,8.08214,0.72365,0,0.025
4,11.8942,96,0.6,57.6,-0.8,1.77,1.89,0,0,7897,1,52,0.101351,0.000781362,1,0.150781,0,0,0,0,0,0,0.000781362,0.150781,1,4.31341,7.35849,0.581743,0.000781362,-0.394973,7.35849,7.87727,0.518777,0,0.025
5,24,120,0.6,84,-1.1,1.77,1.89,0,0,7897,1,52,0.101765,0.00996167,1,0.160743,0,0,0,0,0,0,0.00996167,0.160743,1,4.31341,7.25858,0.581743,0.00996167,-0.416692,7.25858,10.5364,3.27781,0,0.025
6,24,144,0.6,115.2,-1.3,1.77,1.89,0,0,7897,1,52,0.107035,0.0139212,1,0.174664,0,0,0,0,0,0,0.0139212,0.174664,1,4.31341,7.16084,0.581743,0.0139212,-0.440278,7.16084,11.7415,4.58066,0,0.025
7,24,168,0.6,153.6,-1.6,1.77,1.89,0,0,7897,1,52,0.114401,0.0192237,1,0.193888,0,0,0,0,0,0,0.0192237,0.193888,1,4.31341,7.0652,0.581743,0.0192237,-0.473132,7.0652,13.3906,6.3254,0,0.025
8,24,192,0.6,196.8,-1.8,1.77,1.89,0,0,7897,1,52,0.124572,0.020863,1,0.214751,0,0,0,0,0,0,0.020863,0.214751,1,4.31341,6.97159,0.581743,0.020863,-0.512935,6.97159,13.8364,6.86479,0,0.025
9,24,216,0.6,247.2,-2.1,1.77,1.89,0,0,7897,1,52,0.135611,0.0240446,1,0.238796,0,0,0,0,0,0,0.0240446,0.238796,1,4.31341,6.87995,0.581743,0.0240446,-0.557564,6.87995,14.7916,7.91168,0,0.025
10,24,240,0.6,302.4,-2.3,1.77,1.89,0,0,7897,1,52,0.148333,0.0245134,1,0.263309,0,0,0,0,0,0,0.0245134,0.263309,1,4.31341,6.79022,0.581743,0.0245134,-0.605849,6.79022,14.8561,8.06592,0,0.025
11,24,264,0.6,364.8,-2.6,1.77,1.89,0,0,7897,1,52,0.161303,0.0265719,1,0.289881,0,0,0,0,0,0,0.0265719,0.289881,1,4.31341,6.70234,0.581743,0.0265719,-0.656667,6.70234,15.4456,8.74326,0,0.025
12,24,288,0.6,432,-2.8,1.77,1.89,0,0,7897,1,52,0.175362,0.0265492,1,0.31643,0,0,0,0,0,0,0.0265492,0.31643,1,4.31341,6.61625,0.581743,0.0265492,-0.709527,6.61625,15.3521,8.73581,0,0.025
13,24,312,0.6,506.4,-3.1,1.77,1.89,0,0,7897,1,52,0.18941,0.028016,1,0.344446,0,0,0,0,0,0,0.028016,0.344446,1,4.31341,6.5319,0.581743,0.028016,-0.763836,6.5319,15.7503,9.21844,0,0.025
14,24,336,0.6,585.6,-3.3,1.77,1.89,0,0,7897,1,52,0.204233,0.0277994,1,0.372246,0,0,0,0,0,0,0.0277994,0.372246,1,4.31341,6.44923,0.581743,0.0277994,-0.8194,6.44923,15.5964,9.14717,0,0.025
15,24,360,0.6,669.6,-3.5,1.77,1.89,0,0,7897,1,52,0.218942,0.0276586,1,0.399904,0,0,0,0,0,0,0.0276586,0.399904,1,4.31341,6.3682,0.581743,0.0276586,-0.874611,6.3682,15.469,9.10082,0,0.025
16,24,384,0.6,760.8,-3.8,1.77,1.89,0,0,7897,1,52,0.233576,0.0287704,1,0.428674,0,0,0,0,0,0,0.0287704,0.428674,1,4.31341,6.28876,0.581743,0.0287704,-0.930799,6.28876,15.7554,9.46665,0,0.025
17,24,408,0.6,856.8,-4,1.77,1.89,0,0,7897,1,52,0.248798,0.028546,1,0.45722,0,0,0,0,0,0,0.028546,0.45722,1,4.31341,6.21086,0.581743,0.028546,-0.987879,6.21086,15.6037,9.39281,0,0.025
18,24,432,0.6,957.6,-4.2,1.77,1.89,0,0,7897,1,52,0.263902,0.0283861,1,0.485607,0,0,0,0,0,0,0.0283861,0.485607,1,4.31341,6.13445,0.581743,0.0283861,-1.04458,6.13445,15.4747,9.34021,0,0.025
19,24,456,0.6,1063.2,-4.4,1.77,1.89,0,0,7897,1,52,0.278921,0.0282747,1,0.513881,0,0,0,0,0,0,0.0282747,0.513881,1,4.31341,6.0595,0.581743,0.0282747,-1.10101,6.0595,15.3631,9.30357,0,0.025
20,24,480,0.6,1176,-4.7,1.77,1.89,0,0,7897,1,52,0.293881,0.0291687,1,0.54305,0,0,0,0,0,0,0.0291687,0.54305,1,4.31341,5.98597,0.581743,0.0291687,-1.15823,5.98597,15.5837,9.5977,0,0.025
21,24,504,0.6,1288.8,-4.7,1.77,1.89,0,0,7897,1,52,0.309314,0.0271581,1,0.570208,0,0,0,0,0,0,0.0271581,0.570208,1,4.31341,5.91381,0.581743,0.0271581,-1.21434,5.91381,14.85,8.93616,0,0.025
