day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,24,24,0.18,14.4,-0.6,1.57,1.57,0,0,1250,1,0,0,0.147473,1,0.147473,0,0,0,0,0,0,0.147473,0.147473,0,4.10366,5.09428,0.389379,0.147473,-0.245284,5.09428,12.7752,7.68091,0,0.05
1.07135,1.71234,25.7123,0.18,19.537,-3,1.57,1.57,0,0,1250,1,0,0.0939321,0.0325266,1,0.18,0,0,0,0,0,0,0.0325266,0.18,0,4.10366,5.02137,0.389379,0.241034,-0.632391,5.02137,28.7657,23.7443,0,0.05
2,22.2877,48,0.5,86.4,-3,1.65,1.7,0,0,6877,1,42,0.11465,0.0576104,1,0.23761,0,0,0,0,0,0,0.0576104,0.23761,1,4.10366,5.02137,0.389379,0.0576104,-0.463693,5.02137,22.7974,17.776,0,0.05
3,24,72,0.5,177.6,-3.8,1.65,1.7,0,0,6877,1,42,0.148538,0.0622132,1,0.299824,0,0,0,0,0,0,0.0622132,0.299824,1,4.10366,4.95016,0.389379,0.0622132,-0.584518,4.95016,22.7768,17.8267,0,0.05
4,24,96,0.5,177.6,0.6,1.65,1.7,0,0,6877,1,42,0.185134,-0.0288871,1,0.270936,0,0,0,0,0,0,-0.0288871,0.270936,1,4.10366,4.88059,0.389379,-0.0288871,-0.617602,4.88059,-3.39678,-8.27737,-0,0.05
5,24,120,0.5,331.2,-6.4,1.65,1.7,0,0,6877,1,42,0.168142,0.0968046,1,0.367741,0,0,0,0,0,0,0.0968046,0.367741,1,4.10366,4.8126,0.389379,0.0968046,-0.685282,4.8126,32.5512,27.7385,0,0.05
6,24,144,0.5,494.4,-6.8,1.65,1.7,0,0,6877,1,42,0.225086,0.0790031,1,0.446744,0,0,0,0,0,0,0.0790031,0.446744,1,4.10366,4.74615,0.389379,0.0790031,-0.860858,4.74615,27.3838,22.6377,0,0.05
6.96214,23.0914,167.091,0.5,630.639,-5.9,1.65,1.7,0,0,6877,1,42,0.271558,0.0532559,1,0.5,0,0,0,0,0,0,0.0532559,0.5,1,4.10366,4.68117,0.389379,0.0552083,-0.994842,4.68117,20.5416,15.8605,0,0.05
7,0.908583,168,0.75,636,-5.9,2.33,2.43,0,0,9125,1,42,0.302885,0.00147153,1,0.501472,0,0,0,0,0,0,0.00147153,0.501472,2,4.10366,4.68117,0.389379,0.00147153,-1.47396,4.68117,19.4599,14.7787,0,0.05
