day,chau_z,chau_h
0,0,0
1,0.075,0
1.4,0.109,0
2,0.113,0
3,0.175,0
3.6,0.109,0
3.7,0,0
4,0,0
5,0,0
6,0,0
6.1,0.109,0
7,0.174,0
8,0.122,0
8.1,0.109,0
8.2,0,0
9,0,0
10,0,0
10.5,0.109,0
11,0.11,0
11,0.109,0
12,0.008,0
12.1,0.109,0
13,0.2,0
14,0.132,0
14.6,0.109,0
15,0.019,0
15,0,0
16,0,0
17,0,0
18,0.09,0
18.2,0,0
19,0,0
20,0,0
20.3,0.109,0
21,0.127,0
21.2,0.109,0
21.3,0,0
22,0,0
22.1,0.109,0
23,0.235,0
24,0.367,0
25,0.492,0
26,0.533,0
27,0.535,0
27.9,0.492,0
28,0.485,0
29,0.455,0
30,0.48,0
30.3,0.492,0
31,0.509,0
32,0.518,0
33,0.497,0
33.4,0.492,0
34,0.478,0
35,0.461,0
36,0.439,0
37,0.424,0
38,0.428,0
39,0.476,0
40,0.45,0
41,0.492,0
42,0.533,0
43,0.556,0
44,0.565,0
45,0.556,0
46,0.573,0
47,0.599,0
48,0.622,0
49,0.628,0
50,0.633,0
51,0.616,0
52,0.634,0
53,0.711,0
54,0.78,0
55,0.812,0
56,0.878,0
56.9,0.942,0
57,0.944,0
58,0.983,0.003
59,1.012,0.005
60,1.036,0.007
61,1.056,0.009
62,1.065,0.01
63,1.077,0.011
64,1.101,0.012
65,1.117,0.014
66,1.132,0.015
67,1.161,0.017
68,1.188,0.019
69,1.207,0.021
70,1.225,0.022
71,1.245,0.024
72,1.26,0.025
73,1.274,0.026
74,1.282,0.027
75,1.291,0.028
76,1.312,0.029
77,1.337,0.031
78,1.354,0.033
79,1.366,0.034
80,1.392,0.036
81,1.414,0.037
82,1.428,0.039
83,1.44,0.04
84,1.458,0.041
85,1.472,0.042
86,1.491,0.044
87,1.514,0.045
88,1.529,0.046
89,1.534,0.047
90,1.54,0.048
91,1.556,0.049
92,1.574,0.05
93,1.59,0.052
94,1.604,0.053
95,1.615,0.054
96,1.626,0.054
97,1.633,0.055
98,1.642,0.056
99,1.656,0.057
100,1.675,0.058
101,1.69,0.06
102,1.704,0.061
103,1.718,0.062
104,1.729,0.063
105,1.734,0.063
106,1.739,0.064
107,1.75,0.065
108,1.751,0.065
109,1.758,0.066
110,1.762,0.066
111,1.76,0.066
112,1.753,0.066
113,1.747,0.066
114,1.751,0.066
115,1.76,0.067
116,1.765,0.068
117,1.773,0.068
118,1.782,0.069
119,1.79,0.07
120,1.796,0.07
121,1.806,0.071
122,1.813,0.072
123,1.818,0.072
124,1.817,0.072
125,1.814,0.072
126,1.817,0.073
127,1.816,0.073
128,1.813,0.073
129,1.816,0.073
130,1.817,0.074
131,1.821,0.074
132,1.827,0.075
133,1.831,0.075
134,1.829,0.075
135,1.828,0.075
136,1.825,0.075
137,1.828,0.075
138,1.828,0.076
139,1.828,0.076
140,1.826,0.076
141,1.821,0.076
142,1.817,0.076
143,1.811,0.075
144,1.808,0.075
145,1.804,0.075
146,1.8,0.075
147,1.8,0.075
148,1.796,0.075
149,1.792,0.075
150,1.792,0.075
151,1.79,0.075
152,1.789,0.076
153,1.791,0.076
154,1.787,0.076
155,1.785,0.076
156,1.781,0.076
157,1.779,0.076
158,1.779,0.076
159,1.779,0.076
160,1.775,0.076
161,1.768,0.076
162,1.763,0.075
163,1.759,0.075
164,1.754,0.075
