day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.230847,5.54032,5.54032,0.13,9.97258,-1.8,1.48,1.48,0,0,1250,1,0,0,0.13,1,0.13,0,0,0,0,0,0,0.13,0.13,0,2.32073,11.6542,1,0.226963,-0.450724,11.6542,40.9846,29.3304,0,0
1,18.4597,24,0.44,43.2,-1.8,2.19,2.29,0,0,9071,1,44,0.0878378,0.0163565,1,0.146356,0,0,0,0,0,0,0.0163565,0.146356,1,2.32073,11.6542,1,0.0163565,-0.44237,11.6542,19.6917,8.03749,0,0
2,24,48,0.44,146.4,-4.3,2.19,2.29,0,0,9071,1,44,0.0949804,0.0724447,1,0.218801,0,0,0,0,0,0,0.0724447,0.218801,1,2.32073,11.4283,1,0.0724447,-0.537692,11.4283,38.8094,27.3811,0,0
3,24,72,0.44,297.6,-6.3,2.19,2.29,0,0,9071,1,44,0.126616,0.0851339,1,0.303935,0,0,0,0,0,0,0.0851339,0.303935,1,2.32073,11.2102,1,0.0851339,-0.694693,11.2102,43.3873,32.1771,0,0
4,24,96,0.44,376.8,-3.3,2.19,2.29,0,0,9071,1,44,0.163792,0.0226418,1,0.326577,0,0,0,0,0,0,0.0226418,0.326577,1,2.32073,10.9996,1,0.0226418,-0.801912,10.9996,19.5572,8.55765,0,0
5,24,120,0.44,516,-5.8,2.19,2.29,0,0,9071,1,44,0.173679,0.0541596,1,0.380737,0,0,0,0,0,0,0.0541596,0.380737,1,2.32073,10.796,1,0.0541596,-0.878175,10.796,31.2661,20.4701,0,0
6,24,144,0.44,576,-2.5,2.19,2.29,0,0,9071,1,44,0.19733,0.00528202,1,0.386019,0,0,0,0,0,0,0.00528202,0.386019,1,2.32073,10.5992,1,0.00528202,-0.937096,10.5992,12.5955,1.99638,0,0
7,24,168,0.44,576,3,2.19,2.29,0,0,9071,1,44,0.199636,-0.0706267,1,0.315392,0,0,0,0,0,0,-0.0706267,0.315392,1,2.32073,10.4087,1,-0.0706267,-0.871247,10.4087,-16.2853,-26.694,-0,0
8,24,192,0.44,576,5.3,2.19,2.29,0,0,9071,1,44,0.168795,-0.126358,1,0.189034,0,0,0,0,0,0,-0.126358,0.189034,1,2.32073,10.2243,1,-0.126358,-0.673774,10.2243,-37.5339,-47.7582,-0,0
9,24,216,0.44,600,-1,2.19,2.29,0,0,9071,1,44,0.113617,-0.0031501,1,0.185883,0,0,0,0,0,0,-0.0031501,0.185883,1,2.32073,10.0457,1,-0.0031501,-0.543793,10.0457,8.85513,-1.19061,0,0
10,24,240,0.44,696,-4,2.19,2.29,0,0,9071,1,44,0.112241,0.0585303,1,0.244414,0,0,0,0,0,0,0.0585303,0.244414,1,2.32073,9.87269,1,0.0585303,-0.598716,9.87269,31.9947,22.122,0,0
11,24,264,0.44,900,-8.5,2.19,2.29,0,0,9071,1,44,0.1378,0.112782,1,0.357196,0,0,0,0,0,0,0.112782,0.357196,1,2.32073,9.70492,1,0.112782,-0.769584,9.70492,52.3318,42.6269,0,0
11.8743,20.9838,284.984,0.44,1095.15,-9.3,2.19,2.29,0,0,9071,1,44,0.18705,0.0828042,1,0.44,0,0,0,0,0,0,0.0828042,0.44,1,2.32073,9.54218,1,0.093372,-0.975308,9.54218,45.3372,35.795,0,0
12,3.01617,288,0.54,1123.2,-9.3,1.48,1.48,0,0,1250,1,0,0.223209,0.0681143,1,0.508114,0,0,0,0,0,0,0.0681143,0.508114,2,2.32073,9.54218,1,0.0681143,-0.751838,9.54218,37.771,28.2288,0,0
12.1201,2.882,290.882,0.54,1141.93,-6.5,1.48,1.48,0,0,1250,1,0,0.269232,0.0318857,1,0.54,0,0,0,0,0,0,0.0318857,0.54,2,2.32073,9.38426,1,0.192992,-1.1701,9.38426,23.2139,13.8297,0,0
