day,chau_z,chau_h
0,0,0
1,-1.7,0.18
2,-2.7,0.192
2.2,0.8,0.18
2.5,0.8,0
3,0.8,0
3.4,-4.1,0.18
4,-4.1,0.207
5,-7.8,0.303
6,-4.1,0.318
7,-1.6,0.294
8,0,0.245
9,-0.8,0.213
10,-7.6,0.307
11,2.2,0.219
11.3,3,0.18
11.5,3,0
12,3,0
13,15.5,0
14,8.8,0
15,3.9,0
16,2,0
17,6.8,0
17.4,-3.8,0.18
18,-3.8,0.21
19,-3.6,0.243
20,-2.9,0.258
21,-3,0.273
22,0.6,0.222
22.4,2.9,0.18
22.6,2.9,0
23,2.9,0
24,5.5,0
25,4.1,0
26,-0.7,0.114
27,-1,0.122
27.4,-2.4,0.18
28,-2.4,0.193
29,-3.5,0.234
30,-8.8,0.347
31,-8.1,0.42
32,-0.8,0.396
33,1.1,0.347
34,-10.5,0.448
34.5,-10.7,0.48
35,-10.7,0.503
36,-13,0.559
37,-11.4,0.602
38,-5,0.61
39,-2.1,0.603
40,-0.3,0.587
41,-12.9,0.636
42,-8.1,0.659
43,-1.4,0.649
44,-2.3,0.643
45,-0.3,0.629
46,1,0.607
47,2.3,0.579
48,-1.1,0.569
49,-8.1,0.597
50,-12.4,0.644
51,-10.9,0.682
52,-0.7,0.67
53,3.3,0.639
54,2.6,0.611
55,2,0.586
56,-0.4,0.573
57,-6.4,0.593
58,-3.5,0.597
59,-5.8,0.613
60,-5.1,0.626
61,-1.2,0.618
62,-8.1,0.645
63,-8.9,0.675
64,2,0.652
65,-9.2,0.683
66,-9.9,0.716
67,-5.4,0.728
68,-5.6,0.74
69,-4.4,0.747
70,-8,0.77
71,-9.5,0.798
72,-11.5,0.833
73,-19,0.896
73.1,-16.9,0.9
74,-16.9,0.927
75,-14.3,0.95
76,-10.3,0.965
77,-10.3,0.979
78,-23,1.019
79,-20.8,1.053
80,-16,1.077
81,-24.7,1.117
82,-17.5,1.143
83,-10.1,1.154
84,-14.4,1.174
85,-22.9,1.207
86,-21.2,1.237
87,-18.2,1.262
88,-20.3,1.289
89,-6.8,1.294
90,-11.9,1.307
91,-25.7,1.342
92,-16.4,1.362
93,-15.7,1.381
94,-14.3,1.397
95,-4.2,1.397
96,0.8,1.39
97,0.3,1.384
98,-4.5,1.385
99,-3.4,1.385
100,-15.5,1.403
101,-10.8,1.414
102,-15.2,1.432
103,-5.5,1.434
104,-10.3,1.444
105,-10.1,1.454
105.3,-22.5,1.461
106,-22.5,1.471
107,-19.6,1.484
108,-26.1,1.502
109,-25.5,1.519
110,-25.4,1.535
111,-26.8,1.553
112,-15,1.561
113,-7.4,1.564
114,-0.2,1.562
115,-0.5,1.559
116,-4.7,1.56
117,-5.2,1.561
118,-8.5,1.565
119,-13.3,1.572
120,-23.1,1.587
121,-20.8,1.6
122,-16.1,1.609
123,-12.8,1.616
124,-3.5,1.616
125,-9.1,1.62
126,-22.4,1.634
127,-10.5,1.639
128,-9.4,1.643
129,-19.3,1.654
130,-7.2,1.657
131,-2.5,1.656
132,-15.9,1.665
133,-13.8,1.673
134,-3.9,1.673
135,-7.9,1.677
136,-18.2,1.687
137,-10.5,1.692
138,-4.9,1.693
139,1.6,1.69
140,0.9,1.687
141,-5,1.688
142,-5.4,1.69
143,2.6,1.686
144,3.5,1.681
145,4.2,1.676
146,3.5,1.672
147,4.2,1.667
148,5.4,1.661
149,2.6,1.657
150,1,1.654
151,7.4,1.647
152,6.4,1.64
153,-3.1,1.64
154,-5.8,1.642
155,-3.6,1.643
156,-1.5,1.642
157,-4.9,1.644
158,-5.6,1.646
159,-3.6,1.647
160,-5,1.648
161,-4.1,1.649
162,-0.7,1.648
163,1.2,1.645
164,4.2,1.64
165,5.9,1.634
166,4.9,1.629
167,0.2,1.627
168,8.7,1.619
169,6.9,1.612
170,-4.9,1.614
171,-3,1.615
172,5.4,1.609
173,8.6,1.601
174,11.6,1.591
175,10.4,1.581
176,9,1.573
177,5.7,1.567
178,2.4,1.563
179,3.7,1.559
180,3.8,1.555
181,9.4,1.546
182,13.8,1.534
183,9.4,1.525
184,5.9,1.519
185,6.8,1.512
186,6.8,1.505
187,6.7,1.498
188,11.6,1.488
189,13.5,1.476
190,10.9,1.465
190.5,10.3,1.461
191,10.3,1.452
