day,chau_z,chau_h
0,0,0
0.4,0.13,0
1,0.136,0
2,0.188,0
3,0.134,0
3.1,0.13,0
3.2,0,0
4,0,0
5,0,0
6,0,0
7,0,0
7.2,0.13,0
8,0.165,0
9,0.211,0
10,0.23,0
11,0.202,0
12,0.177,0
12.8,0.13,0
12.9,0,0
13,0,0
13.2,0.13,0
14,0.17,0
15,0.214,0
16,0.184,0
17,0.229,0
18,0.294,0
19,0.291,0
20,0.322,0
21,0.285,0
22,0.291,0
23,0.3,0
24,0.284,0
25,0.3,0
26,0.306,0
27,0.296,0
28,0.317,0
29,0.311,0
30,0.399,0
30.7,0.44,0
31,0.54,0
32,0.573,0.001
33,0.59,0.001
34,0.601,0.002
35,0.583,0.001
36,0.583,0.002
37,0.605,0.002
38,0.627,0.003
39,0.63,0.003
40,0.619,0.003
41,0.608,0.003
42,0.602,0.003
43,0.605,0.003
44,0.609,0.003
45,0.621,0.003
46,0.648,0.004
47,0.649,0.004
48,0.646,0.004
49,0.655,0.005
50,0.679,0.005
51,0.689,0.005
52,0.688,0.006
53,0.708,0.006
54,0.732,0.007
55,0.748,0.007
56,0.762,0.007
57,0.768,0.007
58,0.765,0.008
59,0.773,0.008
60,0.814,0.009
61,0.856,0.009
62,0.882,0.01
63,0.912,0.01
64,0.966,0.011
65,1.026,0.012
66,1.082,0.013
67,1.122,0.014
68,1.153,0.015
69,1.166,0.015
70,1.188,0.015
71,1.229,0.016
72,1.263,0.016
73,1.288,0.017
74,1.322,0.017
75,1.353,0.018
76,1.383,0.018
77,1.408,0.019
78,1.433,0.019
79,1.455,0.02
80,1.477,0.02
81,1.494,0.02
82,1.511,0.021
83,1.537,0.021
84,1.571,0.022
85,1.6,0.022
86,1.617,0.022
87,1.65,0.023
88,1.68,0.023
89,1.702,0.023
90,1.72,0.024
91,1.748,0.024
92,1.77,0.024
93,1.795,0.025
94,1.829,0.025
95,1.851,0.026
96,1.858,0.026
97,1.868,0.026
98,1.89,0.026
99,1.914,0.027
100,1.935,0.027
101,1.954,0.027
102,1.969,0.027
103,1.984,0.028
104,1.997,0.028
105,2.015,0.028
106,2.033,0.028
107,2.062,0.029
107.3,2.069,0.029
108,2.085,0.029
109,2.104,0.029
110,2.124,0.029
111,2.138,0.029
112,2.147,0.029
113,2.157,0.029
114,2.172,0.029
115,2.182,0.029
116,2.191,0.029
117,2.199,0.029
118,2.196,0.029
119,2.184,0.029
120,2.179,0.029
121,2.191,0.029
122,2.207,0.029
123,2.219,0.029
124,2.231,0.029
125,2.243,0.029
126,2.259,0.029
127,2.273,0.029
128,2.287,0.03
129,2.301,0.03
130,2.31,0.03
131,2.312,0.03
132,2.313,0.03
133,2.323,0.03
134,2.326,0.03
135,2.324,0.03
136,2.328,0.03
137,2.332,0.03
138,2.338,0.03
139,2.35,0.03
140,2.355,0.03
141,2.357,0.03
142,2.356,0.03
143,2.354,0.03
144,2.356,0.03
145,2.36,0.03
146,2.363,0.03
147,2.36,0.03
148,2.357,0.03
149,2.357,0.03
150,2.357,0.03
151,2.358,0.03
152,2.355,0.03
153,2.353,0.03
154,2.356,0.03
155,2.353,0.03
156,2.351,0.03
157,2.356,0.03
158,2.355,0.03
159,2.358,0.03
160,2.365,0.03
161,2.364,0.03
162,2.364,0.03
163,2.36,0.03
164,2.361,0.03
165,2.362,0.03
166,2.362,0.03
167,2.359,0.03
168,2.351,0.03
169,2.346,0.03
170,2.339,0.03
171,2.33,0.03
172,2.322,0.03
173,2.311,0.03
174,2.303,0.03
175,2.299,0.03
176,2.297,0.03
177,2.293,0.03
178,2.287,0.03
179,2.285,0.03
180,2.287,0.03
181,2.289,0.03
182,2.288,0.03
183,2.285,0.03
184,2.281,0.03
185,2.269,0.03
186,2.267,0.03
187,2.263,0.03
188,2.256,0.03
