day,chau_z,chau_h
0,0,0
1,0.024,0
1,0.06,0
2,0.309,0
2.1,0.32,0
3,0.34,0
4,0.344,0
4.6,0.32,0
5,0.197,0
5.3,0.06,0
5.3,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0.027,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
18,0.06,0
19,0.257,0
19.4,0.32,0
20,0.35,0
21,0.398,0
22,0.399,0
23,0.375,0
24,0.386,0
25,0.415,0
26,0.487,0
27,0.536,0
28,0.543,0
29,0.599,0
30,0.656,0
31,0.69,0
32,0.725,0
32.5,0.75,0
33,0.773,0
34,0.784,0
35,0.777,0
36,0.776,0
37,0.763,0
38,0.781,0
39,0.791,0
40,0.783,0
41,0.793,0
42,0.788,0
43,0.771,0
44,0.753,0
45,0.761,0
46,0.797,0
47,0.842,0
48,0.884,0
49,0.908,0
50,0.953,0
51,1.004,0
52,1.05,0
52,1.05,0
53,1.068,0
54,1.087,0.001
55,1.109,0.001
56,1.129,0.002
57,1.139,0.002
58,1.151,0.002
59,1.155,0.002
60,1.17,0.003
61,1.188,0.003
62,1.205,0.003
63,1.215,0.003
64,1.217,0.004
65,1.219,0.004
66,1.233,0.004
67,1.251,0.004
68,1.271,0.005
69,1.286,0.005
70,1.295,0.005
71,1.302,0.005
72,1.315,0.006
73,1.318,0.006
74,1.331,0.006
75,1.334,0.006
76,1.342,0.008
77,1.349,0.009
78,1.351,0.009
79,1.352,0.009
80,1.354,0.01
81,1.363,0.011
82,1.372,0.012
83,1.375,0.013
84,1.38,0.014
85,1.386,0.015
86,1.387,0.015
87,1.384,0.015
88,1.381,0.015
89,1.379,0.015
90,1.375,0.014
91,1.368,0.014
92,1.363,0.013
93,1.36,0.013
94,1.358,0.013
95,1.354,0.013
96,1.351,0.013
97,1.349,0.013
98,1.345,0.012
99,1.342,0.012
100,1.338,0.012
101,1.334,0.012
101.7,1.331,0.011
102,1.328,0.011
102.5,1.331,0.011
103,1.333,0.012
104,1.333,0.012
105,1.332,0.012
106,1.336,0.013
107,1.338,0.013
108,1.334,0.013
109,1.333,0.013
110,1.336,0.013
111,1.34,0.014
112,1.34,0.014
113,1.336,0.014
114,1.331,0.013
115,1.331,0.013
116,1.32,0.013
117,1.31,0.013
118,1.302,0.013
119,1.292,0.013
120,1.28,0.013
121,1.268,0.013
122,1.257,0.012
123,1.249,0.012
124,1.24,0.012
125,1.229,0.012
126,1.216,0.012
127,1.205,0.012
128,1.192,0.012
