day,chau_z,chau_h
0,0,0
0.1,0.1,0
1,0.15,0
2,0.254,0
3,0.197,0
4,0.1,0
4,0.1,0
4.2,0,0
5,0,0
6,0,0
7,0,0
7.1,0.1,0
8,0.2,0
9,0.282,0
10,0.321,0
11,0.299,0
12,0.281,0
13,0.216,0
14,0.286,0
15,0.346,0
16,0.321,0
17,0.378,0
17.5,0.41,0
18,0.417,0
19,0.41,0
20,0.41,0
21,0.41,0
22,0.41,0
23,0.41,0
24,0.4,0
24.4,0.41,0
25,0.41,0
26,0.41,0
27,0.41,0
28,0.41,0
29,0.41,0
30,0.41,0
30.4,0.448,0
31,0.463,0
32,0.506,0
33,0.499,0
34,0.475,0
34.2,0.448,0
34.5,0.41,0
35,0.385,0
36,0.41,0
36.5,0.448,0
37,0.458,0
38,0.478,0
39,0.448,0
40,0.412,0
40,0.41,0
41,0.389,0
42,0.392,0
42.6,0.41,0
43,0.41,0
44,0.41,0
45,0.428,0
45.3,0.448,0
46,0.482,0
47,0.448,0
48,0.433,0
49,0.444,0
49.1,0.448,0
50,0.489,0
51,0.479,0
51.7,0.448,0
52,0.445,0
52.1,0.448,0
53,0.48,0
54,0.534,0
55,0.548,0
56,0.549,0
56.4,0.548,0
57,0.535,0
58,0.476,0
59,0.466,0
60,0.548,0
61,0.571,0
62,0.584,0
63,0.601,0
64,0.637,0
65,0.682,0
66,0.725,0
67,0.755,0
68,0.777,0
69,0.783,0
70,0.798,0
71,0.832,0
72,0.86,0
73,0.879,0
74,0.907,0
75,0.934,0
76,0.96,0
77,0.981,0
78,1.002,0
79,1.02,0
80,1.039,0
81,1.053,0
82,1.067,0
83,1.09,0
84,1.123,0
85,1.151,0
86,1.165,0
87,1.198,0
88,1.228,0
89,1.248,0
90,1.251,0.001
91,1.256,0.002
92,1.26,0.003
93,1.266,0.004
94,1.273,0.005
95,1.277,0.006
96,1.278,0.007
97,1.28,0.007
98,1.284,0.008
99,1.29,0.009
100,1.294,0.01
101,1.298,0.011
102,1.301,0.012
103,1.304,0.012
104,1.307,0.013
105,1.311,0.014
106,1.315,0.015
107,1.322,0.016
108,1.328,0.017
109,1.332,0.018
110,1.337,0.019
111,1.34,0.02
112,1.342,0.02
113,1.344,0.021
114,1.347,0.022
115,1.349,0.022
116,1.351,0.023
117,1.352,0.023
118,1.351,0.023
119,1.346,0.023
120,1.344,0.023
121,1.347,0.023
122,1.351,0.024
123,1.353,0.025
124,1.356,0.025
125,1.359,0.026
126,1.363,0.027
127,1.366,0.027
128,1.37,0.028
129,1.373,0.029
130,1.375,0.029
131,1.375,0.03
132,1.375,0.03
133,1.377,0.03
134,1.377,0.031
135,1.376,0.031
136,1.376,0.031
137,1.377,0.031
138,1.378,0.031
139,1.381,0.032
140,1.382,0.032
141,1.381,0.033
142,1.38,0.033
143,1.379,0.033
144,1.379,0.033
145,1.379,0.033
146,1.38,0.033
147,1.378,0.033
148,1.376,0.033
149,1.376,0.033
150,1.375,0.033
151,1.375,0.033
152,1.373,0.033
153,1.372,0.033
154,1.372,0.034
155,1.37,0.034
156,1.369,0.034
157,1.37,0.034
158,1.369,0.034
159,1.369,0.034
160,1.371,0.035
161,1.37,0.035
162,1.369,0.035
163,1.367,0.034
164,1.366,0.035
165,1.366,0.035
166,1.365,0.035
167,1.364,0.035
168,1.361,0.034
169,1.358,0.034
170,1.356,0.034
171,1.352,0.034
172,1.349,0.033
173,1.345,0.033
174,1.342,0.033
175,1.34,0.032
176,1.339,0.032
177,1.337,0.032
178,1.334,0.032
179,1.333,0.032
180,1.333,0.032
181,1.333,0.032
182,1.332,0.032
183,1.33,0.032
184,1.328,0.032
185,1.324,0.032
186,1.323,0.032
187,1.321,0.031
188,1.318,0.031
