day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108927,2.61425,2.61425,0.1,4.70565,-1.8,1.48,1.48,0,0,1250,1,0,0,0.1,1,0.1,0,0,0,0,0,0,0.1,0.1,0,2.32073,5.46513,0.468941,0.271649,-0.37658,5.46513,53.28,47.8149,0,0.038
1,21.3858,24,0.43,43.2,-1.8,1.77,1.89,0,0,7897,1,52,0.0675676,0.0462768,1,0.146277,0,0,0,0,0,0,0.0462768,0.146277,1,2.32073,5.46513,0.468941,0.0462768,-0.316482,5.46513,22.5535,17.0884,0,0.038
2,24,48,0.43,146.4,-4.3,1.77,1.89,0,0,7897,1,52,0.0920527,0.0951845,1,0.241461,0,0,0,0,0,0,0.0951845,0.241461,1,2.32073,5.35919,0.468941,0.0951845,-0.459431,5.35919,36.6789,31.3197,0,0.038
3,24,72,0.43,297.6,-6.3,1.77,1.89,0,0,7897,1,52,0.142415,0.0977965,1,0.339258,0,0,0,0,0,0,0.0977965,0.339258,1,2.32073,5.25693,0.468941,0.0977965,-0.652101,5.25693,37.4361,32.1791,0,0.038
4,24,96,0.43,376.8,-3.3,1.77,1.89,0,0,7897,1,52,0.194159,0.0337096,1,0.372967,0,0,0,0,0,0,0.0337096,0.372967,1,2.32073,5.15815,0.468941,0.0337096,-0.783307,5.15815,16.25,11.0918,0,0.038
4.91637,21.993,117.993,0.43,504.359,-5.8,1.77,1.89,0,0,7897,1,52,0.211995,0.0570326,1,0.43,0,0,0,0,0,0,0.0570326,0.43,1,2.32073,5.06269,0.468941,0.0618078,-0.878534,5.06269,25.5413,20.4787,0,0.038
5,2.00704,120,0.468,516,-5.8,0.03,0.03,0,0,649,1,1,0.242171,0.0177169,1,0.447717,0,0,0,0,0,0,0.0177169,0.447717,2,2.32073,5.06269,0.468942,0.0177169,-0.0479036,5.06269,10.7917,5.72896,0,0.038
6,24,144,0.468,576,-2.5,0.03,0.03,0,0,649,1,1,0.832734,-0.0280242,1,0.419693,0,0,0,0,0,0,-0.0280242,0.419693,2,2.32073,7.59471,0.716539,-0.0280242,-0.302792,7.59471,6.83689,-0.757821,0,0.038
7,24,168,0.43,576,3,1.77,1.89,0,0,7897,1,52,0.236717,-0.0559175,1,0.363775,0,0,0,0,0,0,-0.0559175,0.363775,1,2.32073,4.88107,0.468941,-0.0559175,-0.853707,4.88107,-13.5181,-18.3992,-0,0.038
8,24,192,0.43,576,5.3,1.77,1.89,0,0,7897,1,52,0.207131,-0.104285,1,0.25949,0,0,0,0,0,0,-0.104285,0.25949,1,2.32073,4.79461,0.468941,-0.104285,-0.693242,4.79461,-29.5195,-34.3141,-0,0.038
