day,site_z,site_h
0,0,0
1,-1.7,nan
2,-2.7,nan
2.2,0.8,nan
2.5,0.8,nan
3,0.8,nan
3.4,-4.1,nan
4,-4.1,nan
5,-7.8,nan
6,-4.1,nan
7,-1.6,nan
8,0,nan
9,-0.8,nan
10,-7.6,nan
11,2.2,nan
11.3,3,nan
11.5,3,nan
12,3,nan
13,15.5,nan
14,8.8,nan
15,3.9,nan
16,2,nan
17,6.8,nan
17.4,-3.8,nan
18,-3.8,nan
19,-3.6,nan
20,-2.9,nan
21,-3,nan
22,0.6,nan
22.4,2.9,nan
22.6,2.9,nan
23,2.9,nan
24,5.5,nan
25,4.1,nan
26,-0.7,nan
27,-1,nan
27.4,-2.4,nan
28,-2.4,nan
29,-3.5,0
30,-8.8,nan
31,-8.1,nan
32,-0.8,nan
33,1.1,nan
34,-10.5,nan
34.5,-10.7,nan
35,-10.7,nan
36,-13,nan
37,-11.4,0.55
38,-5,nan
39,-2.1,nan
40,-0.3,nan
41,-12.9,nan
42,-8.1,nan
43,-1.4,nan
44,-2.3,0.67
45,-0.3,nan
46,1,nan
47,2.3,nan
48,-1.1,nan
49,-8.1,nan
50,-12.4,nan
51,-10.9,nan
52,-0.7,0.68
53,3.3,nan
54,2.6,nan
55,2,nan
56,-0.4,nan
57,-6.4,nan
58,-3.5,nan
59,-5.8,0.66
60,-5.1,nan
61,-1.2,nan
62,-8.1,nan
63,-8.9,nan
64,2,nan
65,-9.2,nan
66,-9.9,nan
67,-5.4,nan
68,-5.6,nan
69,-4.4,nan
70,-8,nan
71,-9.5,nan
72,-11.5,0.809
73,-19,nan
73.1,-16.9,nan
74,-16.9,nan
75,-14.3,nan
76,-10.3,nan
77,-10.3,nan
78,-23,nan
79,-20.8,nan
80,-16,nan
81,-24.7,nan
82,-17.5,nan
83,-10.1,nan
84,-14.4,nan
85,-22.9,nan
86,-21.2,1.136
87,-18.2,nan
88,-20.3,nan
89,-6.8,nan
90,-11.9,nan
91,-25.7,nan
92,-16.4,nan
93,-15.7,nan
94,-14.3,nan
95,-4.2,nan
96,0.8,nan
97,0.3,nan
98,-4.5,nan
99,-3.4,nan
100,-15.5,nan
101,-10.8,1.356
102,-15.2,nan
103,-5.5,nan
104,-10.3,nan
105,-10.1,nan
105.3,-22.5,nan
106,-22.5,nan
107,-19.6,nan
108,-26.1,nan
109,-25.5,nan
110,-25.4,nan
111,-26.8,nan
112,-15,nan
113,-7.4,nan
114,-0.2,1.472
115,-0.5,nan
116,-4.7,nan
117,-5.2,nan
118,-8.5,nan
119,-13.3,nan
120,-23.1,nan
121,-20.8,nan
122,-16.1,nan
123,-12.8,nan
124,-3.5,nan
125,-9.1,nan
126,-22.4,nan
127,-10.5,nan
128,-9.4,nan
129,-19.3,1.6
130,-7.2,nan
131,-2.5,nan
132,-15.9,nan
133,-13.8,nan
134,-3.9,nan
135,-7.9,1.639
136,-18.2,nan
137,-10.5,nan
138,-4.9,nan
139,1.6,1.638
140,0.9,nan
141,-5,nan
142,-5.4,1.658
143,2.6,nan
144,3.5,nan
145,4.2,nan
146,3.5,1.677
147,4.2,nan
148,5.4,nan
149,2.6,1.678
150,1,nan
151,7.4,nan
152,6.4,nan
153,-3.1,nan
154,-5.8,nan
155,-3.6,nan
156,-1.5,1.68
157,-4.9,nan
158,-5.6,nan
159,-3.6,nan
160,-5,nan
161,-4.1,nan
162,-0.7,nan
163,1.2,1.67
164,4.2,nan
165,5.9,nan
166,4.9,nan
167,0.2,nan
168,8.7,nan
169,6.9,1.651
170,-4.9,nan
171,-3,nan
172,5.4,nan
173,8.6,nan
174,11.6,nan
175,10.4,nan
176,9,nan
177,5.7,1.643
178,2.4,nan
179,3.7,nan
180,3.8,nan
181,9.4,nan
182,13.8,nan
183,9.4,1.639
184,5.9,nan
185,6.8,nan
186,6.8,nan
187,6.7,nan
188,11.6,1.603
189,13.5,nan
190,10.9,1.585
190.5,10.3,nan
191,10.3,nan
