day,dt,hours,closest_int,FI,Ts,ku,kf,SP,a,Ls,S,Sr,Rf,dz0_imp,imp_1_vs_exp_0,dz0_sum,dh0,dh0_sum,dhs,dhs_sum,dh,h,dz,z,idx,gradT_p,flux,Cq,root_1,root_2,pos_flux,neg_flux,wat_flux,seg_flux,xps
0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.630359,15.1286,15.1286,0.18,25.7186,-1.7,1.48,1.48,0,0,1250,1,0,0,0.18,1,0.18,0,0,0,0,0,0,0.18,0.18,0,4.10366,13.0831,1,0.209647,-0.460842,13.0831,27.9556,14.8725,0,0
1,8.87139,24,0.48,40.8,-1.7,1.77,1.89,0,0,7897,1,52,0.121622,0.000971974,1,0.180972,0,0,0,0,0,0,0.000971974,0.180972,1,4.10366,13.0831,1,0.000971974,-0.475399,13.0831,13.9483,0.865217,0,0
2,24,48,0.48,105.6,-2.7,1.77,1.89,0,0,7897,1,52,0.122136,0.0245944,1,0.205566,0,0,0,0,0,0,0.0245944,0.205566,1,4.10366,12.8958,1,0.0245944,-0.52546,12.8958,20.9884,8.0926,0,0
3,24,72,0.48,105.6,0.8,1.77,1.89,0,0,7897,1,52,0.135149,-0.0589739,1,0.146593,0,0,0,0,0,0,-0.0589739,0.146593,1,4.10366,12.7129,1,-0.0589739,-0.490525,12.7129,-6.69191,-19.4049,-0,0
3.07066,1.6958,73.6958,0.18,112.553,-4.1,1.48,1.48,0,0,1250,1,0,0.099049,0.0334074,1,0.18,0,0,0,0,0,0,0.0334074,0.18,0,4.10366,12.5343,1,0.216505,-0.750348,12.5343,37.1594,24.6252,0,0
4,22.3042,96,0.48,204,-4.1,1.77,1.89,0,0,7897,1,52,0.121622,0.050404,1,0.230404,0,0,0,0,0,0,0.050404,0.230404,1,4.10366,12.5343,1,0.050404,-0.545535,12.5343,30.3803,17.846,0,0
5,24,120,0.48,391.2,-7.8,1.77,1.89,0,0,7897,1,52,0.14829,0.0984186,1,0.328823,0,0,0,0,0,0,0.0984186,0.328823,1,4.10366,12.3597,1,0.0984186,-0.696519,12.3597,44.7435,32.3838,0,0
6,24,144,0.48,489.6,-4.1,1.77,1.89,0,0,7897,1,52,0.200364,0.0232898,1,0.352112,0,0,0,0,0,0,0.0232898,0.352112,1,4.10366,12.189,1,0.0232898,-0.817709,12.189,19.8523,7.66331,0,0
7,24,168,0.48,528,-1.6,1.77,1.89,0,0,7897,1,52,0.212686,-0.0132897,1,0.338823,0,0,0,0,0,0,-0.0132897,0.338823,1,4.10366,12.0221,1,-0.0132897,-0.827202,12.0221,7.64926,-4.37287,0,0
8,24,192,0.48,528,0,1.77,1.89,0,0,7897,1,52,0.205655,-0.0360408,1,0.302782,0,0,0,0,0,0,-0.0360408,0.302782,1,4.10366,11.8589,1,-0.0360408,-0.777375,11.8589,0,-11.8589,0,0
9,24,216,0.48,547.2,-0.8,1.77,1.89,0,0,7897,1,52,0.186586,-0.0221036,1,0.280678,0,0,0,0,0,0,-0.0221036,0.280678,1,4.10366,11.6993,1,-0.0221036,-0.718745,11.6993,4.4263,-7.273,0,0
10,24,240,0.48,729.6,-7.6,1.77,1.89,0,0,7897,1,52,0.174891,0.0823566,1,0.363035,0,0,0,0,0,0,0.0823566,0.363035,1,4.10366,11.5431,1,0.0823566,-0.778524,11.5431,38.6418,27.0987,0,0
