day,date,temps,S_vals
1,1999-11-29,-0.1,1.0
2,1999-11-30,-4.3,1.0
3,1999-12-01,-6.2,1.0
4,1999-12-02,-4.1,1.0
5,1999-12-03,1.1,1.0
6,1999-12-04,2.4,1.0
7,1999-12-05,7.2,1.0
8,1999-12-06,4.5,1.0
9,1999-12-07,1.6,1.0
10,1999-12-08,0.0,1.0
11,1999-12-09,0.7,1.0
12,1999-12-10,1.5,1.0
13,1999-12-11,1.3,1.0
14,1999-12-12,-0.1,1.0
15,1999-12-13,0.4,1.0
16,1999-12-14,0.3,1.0
17,1999-12-15,0.8,1.0
18,1999-12-16,2.5,1.0
19,1999-12-17,-2.9,1.0
20,1999-12-18,-8.7,1.0
21,1999-12-19,-8.7,1.0
22,1999-12-20,-3.2,1.0
23,1999-12-21,-0.3,1.0
24,1999-12-22,-4.3,1.0
25,1999-12-23,-6.6,1.0
26,1999-12-24,-12.6,1.0
27,1999-12-25,-10.4,1.0
28,1999-12-26,-4.6,1.0
29,1999-12-27,-12.1,1.0
30,1999-12-28,-12.9,1.0
31,1999-12-29,-9.8,1.0
32,1999-12-30,-10.2,1.0
33,1999-12-31,-18.7,1.0
34,2000-01-01,-7.8,0.94
35,2000-01-02,-2.2,0.94
36,2000-01-03,-3.6,0.94
37,2000-01-04,-0.2,0.94
38,2000-01-05,-9.9,0.94
39,2000-01-06,-7.3,0.94
40,2000-01-07,-1.6,0.94
41,2000-01-08,-7.2,0.94
42,2000-01-09,-2.2,0.94
43,2000-01-10,1.6,0.94
44,2000-01-11,2.1,0.94
45,2000-01-12,-6.4,0.94
46,2000-01-13,-15.7,0.94
47,2000-01-14,-19.0,0.94
48,2000-01-15,-18.8,0.94
49,2000-01-16,-12.4,0.94
50,2000-01-17,-20.4,0.94
51,2000-01-18,-23.3,0.94
52,2000-01-19,-21.8,0.94
53,2000-01-20,-16.9,0.94
54,2000-01-21,-17.5,0.94
55,2000-01-22,-19.4,0.94
56,2000-01-23,-18.9,0.94
57,2000-01-24,-11.3,0.94
58,2000-01-25,-12.9,0.94
59,2000-01-26,-7.5,0.94
60,2000-01-27,-15.2,0.94
61,2000-01-28,-17.1,0.94
62,2000-01-29,-16.7,0.94
63,2000-01-30,-11.6,0.94
64,2000-01-31,-6.2,0.94
65,2000-02-01,-5.4,0.88
66,2000-02-02,-15.0,0.88
67,2000-02-03,-17.9,0.88
68,2000-02-04,-19.4,0.88
69,2000-02-05,-16.0,0.88
70,2000-02-06,-11.2,0.88
71,2000-02-07,-9.2,0.88
72,2000-02-08,-14.9,0.88
73,2000-02-09,-6.2,0.88
74,2000-02-10,-14.9,0.88
75,2000-02-11,-8.2,0.88
76,2000-02-12,-16.2,0.88
77,2000-02-13,-15.4,0.88
78,2000-02-14,-6.1,0.88
79,2000-02-15,-6.3,0.88
80,2000-02-16,-7.3,0.88
81,2000-02-17,-17.5,0.88
82,2000-02-18,-16.6,0.88
83,2000-02-19,-9.7,0.88
84,2000-02-20,-11.1,0.88
85,2000-02-21,-12.8,0.88
86,2000-02-22,-5.9,0.88
87,2000-02-23,1.5,0.88
88,2000-02-24,-0.5,0.88
89,2000-02-25,-0.7,0.88
90,2000-02-26,2.2,0.88
91,2000-02-27,6.3,0.88
92,2000-02-28,3.1,0.88
93,2000-02-29,0.8,0.88
94,2000-03-01,-0.7,0.82
95,2000-03-02,2.2,0.82
96,2000-03-03,0.3,0.82
97,2000-03-04,0.2,0.82
98,2000-03-05,2.1,0.82
99,2000-03-06,0.2,0.82
100,2000-03-07,2.6,0.82
101,2000-03-08,1.9,0.82
102,2000-03-09,4.3,0.82
103,2000-03-10,-8.6,0.82
104,2000-03-11,-3.6,0.82
105,2000-03-12,-1.5,0.82
106,2000-03-13,-9.3,0.82
107,2000-03-14,-6.7,0.82
108,2000-03-15,2.2,0.82
109,2000-03-16,-1.9,0.82
110,2000-03-17,-7.2,0.82
111,2000-03-18,-8.9,0.82
112,2000-03-19,-2.7,0.82
113,2000-03-20,2.3,0.82
114,2000-03-21,4.4,0.82
115,2000-03-22,4.9,0.82
116,2000-03-23,5.8,0.82
117,2000-03-24,4.4,0.82
118,2000-03-25,3.7,0.82
119,2000-03-26,5.1,0.82
120,2000-03-27,6.1,0.82
121,2000-03-28,6.9,0.82
122,2000-03-29,5.8,0.82
123,2000-03-30,2.9,0.82
124,2000-03-31,4.2,0.82
125,2000-04-01,6.0,0.76
126,2000-04-02,7.0,0.76
127,2000-04-03,5.3,0.76
128,2000-04-04,7.2,0.76
