,height,ku,kf,SP,a,Sr,Ls,w_vol,rhod
1,0.1,1.48,1.48,0,0,0,1250,0,2.35
2,0.31,1.77,1.89,0,0,52,7897,4,2.2
3,0.038,0.03,0.03,0,0,1,649,14,0.05
4,0.1,1.48,1.48,0,0,0,1250,0,2.35
5,0.7,1.77,1.89,0,0,52,7897,4,2.2
6,0.35,1.36,2.17,8,7,94,33022,30,1.45
7,,1.36,2.17,8,7,94,33022,30,1.45
