day,date,temps,S_vals
1,1992-10-29,-1.8,1.0
2,1992-10-30,-4.3,1.0
3,1992-10-31,-6.3,1.0
4,1992-11-01,-3.3,1.0
5,1992-11-02,-5.8,1.0
6,1992-11-03,-2.5,1.0
7,1992-11-04,3.0,1.0
8,1992-11-05,5.3,1.0
9,1992-11-06,-1.0,1.0
10,1992-11-07,-4.0,1.0
11,1992-11-08,-8.5,1.0
12,1992-11-09,-9.3,1.0
13,1992-11-10,-6.5,1.0
14,1992-11-11,-0.8,1.0
15,1992-11-12,3.0,1.0
16,1992-11-13,3.0,1.0
17,1992-11-14,-1.0,1.0
18,1992-11-15,-6.0,1.0
19,1992-11-16,-9.3,1.0
20,1992-11-17,-10.3,1.0
21,1992-11-18,-12.3,1.0
22,1992-11-19,-12.3,1.0
23,1992-11-20,-10.3,1.0
24,1992-11-21,-2.5,1.0
25,1992-11-22,2.3,1.0
26,1992-11-23,-2.0,1.0
27,1992-11-24,-1.8,1.0
28,1992-11-25,-0.8,1.0
29,1992-11-26,-0.3,1.0
30,1992-11-27,2.3,1.0
31,1992-11-28,-1.5,1.0
32,1992-11-29,-1.8,1.0
33,1992-11-30,-3.0,1.0
34,1992-12-01,-2.5,0.94
35,1992-12-02,-3.8,0.94
36,1992-12-03,-1.3,0.94
37,1992-12-04,-4.3,0.94
38,1992-12-05,-11.5,0.94
39,1992-12-06,-9.5,0.94
40,1992-12-07,-9.3,0.94
41,1992-12-08,-11.5,0.94
42,1992-12-09,-12.5,0.94
43,1992-12-10,-13.3,0.94
44,1992-12-11,-11.0,0.94
45,1992-12-12,-5.3,0.94
46,1992-12-13,-5.0,0.94
47,1992-12-14,-7.0,0.94
48,1992-12-15,-2.5,0.94
49,1992-12-16,2.0,0.94
50,1992-12-17,2.0,0.94
51,1992-12-18,-7.3,0.94
52,1992-12-19,-7.8,0.94
53,1992-12-20,-3.0,0.94
54,1992-12-21,-16.8,0.94
55,1992-12-22,-10.5,0.94
56,1992-12-23,-6.3,0.94
57,1992-12-24,-19.0,0.94
58,1992-12-25,-19.5,0.94
59,1992-12-26,-16.0,0.94
60,1992-12-27,-21.0,0.94
61,1992-12-28,-10.3,0.94
62,1992-12-29,-8.3,0.94
63,1992-12-30,-10.5,0.94
64,1992-12-31,-9.0,0.94
65,1993-01-01,-18.0,0.88
66,1993-01-02,-20.3,0.88
67,1993-01-03,-15.0,0.88
68,1993-01-04,-4.3,0.88
69,1993-01-05,-5.3,0.88
70,1993-01-06,-14.5,0.88
71,1993-01-07,-11.0,0.88
72,1993-01-08,-14.5,0.88
73,1993-01-09,-23.0,0.88
74,1993-01-10,-26.0,0.88
75,1993-01-11,-19.5,0.88
76,1993-01-12,-17.8,0.88
77,1993-01-13,-18.3,0.88
78,1993-01-14,-20.0,0.88
79,1993-01-15,-18.8,0.88
80,1993-01-16,-12.0,0.88
81,1993-01-17,-5.0,0.88
82,1993-01-18,-15.8,0.88
83,1993-01-19,-18.8,0.88
84,1993-01-20,-11.8,0.88
85,1993-01-21,-11.0,0.88
86,1993-01-22,-7.5,0.88
87,1993-01-23,-1.8,0.88
88,1993-01-24,-5.3,0.88
89,1993-01-25,-13.5,0.88
90,1993-01-26,-18.0,0.88
91,1993-01-27,-9.5,0.88
92,1993-01-28,-14.8,0.88
93,1993-01-29,-14.5,0.88
94,1993-01-30,-30.0,0.88
95,1993-01-31,-28.8,0.88
96,1993-02-01,-19.3,0.82
97,1993-02-02,-19.8,0.82
98,1993-02-03,-10.3,0.82
99,1993-02-04,-14.5,0.82
100,1993-02-05,-15.3,0.82
101,1993-02-06,-28.8,0.82
102,1993-02-07,-25.0,0.82
103,1993-02-08,-16.8,0.82
104,1993-02-09,-19.3,0.82
105,1993-02-10,-10.3,0.82
106,1993-02-11,-19.5,0.82
107,1993-02-12,-19.8,0.82
108,1993-02-13,-11.5,0.82
109,1993-02-14,-8.5,0.82
110,1993-02-15,-16.8,0.82
111,1993-02-16,-16.5,0.82
112,1993-02-17,-8.0,0.82
113,1993-02-18,-23.0,0.82
114,1993-02-19,-23.5,0.82
115,1993-02-20,-25.0,0.82
116,1993-02-21,-28.0,0.82
117,1993-02-22,-20.8,0.82
118,1993-02-23,-13.8,0.82
119,1993-02-24,-14.5,0.82
120,1993-02-25,-20.5,0.82
121,1993-02-26,-17.8,0.82
122,1993-02-27,-19.3,0.82
123,1993-02-28,-15.0,0.82
124,1993-03-01,-16.5,0.76
125,1993-03-02,-10.0,0.76
126,1993-03-03,-6.8,0.76
127,1993-03-04,-7.5,0.76
128,1993-03-05,-8.3,0.76
129,1993-03-06,-9.8,0.76
130,1993-03-07,-8.0,0.76
131,1993-03-08,-9.8,0.76
132,1993-03-09,-9.3,0.76
133,1993-03-10,-10.0,0.76
134,1993-03-11,-7.3,0.76
135,1993-03-12,-19.0,0.76
136,1993-03-13,-16.5,0.76
137,1993-03-14,-11.8,0.76
138,1993-03-15,-19.0,0.76
139,1993-03-16,-10.3,0.76
140,1993-03-17,-5.0,0.76
141,1993-03-18,-21.0,0.76
